canonical_name,year,month,major_head,count
Bengaluru Rural,2023,8,Disobedience to Order Promulgated by PublicServan,1
Bengaluru Rural,2023,8,FALSE EVIDENCE,1
Bengaluru Rural,2023,8,FORGERY,4
Bengaluru Rural,2023,8,IMMORAL TRAFFIC,1
Bengaluru Rural,2023,8,KARNATAKA POLICE ACT 1963,10
Bengaluru Rural,2023,8,KIDNAPPING AND ABDUCTION,31
Bengaluru Rural,2023,8,Karnataka State Local Act,19
Bengaluru Rural,2023,8,MISCHIEF,2
Bengaluru Rural,2023,8,MISSING PERSON,123
Bengaluru Rural,2023,8,MOLESTATION,26
Bengaluru Rural,2023,8,MOTOR VEHICLE ACCIDENTS FATAL,57
Bengaluru Rural,2023,8,MOTOR VEHICLE ACCIDENTS NON-FATAL,157
Bengaluru Rural,2023,8,MURDER,10
Bengaluru Rural,2023,8,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,14
Bengaluru Rural,2023,8,NEGLIGENT ACT,5
Bengaluru Rural,2023,8,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),4
Bengaluru Rural,2023,8,POCSO,14
Bengaluru Rural,2023,8,PUBLIC SAFETY,1
Bengaluru Rural,2023,8,RAPE,2
Bengaluru Rural,2023,8,RIOTS,6
Bengaluru Rural,2023,8,ROBBERY,13
Bengaluru Rural,2023,8,SCHEDULED CASTE AND THE SCHEDULED TRIBES,8
Bengaluru Rural,2023,8,SUICIDE,3
Bengaluru Rural,2023,8,THEFT,185
Bengaluru Rural,2023,8,WRONGFUL RESTRAINT/CONFINEMENT,5
Bengaluru Rural,2023,9,AFFRAY,1
Bengaluru Rural,2023,9,ANIMAL,1
Bengaluru Rural,2023,9,ARSON,1
Bengaluru Rural,2023,9,ATTEMPT TO MURDER,9
Bengaluru Rural,2023,9,BURGLARY - DAY,7
Bengaluru Rural,2023,9,BURGLARY - NIGHT,30
Bengaluru Rural,2023,9,CASES OF HURT,65
Bengaluru Rural,2023,9,CHEATING,42
Bengaluru Rural,2023,9,COMMUNAL / RELIGION,3
Bengaluru Rural,2023,9,CONSUMER,2
Bengaluru Rural,2023,9,CRIMES RELATED TO WOMEN,5
Bengaluru Rural,2023,9,CRIMINAL BREACH OF TRUST,4
Bengaluru Rural,2023,9,CRIMINAL INTIMIDATION,7
Bengaluru Rural,2023,9,CRIMINAL TRESPASS,15
Bengaluru Rural,2023,9,CRUELTY BY HUSBAND,20
Bengaluru Rural,2023,9,CYBER CRIME,69
Bengaluru Rural,2023,9,DACOITY,5
Bengaluru Rural,2023,9,DOWRY DEATHS,1
Bengaluru Rural,2023,9,FALSE EVIDENCE,1
Bengaluru Rural,2023,9,FORGERY,2
Bengaluru Rural,2023,9,IMMORAL TRAFFIC,1
Bengaluru Rural,2023,9,KARNATAKA POLICE ACT 1963,22
Bengaluru Rural,2023,9,KIDNAPPING AND ABDUCTION,16
Bengaluru Rural,2023,9,Karnataka State Local Act,19
Bengaluru Rural,2023,9,MISCHIEF,2
Bengaluru Rural,2023,9,MISSING PERSON,118
Bengaluru Rural,2023,9,MOLESTATION,21
Bengaluru Rural,2023,9,MOTOR VEHICLE ACCIDENTS FATAL,50
Bengaluru Rural,2023,9,MOTOR VEHICLE ACCIDENTS NON-FATAL,156
Bengaluru Rural,2023,9,MURDER,1
Bengaluru Rural,2023,9,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,56
Bengaluru Rural,2023,9,NEGLIGENT ACT,5
Bengaluru Rural,2023,9,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),3
Bengaluru Rural,2023,9,OFFENCES RELATED TO MARRIAGE,1
Bengaluru Rural,2023,9,POCSO,9
Bengaluru Rural,2023,9,PUBLIC SAFETY,2
Bengaluru Rural,2023,9,RAPE,1
Bengaluru Rural,2023,9,RIOTS,11
Bengaluru Rural,2023,9,ROBBERY,8
Bengaluru Rural,2023,9,SCHEDULED CASTE AND THE SCHEDULED TRIBES,11
Bengaluru Rural,2023,9,SUICIDE,2
Bengaluru Rural,2023,9,THEFT,170
Bengaluru Rural,2023,9,UNNATURAL SEX,1
Bengaluru Rural,2024,1,ARSON,1
Bengaluru Rural,2024,1,ATTEMPT TO MURDER,13
Bengaluru Rural,2024,1,Attempting to commit offences,1
Bengaluru Rural,2024,1,BURGLARY - DAY,12
Bengaluru Rural,2024,1,BURGLARY - NIGHT,23
Bengaluru Rural,2024,1,CASES OF HURT,49
Bengaluru Rural,2024,1,CHEATING,48
Bengaluru Rural,2024,1,CHILDREN ACT,1
Bengaluru Rural,2024,1,COMMUNAL / RELIGION,2
Bengaluru Rural,2024,1,CONSUMER,5
Bengaluru Rural,2024,1,COPY RIGHT ACT 1957,3
Bengaluru Rural,2024,1,CRIMES RELATED TO WOMEN,6
Bengaluru Rural,2024,1,CRIMINAL BREACH OF TRUST,3
Bengaluru Rural,2024,1,CRIMINAL INTIMIDATION,9
Bengaluru Rural,2024,1,CRIMINAL TRESPASS,18
Bengaluru Rural,2024,1,CRUELTY BY HUSBAND,9
Bengaluru Rural,2024,1,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Bengaluru Rural,2024,1,CYBER CRIME,93
Bengaluru Rural,2024,1,DACOITY,2
Bengaluru Rural,2024,1,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,1
Bengaluru Rural,2024,1,FORGERY,5
Bengaluru Rural,2024,1,Failure to appear to Court,1
Bengaluru Rural,2024,1,IMMORAL TRAFFIC,2
Bengaluru Rural,2024,1,KARNATAKA POLICE ACT 1963,6
Bengaluru Rural,2024,1,KIDNAPPING AND ABDUCTION,29
Bengaluru Rural,2024,1,Karnataka State Local Act,4
Bengaluru Rural,2024,1,MISCHIEF,1
Bengaluru Rural,2024,1,MISSING PERSON,107
Bengaluru Rural,2024,1,MOLESTATION,19
Bengaluru Rural,2024,1,MOTOR VEHICLE ACCIDENTS FATAL,63
Bengaluru Rural,2024,1,MOTOR VEHICLE ACCIDENTS NON-FATAL,151
Bengaluru Rural,2024,1,MURDER,3
Bengaluru Rural,2024,1,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,5
Bengaluru Rural,2024,1,NEGLIGENT ACT,11
Bengaluru Rural,2024,1,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),3
Bengaluru Rural,2024,1,POCSO,11
Bengaluru Rural,2024,1,PUBLIC NUISANCE,1
Bengaluru Rural,2024,1,PUBLIC SAFETY,1
Bengaluru Rural,2024,1,RAPE,1
Bengaluru Rural,2024,1,RIOTS,10
Bengaluru Rural,2024,1,ROBBERY,10
Bengaluru Rural,2024,1,SCHEDULED CASTE AND THE SCHEDULED TRIBES,12
Bengaluru Rural,2024,1,SUICIDE,2
Bengaluru Rural,2024,1,THEFT,131
Bengaluru Rural,2024,1,WRONGFUL RESTRAINT/CONFINEMENT,2
Bengaluru Rural,2024,2,ARSON,1
Bengaluru Rural,2024,2,ASSAULT,1
Bengaluru Rural,2024,2,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,1
Bengaluru Rural,2024,2,ATTEMPT TO MURDER,22
Bengaluru Rural,2024,2,Attempting to commit offences,2
Bengaluru Rural,2024,2,BURGLARY - DAY,7
Bengaluru Rural,2024,2,BURGLARY - NIGHT,19
Bengaluru Rural,2024,2,CASES OF HURT,53
Bengaluru Rural,2024,2,CHEATING,54
Bengaluru Rural,2024,2,CHILDREN ACT,2
Bengaluru Rural,2024,2,COMMUNAL / RELIGION,1
Bengaluru Rural,2024,2,CONSUMER,3
Bengaluru Rural,2024,2,COPY RIGHT ACT 1957,1
Bengaluru Rural,2024,2,CRIMINAL BREACH OF TRUST,5
Bengaluru Rural,2024,2,CRIMINAL INTIMIDATION,6
Bengaluru Rural,2024,2,CRIMINAL TRESPASS,15
Bengaluru Rural,2024,2,CRUELTY BY HUSBAND,10
Bengaluru Rural,2024,2,CYBER CRIME,82
Bengaluru Rural,2024,2,DACOITY,1
Bengaluru Rural,2024,2,DEATHS DUE TO RASHNESS/NEGLIGENCE,1
Bengaluru Rural,2024,2,DEATHS-MISCARRIAGE,1
Bengaluru Rural,2024,2,ELECTION,2
Bengaluru Rural,2024,2,FOREST,1
Bengaluru Rural,2024,2,FORGERY,1
Bengaluru Rural,2024,2,INDIAN MOTOR VEHICLE,1
Bengaluru Rural,2024,2,KARNATAKA POLICE ACT 1963,18
Bengaluru Rural,2024,2,KIDNAPPING AND ABDUCTION,23
Bengaluru Rural,2024,2,Karnataka State Local Act,26
Bengaluru Rural,2024,2,MISCHIEF,2
Bengaluru Rural,2024,2,MISSING PERSON,129
Bengaluru Rural,2024,2,MOLESTATION,14
Bengaluru Rural,2024,2,MOTOR VEHICLE ACCIDENTS FATAL,48
Bengaluru Rural,2024,2,MOTOR VEHICLE ACCIDENTS NON-FATAL,172
Bengaluru Rural,2024,2,MURDER,7
Bengaluru Rural,2024,2,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,5
Bengaluru Rural,2024,2,NEGLIGENT ACT,10
Bengaluru Rural,2024,2,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),5
Bengaluru Rural,2024,2,POCSO,5
Bengaluru Rural,2024,2,PUBLIC SAFETY,1
Bengaluru Rural,2024,2,RAPE,3
Bengaluru Rural,2024,2,REPRESENTATION OF PEOPLE ACT 1951 & 1988,1
Bengaluru Rural,2024,2,RIOTS,17
Bengaluru Rural,2024,2,ROBBERY,14
Bengaluru Rural,2024,2,SCHEDULED CASTE AND THE SCHEDULED TRIBES,7
Bengaluru Rural,2024,2,SUICIDE,1
Bengaluru Rural,2024,2,THEFT,126
Bengaluru Rural,2024,3,ARSON,1
Bengaluru Rural,2024,3,ATTEMPT TO MURDER,2
Bengaluru Rural,2024,3,Attempting to commit offences,2
Bengaluru Rural,2024,3,BURGLARY - DAY,1
Bengaluru Rural,2024,3,BURGLARY - NIGHT,6
Bengaluru Rural,2024,3,CASES OF HURT,16
Bengaluru Rural,2024,3,CHEATING,9
Bengaluru Rural,2024,3,CHILDREN ACT,1
Bengaluru Rural,2024,3,CRIMINAL BREACH OF TRUST,1
Bengaluru Rural,2024,3,CRIMINAL INTIMIDATION,5
Bengaluru Rural,2024,3,CRIMINAL TRESPASS,6
Bengaluru Rural,2024,3,CRUELTY BY HUSBAND,3
Bengaluru Rural,2024,3,CYBER CRIME,23
Bengaluru Rural,2024,3,DACOITY,2
Bengaluru Rural,2024,3,KARNATAKA POLICE ACT 1963,6
Bengaluru Rural,2024,3,KIDNAPPING AND ABDUCTION,13
Bengaluru Rural,2024,3,Karnataka State Local Act,2
Bengaluru Rural,2024,3,MISSING PERSON,41
Bengaluru Rural,2024,3,MOLESTATION,5
Bengaluru Rural,2024,3,MOTOR VEHICLE ACCIDENTS FATAL,17
Bengaluru Rural,2024,3,MOTOR VEHICLE ACCIDENTS NON-FATAL,60
Bengaluru Rural,2024,3,MURDER,2
Bengaluru Rural,2024,3,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,2
Bengaluru Rural,2024,3,NEGLIGENT ACT,5
Bengaluru Rural,2024,3,OFFENCES RELATED TO MARRIAGE,1
Bengaluru Rural,2024,3,POCSO,2
Bengaluru Rural,2024,3,RIOTS,6
Bengaluru Rural,2024,3,ROBBERY,3
Bengaluru Rural,2024,3,SCHEDULED CASTE AND THE SCHEDULED TRIBES,1
Bengaluru Rural,2024,3,SUICIDE,1
Bengaluru Rural,2024,3,THEFT,33
Bidar,2016,1,AFFRAY,2
Bidar,2016,1,ARSON,2
Bidar,2016,1,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Bidar,2016,1,ATTEMPT TO MURDER,7
Bidar,2016,1,BURGLARY - DAY,2
Bidar,2016,1,BURGLARY - NIGHT,9
Bidar,2016,1,CASES OF HURT,83
Bidar,2016,1,CHEATING,3
Bidar,2016,1,COMMUNAL / RELIGION,3
Bidar,2016,1,CONSUMER,2
Bidar,2016,1,CRIMES RELATED TO WOMEN,1
Bidar,2016,1,CRIMINAL INTIMIDATION,2
Bidar,2016,1,CRIMINAL TRESPASS,3
Bidar,2016,1,CRUELTY BY HUSBAND,11
Bidar,2016,1,CYBER CRIME,2
Bidar,2016,1,Concealment of birth by secret disposal of Child,1
Bidar,2016,1,CrPC,423
Bidar,2016,1,DACOITY,3
Bidar,2016,1,DEATHS DUE TO RASHNESS/NEGLIGENCE,1
Bidar,2016,1,ELECTION,1
Bidar,2016,1,INDIAN MOTOR VEHICLE,1
Bidar,2016,1,KARNATAKA POLICE ACT 1963,16
Bidar,2016,1,KIDNAPPING AND ABDUCTION,4
Bidar,2016,1,Karnataka State Local Act,39
Bidar,2016,1,MISSING PERSON,5
Bidar,2016,1,MOLESTATION,6
Bidar,2016,1,MOTOR VEHICLE ACCIDENTS FATAL,23
Bidar,2016,1,MOTOR VEHICLE ACCIDENTS NON-FATAL,112
Bidar,2016,1,MURDER,9
Bidar,2016,1,NEGLIGENT ACT,13
Bidar,2016,1,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),4
Bidar,2016,1,RIOTS,10
Bidar,2016,1,ROBBERY,1
Bidar,2016,1,SCHEDULED CASTE AND THE SCHEDULED TRIBES,2
Bidar,2016,1,THEFT,19
Bidar,2016,1,WRONGFUL RESTRAINT/CONFINEMENT,2
Bidar,2016,10,AFFRAY,1
Bidar,2016,10,ARSON,1
Bidar,2016,10,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,4
Bidar,2016,10,ATTEMPT TO MURDER,6
Bidar,2016,10,BURGLARY - DAY,1
Bidar,2016,10,BURGLARY - NIGHT,8
Bidar,2016,10,CASES OF HURT,53
Bidar,2016,10,CHEATING,1
Bidar,2016,10,COMMUNAL / RELIGION,1
Bidar,2016,10,CRIMES RELATED TO WOMEN,1
Bidar,2016,10,CRIMINAL TRESPASS,5
Bidar,2016,10,CRUELTY BY HUSBAND,4
Bidar,2016,10,CrPC,80
Bidar,2016,10,EXPOSURE AND ABANDONMENT OF CHILD,1
Bidar,2016,10,KARNATAKA POLICE ACT 1963,40
Bidar,2016,10,KIDNAPPING AND ABDUCTION,3
Bidar,2016,10,Karnataka State Local Act,10
Bidar,2016,10,MISSING PERSON,3
Bidar,2016,10,MOLESTATION,3
Bidar,2016,10,MOTOR VEHICLE ACCIDENTS FATAL,12
Bidar,2016,10,MOTOR VEHICLE ACCIDENTS NON-FATAL,99
Bidar,2016,10,MURDER,3
Bidar,2016,10,NEGLIGENT ACT,2
Bidar,2016,10,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),2
Bidar,2016,10,RIOTS,14
Bidar,2016,10,ROBBERY,1
Bidar,2016,10,SUICIDE,3
Bidar,2016,10,THEFT,16
Bidar,2016,10,WRONGFUL RESTRAINT/CONFINEMENT,3
Bidar,2016,11,AFFRAY,2
Bidar,2016,11,ARMS ACT 1959,1
Bidar,2016,11,ATTEMPT TO MURDER,5
Bidar,2016,11,BURGLARY - NIGHT,9
Bidar,2016,11,CASES OF HURT,48
Bidar,2016,11,CHEATING,5
Bidar,2016,11,CRIMES RELATED TO WOMEN,1
Bidar,2016,11,CRIMINAL INTIMIDATION,2
Bidar,2016,11,CRIMINAL TRESPASS,6
Bidar,2016,11,CRUELTY BY HUSBAND,5
Bidar,2016,11,CrPC,189
Bidar,2016,11,IMMORAL TRAFFIC,2
Bidar,2016,11,INSULTING MODESTY OF WOMEN (EVE TEASING),1
Bidar,2016,11,KARNATAKA POLICE ACT 1963,13
Bidar,2016,11,KIDNAPPING AND ABDUCTION,3
Bidar,2016,11,Karnataka State Local Act,16
Bidar,2016,11,MISCHIEF,3
Bidar,2016,11,MISSING PERSON,9
Bidar,2016,11,MOLESTATION,11
Bidar,2016,11,MOTOR VEHICLE ACCIDENTS FATAL,19
Bidar,2016,11,MOTOR VEHICLE ACCIDENTS NON-FATAL,75
Bidar,2016,11,MURDER,4
Bidar,2016,11,NEGLIGENT ACT,4
Bidar,2016,11,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),3
Bidar,2016,11,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),1
Bidar,2016,11,OFFENCES RELATED TO MARRIAGE,1
Bidar,2016,11,POCSO,1
Bidar,2016,11,PUBLIC SAFETY,2
Bidar,2016,11,RIOTS,9
Bidar,2016,11,ROBBERY,1
Bidar,2016,11,SCHEDULED CASTE AND THE SCHEDULED TRIBES,6
Bidar,2016,11,SUICIDE,4
Bidar,2016,11,THEFT,9
Bidar,2016,12,AFFRAY,1
Bidar,2016,12,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,2
Bidar,2016,12,ATTEMPT TO MURDER,13
Bidar,2016,12,BURGLARY - NIGHT,9
Bidar,2016,12,CASES OF HURT,61
Bidar,2016,12,CHEATING,8
Bidar,2016,12,CRIMES RELATED TO WOMEN,2
Bidar,2016,12,CRIMINAL MISAPPROPRIATION,1
Bidar,2016,12,CRIMINAL TRESPASS,1
Bidar,2016,12,CRUELTY BY HUSBAND,7
Bidar,2016,12,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,1
Bidar,2016,12,CYBER CRIME,1
Bidar,2016,12,CrPC,30
Bidar,2016,12,DACOITY,1
Bidar,2016,12,KARNATAKA POLICE ACT 1963,19
Bidar,2016,12,KIDNAPPING AND ABDUCTION,3
Bidar,2016,12,Karnataka State Local Act,11
Bidar,2016,12,MISSING PERSON,9
Bidar,2016,12,MOLESTATION,7
Bidar,2016,12,MOTOR VEHICLE ACCIDENTS FATAL,27
Bidar,2016,12,MOTOR VEHICLE ACCIDENTS NON-FATAL,89
Bidar,2016,12,MURDER,1
Bidar,2016,12,NEGLIGENT ACT,3
Bidar,2016,12,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),2
Bidar,2016,12,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),1
Bidar,2016,12,POCSO,1
Bidar,2016,12,PUBLIC SAFETY,1
Bidar,2016,12,RAPE,1
Bidar,2016,12,RIOTS,8
Bidar,2016,12,ROBBERY,1
Bidar,2016,12,SCHEDULED CASTE AND THE SCHEDULED TRIBES,1
Bidar,2016,12,SUICIDE,4
Bidar,2016,12,THEFT,14
Bidar,2016,12,WRONGFUL RESTRAINT/CONFINEMENT,1
Bidar,2016,2,AFFRAY,3
Bidar,2016,2,ARSON,3
Bidar,2016,2,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Bidar,2016,2,ATTEMPT TO MURDER,10
Bidar,2016,2,BURGLARY - DAY,1
Bidar,2016,2,BURGLARY - NIGHT,7
Bidar,2016,2,CASES OF HURT,52
Bidar,2016,2,CHEATING,5
Bidar,2016,2,CONSUMER,1
Bidar,2016,2,CRIMINAL INTIMIDATION,6
Bidar,2016,2,CRIMINAL TRESPASS,4
Bidar,2016,2,CRUELTY BY HUSBAND,4
Bidar,2016,2,CYBER CRIME,2
Bidar,2016,2,CrPC,128
Bidar,2016,2,DACOITY,1
Bidar,2016,2,DEATHS DUE TO RASHNESS/NEGLIGENCE,2
Bidar,2016,2,ELECTION,9
Bidar,2016,2,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,1
Bidar,2016,2,KARNATAKA POLICE ACT 1963,19
Bidar,2016,2,KIDNAPPING AND ABDUCTION,9
Bidar,2016,2,Karnataka State Local Act,52
Bidar,2016,2,MISCHIEF,1
Bidar,2016,2,MISSING PERSON,12
Bidar,2016,2,MOLESTATION,5
Bidar,2016,2,MOTOR VEHICLE ACCIDENTS FATAL,33
Bidar,2016,2,MOTOR VEHICLE ACCIDENTS NON-FATAL,76
Bidar,2016,2,MURDER,4
Bidar,2016,2,NEGLIGENT ACT,22
Bidar,2016,2,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),4
Bidar,2016,2,OFFICIAL SECURITY RELATED ACTS,1
Bidar,2016,2,POCSO,3
Bidar,2016,2,POISONING-PROFESSIONAL,1
Bidar,2016,2,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,1
Bidar,2016,2,PUBLIC SAFETY,2
Bidar,2016,2,RAPE,1
Bidar,2016,2,REPRESENTATION OF PEOPLE ACT 1951 & 1988,1
Bidar,2016,2,RIOTS,17
Bidar,2016,2,ROBBERY,1
Bidar,2016,2,SCHEDULED CASTE AND THE SCHEDULED TRIBES,2
Bidar,2016,2,SUICIDE,2
Bidar,2016,2,THEFT,14
Bidar,2016,2,WRONGFUL RESTRAINT/CONFINEMENT,3
Bidar,2016,3,AFFRAY,3
Bidar,2016,3,ANIMAL,1
Bidar,2016,3,ARSON,1
Bidar,2016,3,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,11
Bidar,2016,3,ATTEMPT TO MURDER,4
Bidar,2016,3,BURGLARY - NIGHT,8
Bidar,2016,3,CASES OF HURT,86
Bidar,2016,3,CHEATING,5
Bidar,2016,3,CHILDREN ACT,1
Bidar,2016,3,COMMUNAL / RELIGION,2
Bidar,2016,3,CONSUMER,2
Bidar,2016,3,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",1
Bidar,2016,3,CRIMES RELATED TO WOMEN,1
Bidar,2016,3,CRIMINAL BREACH OF TRUST,1
Bidar,2016,3,CRIMINAL INTIMIDATION,4
Bidar,2016,3,CRIMINAL TRESPASS,10
Bidar,2016,3,CRUELTY BY HUSBAND,12
Bidar,2016,3,CYBER CRIME,2
Bidar,2016,3,CrPC,30
Bidar,2016,3,DOWRY DEATHS,2
Bidar,2016,3,EXPOSURE AND ABANDONMENT OF CHILD,2
Bidar,2016,3,IMMORAL TRAFFIC,2
Bidar,2016,3,INSULTING MODESTY OF WOMEN (EVE TEASING),1
Bidar,2016,3,KARNATAKA POLICE ACT 1963,43
Bidar,2016,3,KIDNAPPING AND ABDUCTION,3
Bidar,2016,3,Karnataka State Local Act,20
Bidar,2016,3,MISSING PERSON,10
Bidar,2016,3,MOLESTATION,1
Bidar,2016,3,MOTOR VEHICLE ACCIDENTS FATAL,21
Bidar,2016,3,MOTOR VEHICLE ACCIDENTS NON-FATAL,99
Bidar,2016,3,MURDER,5
Bidar,2016,3,NEGLIGENT ACT,12
Bidar,2016,3,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),5
Bidar,2016,3,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),1
Bidar,2016,3,POCSO,2
Bidar,2016,3,POISONING-PROFESSIONAL,1
Bidar,2016,3,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,2
Bidar,2016,3,RAPE,3
Bidar,2016,3,RIOTS,9
Bidar,2016,3,SCHEDULED CASTE AND THE SCHEDULED TRIBES,4
Bidar,2016,3,SUICIDE,2
Bidar,2016,3,THEFT,15
Bidar,2016,3,WRONGFUL RESTRAINT/CONFINEMENT,3
Bidar,2016,4,ARSON,1
Bidar,2016,4,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,5
Bidar,2016,4,ATTEMPT TO MURDER,9
Bidar,2016,4,BURGLARY - NIGHT,6
Bidar,2016,4,CASES OF HURT,75
Bidar,2016,4,CHEATING,5
Bidar,2016,4,COMMUNAL / RELIGION,2
Bidar,2016,4,CONSUMER,3
Bidar,2016,4,CRIMES RELATED TO WOMEN,2
Bidar,2016,4,CRIMINAL BREACH OF TRUST,1
Bidar,2016,4,CRIMINAL INTIMIDATION,4
Bidar,2016,4,CRIMINAL TRESPASS,3
Bidar,2016,4,CRUELTY BY HUSBAND,6
Bidar,2016,4,Concealment of birth by secret disposal of Child,1
Bidar,2016,4,CrPC,17
Bidar,2016,4,DEATHS DUE TO RASHNESS/NEGLIGENCE,1
Bidar,2016,4,DOWRY DEATHS,2
Bidar,2016,4,INSULTING MODESTY OF WOMEN (EVE TEASING),1
Bidar,2016,4,KARNATAKA POLICE ACT 1963,19
Bidar,2016,4,KIDNAPPING AND ABDUCTION,1
Bidar,2016,4,Karnataka State Local Act,15
Bidar,2016,4,MISCHIEF,1
Bidar,2016,4,MISSING PERSON,10
Bidar,2016,4,MOLESTATION,4
Bidar,2016,4,MOTOR VEHICLE ACCIDENTS FATAL,27
Bidar,2016,4,MOTOR VEHICLE ACCIDENTS NON-FATAL,88
Bidar,2016,4,MURDER,4
Bidar,2016,4,NEGLIGENT ACT,7
Bidar,2016,4,OF ABETMENT,1
Bidar,2016,4,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),7
Bidar,2016,4,POCSO,1
Bidar,2016,4,POISONING-PROFESSIONAL,1
Bidar,2016,4,PUBLIC SAFETY,3
Bidar,2016,4,RAPE,1
Bidar,2016,4,RIOTS,28
Bidar,2016,4,ROBBERY,3
Bidar,2016,4,SCHEDULED CASTE AND THE SCHEDULED TRIBES,6
Bidar,2016,4,SUICIDE,1
Bidar,2016,4,THEFT,20
Bidar,2016,4,WRONGFUL RESTRAINT/CONFINEMENT,2
Bidar,2016,5,AFFRAY,1
Bidar,2016,5,ARSON,1
Bidar,2016,5,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,6
Bidar,2016,5,ATTEMPT TO MURDER,7
Bidar,2016,5,BURGLARY - DAY,1
Bidar,2016,5,BURGLARY - NIGHT,10
Bidar,2016,5,CASES OF HURT,85
Bidar,2016,5,CHEATING,5
Bidar,2016,5,COMMUNAL / RELIGION,1
Bidar,2016,5,CONSUMER,1
Bidar,2016,5,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",4
Bidar,2016,5,CRIMES RELATED TO WOMEN,4
Bidar,2016,5,CRIMINAL INTIMIDATION,3
Bidar,2016,5,CRIMINAL TRESPASS,9
Bidar,2016,5,CRUELTY BY HUSBAND,10
Bidar,2016,5,CYBER CRIME,2
Bidar,2016,5,CrPC,31
Bidar,2016,5,DEATHS DUE TO RASHNESS/NEGLIGENCE,3
Bidar,2016,5,DEATHS-MISCARRIAGE,1
Bidar,2016,5,IMMORAL TRAFFIC,1
Bidar,2016,5,INSULTING MODESTY OF WOMEN (EVE TEASING),1
Bidar,2016,5,KARNATAKA POLICE ACT 1963,50
Bidar,2016,5,KIDNAPPING AND ABDUCTION,4
Bidar,2016,5,Karnataka State Local Act,26
Bidar,2016,5,MISSING PERSON,6
Bidar,2016,5,MOLESTATION,7
Bidar,2016,5,MOTOR VEHICLE ACCIDENTS FATAL,25
Bidar,2016,5,MOTOR VEHICLE ACCIDENTS NON-FATAL,120
Bidar,2016,5,MURDER,5
Bidar,2016,5,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,1
Bidar,2016,5,NEGLIGENT ACT,5
Bidar,2016,5,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),9
Bidar,2016,5,RAPE,2
Bidar,2016,5,RIOTS,16
Bidar,2016,5,ROBBERY,5
Bidar,2016,5,SCHEDULED CASTE AND THE SCHEDULED TRIBES,4
Bidar,2016,5,SUICIDE,3
Bidar,2016,5,THEFT,25
Bidar,2016,5,WRONGFUL RESTRAINT/CONFINEMENT,1
Bidar,2016,6,AFFRAY,2
Bidar,2016,6,ARSON,1
Bidar,2016,6,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,9
Bidar,2016,6,ATTEMPT TO MURDER,5
Bidar,2016,6,BURGLARY - NIGHT,12
Bidar,2016,6,CASES OF HURT,69
Bidar,2016,6,CHEATING,6
Bidar,2016,6,CONSUMER,2
Bidar,2016,6,CRIMES RELATED TO WOMEN,4
Bidar,2016,6,CRIMINAL BREACH OF TRUST,3
Bidar,2016,6,CRIMINAL INTIMIDATION,3
Bidar,2016,6,CRIMINAL TRESPASS,5
