case_id,district,year,crime_head
SYN-C-00514,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-00515,Bengaluru Urban,2021,THEFT
SYN-C-00516,Belagavi,2023,CHEATING
SYN-C-00517,Bengaluru Urban,2023,THEFT
SYN-C-00518,Bengaluru Urban,2020,CHEATING
SYN-C-00519,Bengaluru Urban,2023,CHEATING
SYN-C-00520,Bengaluru Urban,2021,ROBBERY
SYN-C-00521,Bengaluru Urban,2023,CHEATING
SYN-C-00522,Bengaluru Urban,2020,MURDER
SYN-C-00523,Bengaluru Urban,2022,CHEATING
SYN-C-00524,Bengaluru Urban,2022,THEFT
SYN-C-00525,Bengaluru Urban,2023,CHEATING
SYN-C-00526,Bengaluru Urban,2019,THEFT
SYN-C-00527,Tumakuru,2021,ROBBERY
SYN-C-00528,Bengaluru Urban,2020,THEFT
SYN-C-00529,Bengaluru Urban,2020,THEFT
SYN-C-00530,Bengaluru Urban,2020,DACOITY
SYN-C-00531,Belagavi,2023,THEFT
SYN-C-00532,Bengaluru Urban,2021,THEFT
SYN-C-00533,Bengaluru Urban,2023,THEFT
SYN-C-00534,Bengaluru Urban,2023,THEFT
SYN-C-00535,Bengaluru Urban,2019,THEFT
SYN-C-00536,Bengaluru Urban,2019,THEFT
SYN-C-00537,Bengaluru Urban,2020,THEFT
SYN-C-00538,Bengaluru Urban,2023,THEFT
SYN-C-00539,Bengaluru Urban,2022,CHEATING
SYN-C-00540,Mysuru,2023,CHEATING
SYN-C-00541,Bengaluru Urban,2023,ROBBERY
SYN-C-00542,Bengaluru Urban,2023,CHEATING
SYN-C-00543,Bengaluru Urban,2023,THEFT
SYN-C-00544,Bengaluru Urban,2023,THEFT
SYN-C-00545,Bengaluru Urban,2021,CHEATING
SYN-C-00546,Bengaluru Urban,2020,DACOITY
SYN-C-00547,Bengaluru Urban,2021,THEFT
SYN-C-00548,Bengaluru Urban,2022,CHEATING
SYN-C-00549,Bengaluru Urban,2019,THEFT
SYN-C-00550,Bengaluru Urban,2021,THEFT
SYN-C-00551,Bengaluru Urban,2023,CHEATING
SYN-C-00552,Bengaluru Urban,2019,THEFT
SYN-C-00553,Bengaluru Urban,2019,THEFT
SYN-C-00554,Bengaluru Urban,2019,THEFT
SYN-C-00555,Bengaluru Urban,2020,THEFT
SYN-C-00556,Tumakuru,2021,ROBBERY
SYN-C-00557,Belagavi,2021,BURGLARY - NIGHT
SYN-C-00558,Bengaluru Urban,2019,THEFT
SYN-C-00559,Bengaluru Urban,2019,THEFT
SYN-C-00560,Bengaluru Urban,2022,CHEATING
SYN-C-00561,Belagavi,2020,CHEATING
SYN-C-00562,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-00563,Bengaluru Urban,2019,THEFT
SYN-C-00564,Bengaluru Urban,2020,THEFT
SYN-C-00565,Kalaburagi,2019,THEFT
SYN-C-00566,Bengaluru Urban,2019,THEFT
SYN-C-00567,Bengaluru Urban,2023,CHEATING
SYN-C-00568,Bengaluru Urban,2021,THEFT
SYN-C-00569,Bengaluru Urban,2021,THEFT
SYN-C-00570,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-00571,Bengaluru Urban,2019,THEFT
SYN-C-00572,Mysuru,2023,CHEATING
SYN-C-00573,Mysuru,2021,THEFT
SYN-C-00574,Bengaluru Urban,2023,THEFT
SYN-C-00575,Belagavi,2022,THEFT
SYN-C-00576,Bengaluru Urban,2023,THEFT
SYN-C-00577,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-00578,Bengaluru Urban,2023,THEFT
SYN-C-00579,Bengaluru Urban,2019,THEFT
SYN-C-00580,Tumakuru,2020,THEFT
SYN-C-00581,Mysuru,2021,ROBBERY
SYN-C-00582,Bengaluru Urban,2019,CHEATING
SYN-C-00583,Bengaluru Urban,2020,THEFT
SYN-C-00584,Belagavi,2021,THEFT
SYN-C-00585,Kalaburagi,2023,BURGLARY - NIGHT
SYN-C-00586,Mysuru,2022,THEFT
SYN-C-00587,Tumakuru,2023,ROBBERY
SYN-C-00588,Bengaluru Urban,2023,CHEATING
SYN-C-00589,Bengaluru Urban,2023,THEFT
SYN-C-00590,Bengaluru Urban,2023,THEFT
SYN-C-00591,Bengaluru Urban,2022,THEFT
SYN-C-00592,Tumakuru,2020,THEFT
SYN-C-00593,Bengaluru Urban,2023,CHEATING
SYN-C-00594,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00595,Bengaluru Urban,2022,THEFT
SYN-C-00596,Belagavi,2020,THEFT
SYN-C-00597,Bengaluru Urban,2023,THEFT
SYN-C-00598,Bengaluru Urban,2023,THEFT
SYN-C-00599,Bengaluru Urban,2021,THEFT
SYN-C-00600,Mysuru,2019,ROBBERY
SYN-C-00601,Bengaluru Urban,2023,THEFT
SYN-C-00602,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00603,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-00604,Bengaluru Urban,2019,THEFT
SYN-C-00605,Bengaluru Urban,2019,THEFT
SYN-C-00606,Bengaluru Urban,2020,THEFT
SYN-C-00607,Bengaluru Urban,2021,THEFT
SYN-C-00608,Mysuru,2023,THEFT
SYN-C-00609,Bengaluru Urban,2020,THEFT
SYN-C-00610,Mysuru,2022,BURGLARY - NIGHT
SYN-C-00611,Bengaluru Urban,2023,THEFT
SYN-C-00612,Mysuru,2019,THEFT
SYN-C-00613,Bengaluru Urban,2021,THEFT
SYN-C-00614,Belagavi,2019,CHEATING
SYN-C-00615,Kalaburagi,2019,BURGLARY - NIGHT
SYN-C-00616,Bengaluru Urban,2020,CHEATING
SYN-C-00617,Bengaluru Urban,2019,THEFT
SYN-C-00618,Kalaburagi,2020,MURDER
SYN-C-00619,Bengaluru Urban,2023,THEFT
SYN-C-00620,Bengaluru Urban,2019,THEFT
SYN-C-00621,Bengaluru Urban,2020,THEFT
SYN-C-00622,Tumakuru,2019,CHEATING
SYN-C-00623,Bengaluru Urban,2020,THEFT
SYN-C-00624,Bengaluru Urban,2023,THEFT
SYN-C-00625,Bengaluru Urban,2019,ROBBERY
SYN-C-00626,Kalaburagi,2021,THEFT
SYN-C-00627,Bengaluru Urban,2019,DACOITY
SYN-C-00628,Bengaluru Urban,2022,THEFT
SYN-C-00629,Belagavi,2021,THEFT
SYN-C-00630,Bengaluru Urban,2022,THEFT
SYN-C-00631,Mysuru,2019,BURGLARY - NIGHT
SYN-C-00632,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-00633,Bengaluru Urban,2020,THEFT
SYN-C-00634,Bengaluru Urban,2023,THEFT
SYN-C-00635,Bengaluru Urban,2023,CHEATING
SYN-C-00636,Bengaluru Urban,2020,THEFT
SYN-C-00637,Bengaluru Urban,2023,CHEATING
SYN-C-00638,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-00639,Mysuru,2019,THEFT
SYN-C-00640,Bengaluru Urban,2020,THEFT
SYN-C-00641,Bengaluru Urban,2023,THEFT
SYN-C-00642,Bengaluru Urban,2023,CHEATING
SYN-C-00643,Bengaluru Urban,2023,THEFT
SYN-C-00644,Bengaluru Urban,2021,THEFT
SYN-C-00645,Bengaluru Urban,2023,THEFT
SYN-C-00646,Bengaluru Urban,2023,THEFT
SYN-C-00647,Bengaluru Urban,2021,THEFT
SYN-C-00648,Belagavi,2021,BURGLARY - NIGHT
SYN-C-00649,Tumakuru,2021,THEFT
SYN-C-00650,Bengaluru Urban,2023,THEFT
SYN-C-00651,Bengaluru Urban,2019,THEFT
SYN-C-00652,Bengaluru Urban,2023,THEFT
SYN-C-00653,Bengaluru Urban,2020,THEFT
SYN-C-00654,Bengaluru Urban,2022,CHEATING
SYN-C-00655,Mysuru,2019,THEFT
SYN-C-00656,Bengaluru Urban,2021,THEFT
SYN-C-00657,Bengaluru Urban,2020,THEFT
SYN-C-00658,Bengaluru Urban,2020,THEFT
SYN-C-00659,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-00660,Bengaluru Urban,2019,THEFT
SYN-C-00661,Bengaluru Urban,2020,THEFT
SYN-C-00662,Bengaluru Urban,2019,THEFT
SYN-C-00663,Belagavi,2023,MURDER
SYN-C-00664,Bengaluru Urban,2022,CHEATING
SYN-C-00665,Bengaluru Urban,2019,THEFT
SYN-C-00666,Bengaluru Urban,2023,THEFT
SYN-C-00667,Mysuru,2023,CHEATING
SYN-C-00668,Bengaluru Urban,2020,THEFT
SYN-C-00669,Bengaluru Urban,2022,THEFT
SYN-C-00670,Bengaluru Urban,2022,THEFT
SYN-C-00671,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-00672,Bengaluru Urban,2019,ROBBERY
SYN-C-00673,Mysuru,2021,MURDER
SYN-C-00674,Bengaluru Urban,2022,CHEATING
SYN-C-00675,Kalaburagi,2020,THEFT
SYN-C-00676,Belagavi,2023,THEFT
SYN-C-00677,Bengaluru Urban,2022,THEFT
SYN-C-00678,Mysuru,2020,BURGLARY - NIGHT
SYN-C-00679,Mysuru,2020,CHEATING
SYN-C-00680,Belagavi,2019,CHEATING
SYN-C-00681,Bengaluru Urban,2022,THEFT
SYN-C-00682,Bengaluru Urban,2021,DACOITY
SYN-C-00683,Bengaluru Urban,2023,THEFT
SYN-C-00684,Belagavi,2023,THEFT
SYN-C-00685,Bengaluru Urban,2020,ROBBERY
SYN-C-00686,Kalaburagi,2021,THEFT
SYN-C-00687,Bengaluru Urban,2022,CHEATING
SYN-C-00688,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-00689,Tumakuru,2022,BURGLARY - NIGHT
SYN-C-00690,Bengaluru Urban,2020,THEFT
SYN-C-00691,Belagavi,2022,BURGLARY - NIGHT
SYN-C-00692,Bengaluru Urban,2021,THEFT
SYN-C-00693,Bengaluru Urban,2019,THEFT
SYN-C-00694,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-00695,Bengaluru Urban,2022,THEFT
SYN-C-00696,Tumakuru,2020,THEFT
SYN-C-00697,Bengaluru Urban,2022,THEFT
SYN-C-00698,Bengaluru Urban,2023,CHEATING
SYN-C-00699,Bengaluru Urban,2020,THEFT
SYN-C-00700,Bengaluru Urban,2022,THEFT
SYN-C-00701,Bengaluru Urban,2023,THEFT
SYN-C-00702,Bengaluru Urban,2022,THEFT
SYN-C-00703,Kalaburagi,2020,THEFT
SYN-C-00704,Bengaluru Urban,2022,THEFT
SYN-C-00705,Bengaluru Urban,2019,THEFT
SYN-C-00706,Bengaluru Urban,2022,THEFT
SYN-C-00707,Bengaluru Urban,2022,CHEATING
SYN-C-00708,Bengaluru Urban,2019,THEFT
SYN-C-00709,Bengaluru Urban,2023,CHEATING
SYN-C-00710,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-00711,Bengaluru Urban,2019,THEFT
SYN-C-00712,Bengaluru Urban,2022,THEFT
SYN-C-00713,Bengaluru Urban,2023,THEFT
SYN-C-00714,Bengaluru Urban,2021,THEFT
SYN-C-00715,Bengaluru Urban,2020,THEFT
SYN-C-00716,Bengaluru Urban,2021,ROBBERY
SYN-C-00717,Bengaluru Urban,2022,THEFT
SYN-C-00718,Bengaluru Urban,2023,THEFT
SYN-C-00719,Bengaluru Urban,2022,THEFT
SYN-C-00720,Bengaluru Urban,2019,CHEATING
SYN-C-00721,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-00722,Mysuru,2023,CHEATING
SYN-C-00723,Bengaluru Urban,2019,CHEATING
SYN-C-00724,Bengaluru Urban,2020,CHEATING
SYN-C-00725,Bengaluru Urban,2019,THEFT
SYN-C-00726,Mysuru,2019,CHEATING
SYN-C-00727,Mysuru,2022,THEFT
SYN-C-00728,Belagavi,2022,CHEATING
SYN-C-00729,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00730,Bengaluru Urban,2019,THEFT
SYN-C-00731,Bengaluru Urban,2022,CHEATING
SYN-C-00732,Mysuru,2023,BURGLARY - NIGHT
SYN-C-00733,Belagavi,2023,THEFT
SYN-C-00734,Bengaluru Urban,2019,THEFT
SYN-C-00735,Bengaluru Urban,2022,CHEATING
SYN-C-00736,Bengaluru Urban,2022,THEFT
SYN-C-00737,Bengaluru Urban,2023,THEFT
SYN-C-00738,Bengaluru Urban,2021,THEFT
SYN-C-00739,Bengaluru Urban,2019,THEFT
SYN-C-00740,Bengaluru Urban,2021,CHEATING
SYN-C-00741,Tumakuru,2022,THEFT
SYN-C-00742,Bengaluru Urban,2023,THEFT
SYN-C-00743,Bengaluru Urban,2019,DACOITY
SYN-C-00744,Kalaburagi,2021,MURDER
SYN-C-00745,Bengaluru Urban,2020,THEFT
SYN-C-00746,Bengaluru Urban,2023,THEFT
SYN-C-00747,Belagavi,2019,THEFT
SYN-C-00748,Mysuru,2020,THEFT
SYN-C-00749,Bengaluru Urban,2019,THEFT
SYN-C-00750,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-00751,Bengaluru Urban,2023,THEFT
SYN-C-00752,Bengaluru Urban,2022,THEFT
SYN-C-00753,Bengaluru Urban,2019,THEFT
SYN-C-00754,Bengaluru Urban,2019,THEFT
SYN-C-00755,Bengaluru Urban,2020,THEFT
SYN-C-00756,Belagavi,2022,THEFT
SYN-C-00757,Bengaluru Urban,2019,THEFT
SYN-C-00758,Bengaluru Urban,2019,ROBBERY
SYN-C-00759,Bengaluru Urban,2022,CHEATING
SYN-C-00760,Bengaluru Urban,2021,CHEATING
SYN-C-00761,Bengaluru Urban,2022,THEFT
SYN-C-00762,Bengaluru Urban,2020,THEFT
SYN-C-00763,Belagavi,2021,THEFT
SYN-C-00764,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00765,Bengaluru Urban,2023,THEFT
SYN-C-00766,Bengaluru Urban,2020,DACOITY
SYN-C-00767,Bengaluru Urban,2021,THEFT
SYN-C-00768,Bengaluru Urban,2023,THEFT
SYN-C-00769,Bengaluru Urban,2021,THEFT
SYN-C-00770,Mysuru,2021,THEFT
SYN-C-00771,Mysuru,2022,THEFT
SYN-C-00772,Bengaluru Urban,2020,THEFT
SYN-C-00773,Bengaluru Urban,2023,THEFT
SYN-C-00774,Bengaluru Urban,2020,CHEATING
SYN-C-00775,Bengaluru Urban,2019,THEFT
SYN-C-00776,Bengaluru Urban,2021,THEFT
SYN-C-00777,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-00778,Mysuru,2023,THEFT
SYN-C-00779,Bengaluru Urban,2019,THEFT
SYN-C-00780,Bengaluru Urban,2023,THEFT
SYN-C-00781,Bengaluru Urban,2022,CHEATING
SYN-C-00782,Bengaluru Urban,2019,THEFT
SYN-C-00783,Tumakuru,2022,CHEATING
SYN-C-00784,Bengaluru Urban,2023,THEFT
SYN-C-00785,Bengaluru Urban,2019,ROBBERY
SYN-C-00786,Mysuru,2022,ROBBERY
SYN-C-00787,Bengaluru Urban,2019,CHEATING
SYN-C-00788,Bengaluru Urban,2019,CHEATING
SYN-C-00789,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00790,Tumakuru,2019,CHEATING
SYN-C-00791,Belagavi,2021,THEFT
SYN-C-00792,Mysuru,2022,THEFT
SYN-C-00793,Bengaluru Urban,2023,CHEATING
SYN-C-00794,Belagavi,2023,THEFT
SYN-C-00795,Bengaluru Urban,2022,THEFT
SYN-C-00796,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-00797,Bengaluru Urban,2022,THEFT
SYN-C-00798,Bengaluru Urban,2023,THEFT
SYN-C-00799,Bengaluru Urban,2023,THEFT
SYN-C-00800,Tumakuru,2023,THEFT
SYN-C-00801,Bengaluru Urban,2019,THEFT
SYN-C-00802,Kalaburagi,2021,THEFT
SYN-C-00803,Bengaluru Urban,2021,THEFT
SYN-C-00804,Bengaluru Urban,2023,THEFT
SYN-C-00805,Mysuru,2021,THEFT
SYN-C-00806,Tumakuru,2023,THEFT
SYN-C-00807,Bengaluru Urban,2020,THEFT
SYN-C-00808,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-00809,Tumakuru,2019,THEFT
SYN-C-00810,Tumakuru,2019,THEFT
SYN-C-00811,Bengaluru Urban,2021,ROBBERY
SYN-C-00812,Tumakuru,2019,MURDER
SYN-C-00813,Bengaluru Urban,2021,THEFT
SYN-C-00814,Bengaluru Urban,2021,ROBBERY
SYN-C-00815,Bengaluru Urban,2023,THEFT
SYN-C-00816,Bengaluru Urban,2022,CHEATING
SYN-C-00817,Bengaluru Urban,2021,THEFT
SYN-C-00818,Bengaluru Urban,2021,THEFT
SYN-C-00819,Bengaluru Urban,2021,THEFT
SYN-C-00820,Bengaluru Urban,2019,THEFT
SYN-C-00821,Belagavi,2023,CHEATING
SYN-C-00822,Bengaluru Urban,2023,THEFT
SYN-C-00823,Bengaluru Urban,2022,THEFT
SYN-C-00824,Bengaluru Urban,2023,THEFT
SYN-C-00825,Kalaburagi,2020,THEFT
SYN-C-00826,Bengaluru Urban,2020,BURGLARY - NIGHT
SYN-C-00827,Bengaluru Urban,2020,CHEATING
SYN-C-00828,Bengaluru Urban,2020,THEFT
SYN-C-00829,Bengaluru Urban,2020,THEFT
SYN-C-00830,Bengaluru Urban,2023,THEFT
SYN-C-00831,Bengaluru Urban,2021,ROBBERY
SYN-C-00832,Bengaluru Urban,2020,THEFT
SYN-C-00833,Bengaluru Urban,2023,CHEATING
SYN-C-00834,Bengaluru Urban,2019,THEFT
SYN-C-00835,Bengaluru Urban,2019,CHEATING
SYN-C-00836,Bengaluru Urban,2023,THEFT
SYN-C-00837,Bengaluru Urban,2023,THEFT
SYN-C-00838,Bengaluru Urban,2020,THEFT
SYN-C-00839,Bengaluru Urban,2023,CHEATING
SYN-C-00840,Belagavi,2021,THEFT
SYN-C-00841,Bengaluru Urban,2021,THEFT
SYN-C-00842,Bengaluru Urban,2022,THEFT
SYN-C-00843,Bengaluru Urban,2020,CHEATING
SYN-C-00844,Bengaluru Urban,2021,CHEATING
SYN-C-00845,Bengaluru Urban,2023,CHEATING
SYN-C-00846,Bengaluru Urban,2022,THEFT
SYN-C-00847,Bengaluru Urban,2019,THEFT
SYN-C-00848,Bengaluru Urban,2023,THEFT
SYN-C-00849,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-00850,Tumakuru,2022,BURGLARY - NIGHT
SYN-C-00851,Bengaluru Urban,2019,THEFT
SYN-C-00852,Bengaluru Urban,2020,CHEATING
SYN-C-00853,Bengaluru Urban,2019,THEFT
SYN-C-00854,Tumakuru,2023,THEFT
SYN-C-00855,Bengaluru Urban,2020,THEFT
SYN-C-00856,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-00857,Tumakuru,2023,THEFT
SYN-C-00858,Tumakuru,2020,CHEATING
SYN-C-00859,Belagavi,2022,BURGLARY - NIGHT
SYN-C-00860,Bengaluru Urban,2022,THEFT
SYN-C-00861,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-00862,Bengaluru Urban,2023,THEFT
SYN-C-00863,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00864,Bengaluru Urban,2020,THEFT
SYN-C-00865,Belagavi,2019,CHEATING
SYN-C-00866,Belagavi,2021,THEFT
SYN-C-00867,Bengaluru Urban,2022,THEFT
SYN-C-00868,Bengaluru Urban,2019,BURGLARY - NIGHT
SYN-C-00869,Bengaluru Urban,2019,THEFT
SYN-C-00870,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00871,Belagavi,2023,THEFT
SYN-C-00872,Belagavi,2021,MURDER
SYN-C-00873,Mysuru,2023,THEFT
SYN-C-00874,Bengaluru Urban,2021,THEFT
SYN-C-00875,Bengaluru Urban,2019,THEFT
SYN-C-00876,Bengaluru Urban,2023,THEFT
SYN-C-00877,Belagavi,2019,THEFT
SYN-C-00878,Bengaluru Urban,2020,CHEATING
SYN-C-00879,Tumakuru,2021,MURDER
SYN-C-00880,Mysuru,2021,THEFT
SYN-C-00881,Bengaluru Urban,2023,CHEATING
SYN-C-00882,Bengaluru Urban,2019,CHEATING
SYN-C-00883,Bengaluru Urban,2020,THEFT
SYN-C-00884,Belagavi,2021,CHEATING
SYN-C-00885,Bengaluru Urban,2019,THEFT
SYN-C-00886,Belagavi,2021,BURGLARY - NIGHT
SYN-C-00887,Bengaluru Urban,2019,ROBBERY
SYN-C-00888,Bengaluru Urban,2023,CHEATING
SYN-C-00889,Bengaluru Urban,2019,CHEATING
SYN-C-00890,Bengaluru Urban,2019,THEFT
SYN-C-00891,Mysuru,2022,CHEATING
SYN-C-00892,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00893,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00894,Bengaluru Urban,2019,CHEATING
SYN-C-00895,Kalaburagi,2019,THEFT
SYN-C-00896,Bengaluru Urban,2023,THEFT
SYN-C-00897,Bengaluru Urban,2022,THEFT
SYN-C-00898,Bengaluru Urban,2023,CHEATING
SYN-C-00899,Bengaluru Urban,2019,CHEATING
SYN-C-00900,Bengaluru Urban,2020,ROBBERY
SYN-C-00901,Bengaluru Urban,2022,THEFT
SYN-C-00902,Tumakuru,2020,THEFT
SYN-C-00903,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-00904,Bengaluru Urban,2023,CHEATING
SYN-C-00905,Bengaluru Urban,2022,THEFT
SYN-C-00906,Belagavi,2020,CHEATING
SYN-C-00907,Mysuru,2021,THEFT
SYN-C-00908,Belagavi,2023,THEFT
SYN-C-00909,Bengaluru Urban,2019,ROBBERY
SYN-C-00910,Bengaluru Urban,2023,THEFT
SYN-C-00911,Kalaburagi,2021,THEFT
SYN-C-00912,Bengaluru Urban,2023,THEFT
SYN-C-00913,Bengaluru Urban,2022,BURGLARY - NIGHT
SYN-C-00914,Bengaluru Urban,2019,THEFT
SYN-C-00915,Belagavi,2021,THEFT
SYN-C-00916,Mysuru,2019,MURDER
SYN-C-00917,Tumakuru,2022,THEFT
SYN-C-00918,Bengaluru Urban,2020,CHEATING
SYN-C-00919,Mysuru,2020,CHEATING
SYN-C-00920,Bengaluru Urban,2021,THEFT
SYN-C-00921,Bengaluru Urban,2020,THEFT
SYN-C-00922,Bengaluru Urban,2022,THEFT
SYN-C-00923,Belagavi,2019,THEFT
SYN-C-00924,Bengaluru Urban,2021,THEFT
SYN-C-00925,Bengaluru Urban,2019,THEFT
SYN-C-00926,Bengaluru Urban,2023,THEFT
SYN-C-00927,Bengaluru Urban,2022,ROBBERY
SYN-C-00928,Mysuru,2020,MURDER
SYN-C-00929,Mysuru,2021,THEFT
SYN-C-00930,Bengaluru Urban,2020,THEFT
SYN-C-00931,Bengaluru Urban,2020,THEFT
SYN-C-00932,Tumakuru,2019,CHEATING
SYN-C-00933,Bengaluru Urban,2022,ROBBERY
SYN-C-00934,Bengaluru Urban,2019,CHEATING
SYN-C-00935,Belagavi,2022,MURDER
SYN-C-00936,Tumakuru,2023,ROBBERY
SYN-C-00937,Bengaluru Urban,2022,THEFT
SYN-C-00938,Belagavi,2022,THEFT
SYN-C-00939,Bengaluru Urban,2022,THEFT
SYN-C-00940,Bengaluru Urban,2022,ROBBERY
SYN-C-00941,Bengaluru Urban,2021,THEFT
SYN-C-00942,Tumakuru,2020,ROBBERY
SYN-C-00943,Tumakuru,2020,BURGLARY - NIGHT
SYN-C-00944,Bengaluru Urban,2019,ROBBERY
SYN-C-00945,Bengaluru Urban,2019,THEFT
SYN-C-00946,Bengaluru Urban,2021,THEFT
SYN-C-00947,Kalaburagi,2023,MURDER
SYN-C-00948,Bengaluru Urban,2023,CHEATING
SYN-C-00949,Bengaluru Urban,2023,THEFT
SYN-C-00950,Bengaluru Urban,2022,THEFT
SYN-C-00951,Bengaluru Urban,2019,THEFT
SYN-C-00952,Kalaburagi,2022,BURGLARY - NIGHT
SYN-C-00953,Belagavi,2020,BURGLARY - NIGHT
SYN-C-00954,Bengaluru Urban,2023,THEFT
SYN-C-00955,Bengaluru Urban,2019,THEFT
SYN-C-00956,Bengaluru Urban,2022,CHEATING
SYN-C-00957,Tumakuru,2022,ROBBERY
SYN-C-00958,Bengaluru Urban,2022,THEFT
SYN-C-00959,Belagavi,2023,BURGLARY - NIGHT
SYN-C-00960,Bengaluru Urban,2021,THEFT
SYN-C-00961,Bengaluru Urban,2023,ROBBERY
SYN-C-00962,Belagavi,2023,BURGLARY - NIGHT
SYN-C-00963,Bengaluru Urban,2020,CHEATING
SYN-C-00964,Belagavi,2020,THEFT
SYN-C-00965,Bengaluru Urban,2022,THEFT
SYN-C-00966,Bengaluru Urban,2021,THEFT
SYN-C-00967,Bengaluru Urban,2022,ROBBERY
SYN-C-00968,Bengaluru Urban,2020,THEFT
SYN-C-00969,Bengaluru Urban,2023,ROBBERY
SYN-C-00970,Bengaluru Urban,2019,THEFT
SYN-C-00971,Mysuru,2022,ROBBERY
SYN-C-00972,Tumakuru,2021,CHEATING
SYN-C-00973,Bengaluru Urban,2022,DACOITY
SYN-C-00974,Bengaluru Urban,2022,CHEATING
SYN-C-00975,Mysuru,2019,THEFT
SYN-C-00976,Bengaluru Urban,2020,THEFT
SYN-C-00977,Kalaburagi,2020,THEFT
SYN-C-00978,Bengaluru Urban,2020,THEFT
SYN-C-00979,Bengaluru Urban,2023,THEFT
SYN-C-00980,Bengaluru Urban,2021,BURGLARY - NIGHT
SYN-C-00981,Bengaluru Urban,2023,BURGLARY - NIGHT
SYN-C-00982,Mysuru,2023,ROBBERY
SYN-C-00983,Belagavi,2022,THEFT
SYN-C-00984,Kalaburagi,2021,CHEATING
SYN-C-00985,Bengaluru Urban,2022,THEFT
SYN-C-00986,Bengaluru Urban,2021,THEFT
SYN-C-00987,Bengaluru Urban,2021,CHEATING
SYN-C-00988,Belagavi,2023,THEFT
SYN-C-00989,Bengaluru Urban,2020,MURDER
SYN-C-00990,Bengaluru Urban,2023,CHEATING
SYN-C-00991,Bengaluru Urban,2019,CHEATING
SYN-C-00992,Bengaluru Urban,2023,THEFT
SYN-C-00993,Tumakuru,2021,ROBBERY
SYN-C-00994,Tumakuru,2022,THEFT
SYN-C-00995,Mysuru,2021,THEFT
SYN-C-00996,Kalaburagi,2021,BURGLARY - NIGHT
SYN-C-00997,Bengaluru Urban,2019,THEFT
SYN-C-00998,Tumakuru,2022,BURGLARY - NIGHT
SYN-C-00999,Bengaluru Urban,2019,THEFT
SYN-C-01000,Mysuru,2020,MURDER
SYN-C-01001,Mysuru,2021,BURGLARY - NIGHT
SYN-C-01002,Bengaluru Urban,2023,CHEATING
SYN-C-01003,Bengaluru Urban,2022,THEFT
SYN-C-01004,Bengaluru Urban,2019,THEFT
SYN-C-01005,Bengaluru Urban,2022,THEFT
SYN-C-01006,Bengaluru Urban,2020,THEFT
SYN-C-01007,Bengaluru Urban,2019,ROBBERY
SYN-C-01008,Bengaluru Urban,2019,ROBBERY
SYN-C-01009,Kalaburagi,2020,THEFT
SYN-C-01010,Mysuru,2023,CHEATING
SYN-C-01011,Bengaluru Urban,2019,THEFT
SYN-C-01012,Belagavi,2020,BURGLARY - NIGHT
SYN-C-01013,Bengaluru Urban,2020,ROBBERY
SYN-C-01014,Bengaluru Urban,2019,THEFT
SYN-C-01015,Bengaluru Urban,2019,THEFT
SYN-C-01016,Bengaluru Urban,2022,THEFT
SYN-C-01017,Bengaluru Urban,2021,THEFT
SYN-C-01018,Bengaluru Urban,2021,THEFT
SYN-C-01019,Bengaluru Urban,2019,THEFT
SYN-C-01020,Bengaluru Urban,2023,THEFT
SYN-C-01021,Bengaluru Urban,2020,THEFT
SYN-C-01022,Bengaluru Urban,2021,THEFT
SYN-C-01023,Bengaluru Urban,2022,CHEATING
SYN-C-01024,Mysuru,2022,MURDER
SYN-C-01025,Bengaluru Urban,2020,CHEATING
SYN-C-01026,Bengaluru Urban,2023,THEFT
