lat,lng,geo_precision,year,count
12.99,77.99,point,2021,1
12.99,77.99,point,2023,5
12.99,77.99,point,2024,8
12.99,78.0,point,2022,1
12.99,78.0,point,2023,1
12.99,78.04,point,2019,1
12.99,78.05,point,2019,1
12.99,78.07,point,2024,1
12.99,78.08,point,2019,1
12.99,78.09,point,2019,1
12.99,78.1,point,2024,1
12.99,78.11,point,2021,1
12.99,78.12,point,2019,1
12.99,78.13,point,2022,1
12.99,78.13,point,2023,2
12.99,78.14,point,2019,1
12.99,78.14,point,2020,1
12.99,78.14,point,2022,1
12.99,78.15,point,2019,1
12.99,78.15,point,2020,1
12.99,78.16,point,2019,1
12.99,78.16,point,2021,1
12.99,78.16,point,2023,4
12.99,78.16,point,2024,2
12.99,78.17,point,2019,18
12.99,78.17,point,2020,4
12.99,78.17,point,2021,7
12.99,78.17,point,2022,5
12.99,78.17,point,2023,11
12.99,78.17,point,2024,3
12.99,78.18,point,2019,45
12.99,78.18,point,2020,13
12.99,78.18,point,2021,43
12.99,78.18,point,2022,23
12.99,78.18,point,2023,50
12.99,78.18,point,2024,19
12.99,78.18,station,2016,310
12.99,78.18,station,2017,309
12.99,78.18,station,2018,362
12.99,78.18,station,2019,44
12.99,78.18,station,2020,162
12.99,78.18,station,2021,204
12.99,78.18,station,2022,252
12.99,78.18,station,2023,163
12.99,78.19,point,2019,7
12.99,78.19,point,2020,2
12.99,78.19,point,2021,4
12.99,78.19,point,2022,4
12.99,78.19,point,2023,7
12.99,78.19,point,2024,1
12.99,78.2,point,2019,2
12.99,78.2,point,2020,2
12.99,78.2,point,2021,3
12.99,78.2,point,2022,2
12.99,78.2,point,2023,2
12.99,78.21,point,2019,9
12.99,78.21,point,2020,3
12.99,78.21,point,2021,2
12.99,78.21,point,2022,5
12.99,78.21,point,2023,14
12.99,78.21,point,2024,4
12.99,78.22,point,2019,3
12.99,78.22,point,2020,1
12.99,78.22,point,2021,3
12.99,78.22,point,2022,3
12.99,78.22,point,2023,7
12.99,78.22,point,2024,2
12.99,78.23,point,2019,11
12.99,78.23,point,2020,4
12.99,78.23,point,2021,5
12.99,78.23,point,2022,2
12.99,78.23,point,2023,7
12.99,78.23,point,2024,4
12.99,78.24,point,2019,7
12.99,78.24,point,2021,4
12.99,78.24,point,2022,4
12.99,78.24,point,2023,11
12.99,78.24,point,2024,3
12.99,78.25,point,2019,2
12.99,78.25,point,2021,1
12.99,78.25,point,2022,1
12.99,78.25,point,2023,3
12.99,78.26,point,2020,1
12.99,78.26,point,2022,3
12.99,78.26,point,2023,3
12.99,78.26,point,2024,1
12.99,78.27,point,2019,2
12.99,78.27,point,2023,4
12.99,78.28,point,2019,3
12.99,78.28,point,2021,2
12.99,78.28,point,2022,2
12.99,78.28,point,2023,3
12.99,78.28,point,2024,2
12.99,78.29,point,2022,1
12.99,78.29,point,2023,1
12.99,78.3,point,2022,1
12.99,78.3,point,2024,2
12.99,78.31,point,2024,1
12.99,78.32,point,2019,1
12.99,78.33,point,2020,3
12.99,78.33,point,2024,1
12.99,78.34,point,2019,2
12.99,78.34,point,2020,1
12.99,78.37,point,2019,1
12.99,78.37,point,2020,1
12.99,78.37,point,2021,2
12.99,78.38,point,2019,1
12.99,78.38,point,2020,1
12.99,78.39,point,2019,1
12.99,78.39,point,2021,1
12.99,78.39,point,2022,1
12.99,78.39,point,2023,2
12.99,78.4,point,2019,1
12.99,78.4,point,2020,1
12.99,78.4,point,2021,3
12.99,78.4,point,2023,1
12.99,78.41,point,2019,1
12.99,78.41,point,2020,1
12.99,78.41,point,2022,2
12.99,78.43,point,2019,3
12.99,78.43,point,2021,1
12.99,78.44,point,2019,1
12.99,78.44,point,2020,4
12.99,78.44,point,2021,1
12.99,78.44,point,2024,1
12.99,78.46,point,2019,2
12.99,78.46,point,2021,3
12.99,78.47,point,2019,10
12.99,78.47,point,2020,3
12.99,78.47,point,2021,6
12.99,78.47,point,2022,2
12.99,78.47,point,2023,2
12.99,78.5,point,2023,1
12.99,78.6,point,2018,1
13.0,74.0,point,2023,1
13.0,74.0,point,2024,16
13.0,74.03,point,2023,2
13.0,74.03,point,2024,11
13.0,74.24,point,2024,1
13.0,74.26,point,2023,1
13.0,74.79,point,2019,6
13.0,74.79,point,2020,3
13.0,74.79,point,2021,5
13.0,74.79,point,2023,5
13.0,74.8,point,2019,10
13.0,74.8,point,2020,4
13.0,74.8,point,2021,11
13.0,74.8,point,2022,7
13.0,74.8,point,2023,11
13.0,74.8,point,2024,2
13.0,74.81,point,2017,1
13.0,74.81,point,2019,17
13.0,74.81,point,2020,5
13.0,74.81,point,2021,13
13.0,74.81,point,2022,2
13.0,74.81,point,2023,2
13.0,74.81,point,2024,1
13.0,74.82,point,2019,17
13.0,74.82,point,2020,3
13.0,74.82,point,2021,18
13.0,74.82,point,2022,7
13.0,74.82,point,2024,1
13.0,74.83,point,2019,6
13.0,74.83,point,2020,7
13.0,74.83,point,2021,13
13.0,74.83,point,2022,3
13.0,74.83,point,2023,3
13.0,74.83,point,2024,3
13.0,74.84,point,2020,1
13.0,74.84,point,2021,2
13.0,74.85,point,2019,1
13.0,74.85,point,2020,1
13.0,74.85,point,2021,3
13.0,74.86,point,2022,1
13.0,74.87,point,2019,1
13.0,74.88,point,2019,4
13.0,74.88,point,2020,1
13.0,74.88,point,2021,7
13.0,74.88,point,2022,3
13.0,74.89,point,2017,1
13.0,74.89,point,2020,2
13.0,74.89,point,2021,1
13.0,74.89,point,2022,1
13.0,74.9,point,2019,3
13.0,74.91,point,2023,1
13.0,74.94,point,2019,1
13.0,74.96,point,2019,1
13.0,74.96,point,2022,1
13.0,74.97,point,2019,1
13.0,74.97,point,2021,1
13.0,74.97,point,2022,1
13.0,74.98,point,2019,1
13.0,74.99,point,2023,1
13.0,75.0,point,2020,1
13.0,75.0,point,2023,28
13.0,75.0,point,2024,35
13.0,75.01,point,2019,3
13.0,75.01,point,2020,3
13.0,75.01,point,2023,2
13.0,75.02,point,2021,1
13.0,75.05,point,2019,3
13.0,75.06,point,2024,1
13.0,75.07,point,2019,2
13.0,75.07,point,2020,1
13.0,75.07,point,2023,1
13.0,75.08,point,2020,1
13.0,75.08,point,2021,1
13.0,75.1,point,2023,1
13.0,75.11,point,2023,1
13.0,75.11,point,2024,1
13.0,75.12,point,2021,1
13.0,75.12,point,2022,5
13.0,75.12,point,2023,2
13.0,75.13,point,2019,1
13.0,75.13,point,2021,1
13.0,75.13,point,2022,1
13.0,75.14,point,2019,1
13.0,75.14,point,2023,1
13.0,75.15,point,2019,1
13.0,75.16,point,2019,5
13.0,75.16,point,2022,1
13.0,75.16,point,2023,1
13.0,75.17,point,2019,3
13.0,75.17,point,2021,2
13.0,75.17,point,2022,3
13.0,75.19,point,2020,1
13.0,75.19,point,2021,1
13.0,75.2,point,2021,1
13.0,75.23,point,2019,1
13.0,75.23,point,2022,2
13.0,75.23,point,2024,1
13.0,75.24,point,2022,1
13.0,75.24,point,2023,1
13.0,75.26,point,2021,2
13.0,75.27,point,2019,1
13.0,75.27,point,2020,2
13.0,75.27,point,2021,2
13.0,75.27,point,2023,2
13.0,75.28,point,2019,1
13.0,75.29,point,2019,1
13.0,75.29,point,2020,1
13.0,75.29,point,2021,5
13.0,75.29,point,2023,1
13.0,75.3,point,2019,1
13.0,75.3,point,2021,1
13.0,75.31,point,2019,2
13.0,75.31,point,2021,1
13.0,75.31,point,2023,2
13.0,75.32,point,2019,5
13.0,75.32,point,2020,1
13.0,75.32,point,2021,1
13.0,75.32,point,2022,1
13.0,75.32,point,2023,1
13.0,75.32,point,2024,1
13.0,75.33,point,2019,7
13.0,75.33,point,2020,6
13.0,75.33,point,2021,6
13.0,75.33,point,2022,3
13.0,75.33,point,2023,4
13.0,75.33,point,2024,2
13.0,75.34,point,2019,3
13.0,75.34,point,2021,1
13.0,75.34,point,2023,4
13.0,75.35,point,2019,1
13.0,75.36,point,2023,1
13.0,75.37,point,2019,1
13.0,75.37,point,2023,12
13.0,75.37,point,2024,3
13.0,75.44,point,2020,2
13.0,75.45,point,2023,1
13.0,75.49,point,2021,1
13.0,75.7,point,2020,2
13.0,75.75,point,2022,1
13.0,75.75,point,2023,1
13.0,75.76,point,2021,1
13.0,75.77,point,2022,1
13.0,75.77,point,2024,1
13.0,75.79,point,2023,1
13.0,75.8,point,2023,1
13.0,75.85,point,2019,1
13.0,75.85,point,2020,1
13.0,75.87,point,2019,3
13.0,75.9,point,2023,1
13.0,75.94,point,2024,1
13.0,75.96,point,2024,1
13.0,75.97,point,2020,1
13.0,75.97,point,2023,1
13.0,75.97,point,2024,1
13.0,76.0,point,2023,6
13.0,76.0,point,2024,7
13.0,76.01,point,2023,2
13.0,76.01,point,2024,1
13.0,76.02,point,2023,2
13.0,76.03,point,2020,1
13.0,76.04,point,2023,1
13.0,76.07,point,2019,1
13.0,76.07,point,2020,2
13.0,76.07,point,2021,2
13.0,76.07,point,2023,9
13.0,76.07,point,2024,2
13.0,76.08,point,2018,1
13.0,76.08,point,2019,1
13.0,76.08,point,2020,2
13.0,76.08,point,2021,1
13.0,76.08,point,2022,1
13.0,76.08,point,2023,12
13.0,76.08,point,2024,6
13.0,76.09,point,2019,4
13.0,76.09,point,2020,5
13.0,76.09,point,2022,1
13.0,76.09,point,2023,34
13.0,76.09,point,2024,2
13.0,76.1,point,2019,16
13.0,76.1,point,2020,17
13.0,76.1,point,2021,12
13.0,76.1,point,2022,15
13.0,76.1,point,2023,51
13.0,76.1,point,2024,19
13.0,76.1,station,2016,307
13.0,76.1,station,2017,338
13.0,76.1,station,2018,438
13.0,76.1,station,2019,156
13.0,76.1,station,2020,151
13.0,76.1,station,2021,166
13.0,76.1,station,2022,170
13.0,76.1,station,2023,122
13.0,76.11,point,2019,19
13.0,76.11,point,2020,7
13.0,76.11,point,2021,7
13.0,76.11,point,2022,5
13.0,76.11,point,2023,36
13.0,76.11,point,2024,27
13.0,76.11,station,2016,91
13.0,76.11,station,2017,111
13.0,76.11,station,2018,96
13.0,76.11,station,2019,101
13.0,76.11,station,2020,112
13.0,76.11,station,2021,99
13.0,76.11,station,2022,74
13.0,76.11,station,2023,91
13.0,76.12,place,2016,33
13.0,76.12,place,2017,21
13.0,76.12,place,2019,3
13.0,76.12,place,2020,3
13.0,76.12,place,2021,4
13.0,76.12,place,2022,4
13.0,76.12,place,2023,2
13.0,76.12,point,2019,7
13.0,76.12,point,2020,1
13.0,76.12,point,2021,2
13.0,76.12,point,2022,3
13.0,76.12,point,2023,8
13.0,76.12,point,2024,5
13.0,76.13,point,2019,5
13.0,76.13,point,2020,1
13.0,76.13,point,2021,9
13.0,76.13,point,2022,5
13.0,76.13,point,2023,6
13.0,76.13,point,2024,4
13.0,76.14,point,2019,6
13.0,76.14,point,2021,3
13.0,76.14,point,2022,7
13.0,76.14,point,2023,3
13.0,76.14,point,2024,1
13.0,76.15,point,2019,5
13.0,76.15,point,2020,2
13.0,76.15,point,2021,2
13.0,76.15,point,2022,1
13.0,76.15,point,2023,1
13.0,76.16,point,2019,8
13.0,76.16,point,2021,1
13.0,76.16,point,2023,1
13.0,76.17,point,2022,1
13.0,76.19,point,2020,1
13.0,76.19,point,2021,2
13.0,76.19,point,2022,1
13.0,76.19,point,2023,1
13.0,76.2,point,2021,1
13.0,76.2,point,2023,1
13.0,76.21,point,2023,1
13.0,76.22,point,2019,1
13.0,76.22,point,2020,5
13.0,76.22,point,2021,2
13.0,76.22,point,2022,1
13.0,76.22,point,2023,1
13.0,76.23,point,2019,1
13.0,76.23,point,2020,4
13.0,76.23,point,2021,2
13.0,76.23,point,2022,1
13.0,76.25,place,2016,1
13.0,76.25,point,2019,2
13.0,76.25,point,2024,1
13.0,76.27,point,2020,3
13.0,76.27,point,2023,1
13.0,76.32,point,2024,2
13.0,76.35,point,2019,1
13.0,76.35,point,2021,2
13.0,76.35,point,2023,1
13.0,76.38,point,2023,1
13.0,76.39,point,2021,1
13.0,76.4,point,2019,1
13.0,76.4,point,2020,1
13.0,76.41,point,2019,1
13.0,76.43,point,2022,3
13.0,76.43,point,2023,3
13.0,76.44,point,2023,3
13.0,76.47,point,2019,2
13.0,76.47,point,2021,2
13.0,76.47,point,2022,2
13.0,76.47,point,2024,1
13.0,76.48,point,2021,3
13.0,76.48,point,2022,1
13.0,76.49,point,2022,1
13.0,76.49,point,2023,1
13.0,76.51,point,2023,1
13.0,76.54,point,2023,3
13.0,76.54,point,2024,1
13.0,76.58,point,2024,3
13.0,76.61,point,2024,1
13.0,76.64,point,2023,1
13.0,76.82,point,2021,1
13.0,76.82,point,2023,3
13.0,76.82,point,2024,1
13.0,76.86,point,2021,1
13.0,76.86,point,2023,4
13.0,76.86,point,2024,1
13.0,76.88,point,2022,2
13.0,76.89,point,2024,1
13.0,76.9,point,2019,2
13.0,76.9,point,2020,3
13.0,76.9,point,2021,5
13.0,76.9,point,2022,4
13.0,76.91,point,2020,6
13.0,76.91,point,2021,4
13.0,76.91,point,2022,3
13.0,76.91,point,2023,2
13.0,76.92,point,2019,2
13.0,76.92,point,2020,3
13.0,76.92,point,2022,7
13.0,76.93,point,2019,5
13.0,76.93,point,2020,4
13.0,76.93,point,2021,7
13.0,76.93,point,2022,3
13.0,76.94,point,2019,9
13.0,76.94,point,2020,4
13.0,76.94,point,2021,6
13.0,76.94,point,2022,1
13.0,76.94,point,2023,1
13.0,76.95,point,2019,6
13.0,76.95,point,2020,7
13.0,76.95,point,2021,6
13.0,76.95,point,2022,8
13.0,76.96,place,2016,94
13.0,76.96,place,2017,79
13.0,76.96,place,2018,88
13.0,76.96,place,2021,7
13.0,76.96,place,2022,16
13.0,76.96,place,2023,26
13.0,76.96,point,2019,8
13.0,76.96,point,2021,4
13.0,76.96,point,2022,9
13.0,76.96,point,2023,4
13.0,76.97,point,2020,1
13.0,76.97,point,2021,1
13.0,76.97,point,2022,1
13.0,76.98,point,2019,3
13.0,76.98,point,2020,2
13.0,76.98,point,2021,2
13.0,76.98,point,2023,4
13.0,76.99,point,2023,1
13.0,77.0,point,2016,2
13.0,77.0,point,2017,1
13.0,77.0,point,2019,2
13.0,77.0,point,2020,1
13.0,77.0,point,2021,3
13.0,77.0,point,2022,7
13.0,77.0,point,2023,213
13.0,77.0,point,2024,54
13.0,77.01,point,2019,3
13.0,77.01,point,2020,10
13.0,77.01,point,2021,11
13.0,77.01,point,2022,11
13.0,77.01,point,2023,4
13.0,77.01,point,2024,5
13.0,77.02,point,2019,16
13.0,77.02,point,2020,11
13.0,77.02,point,2021,13
13.0,77.02,point,2022,21
13.0,77.02,point,2023,7
13.0,77.02,point,2024,2
13.0,77.03,point,2019,1
13.0,77.03,point,2020,1
13.0,77.03,point,2022,1
13.0,77.03,point,2023,31
13.0,77.03,point,2024,5
13.0,77.04,point,2020,1
13.0,77.04,point,2022,1
13.0,77.04,point,2024,1
13.0,77.05,point,2021,1
13.0,77.05,point,2022,3
13.0,77.05,point,2023,4
13.0,77.05,point,2024,3
13.0,77.06,point,2021,1
13.0,77.06,point,2022,4
13.0,77.06,point,2023,3
13.0,77.06,point,2024,2
13.0,77.07,point,2021,1
13.0,77.07,point,2023,8
13.0,77.07,point,2024,21
13.0,77.08,point,2022,1
13.0,77.08,point,2023,2
13.0,77.09,point,2019,1
13.0,77.09,point,2020,1
13.0,77.09,point,2022,1
13.0,77.09,point,2024,1
13.0,77.1,point,2023,1
13.0,77.1,point,2024,3
13.0,77.11,point,2023,1
13.0,77.12,point,2019,1
13.0,77.12,point,2020,13
13.0,77.12,point,2023,6
13.0,77.12,point,2024,3
13.0,77.13,point,2019,1
13.0,77.13,point,2020,2
13.0,77.13,point,2022,1
13.0,77.13,point,2023,11
13.0,77.13,point,2024,4
13.0,77.14,point,2020,2
13.0,77.15,point,2018,1
13.0,77.15,point,2021,1
13.0,77.15,point,2023,2
13.0,77.15,point,2024,2
13.0,77.16,point,2020,1
13.0,77.16,point,2023,3
13.0,77.16,point,2024,1
13.0,77.17,point,2024,1
13.0,77.2,point,2023,2
13.0,77.21,point,2019,1
13.0,77.21,point,2020,1
13.0,77.21,point,2023,1
13.0,77.23,point,2016,2
13.0,77.24,point,2016,2
13.0,77.24,point,2020,1
13.0,77.24,point,2023,5
13.0,77.24,point,2024,2
13.0,77.25,point,2016,3
13.0,77.25,point,2022,1
13.0,77.25,point,2023,3
13.0,77.25,point,2024,1
13.0,77.26,point,2016,2
13.0,77.26,point,2017,1
13.0,77.26,point,2023,1
13.0,77.27,point,2023,10
13.0,77.27,point,2024,7
13.0,77.28,point,2018,1
13.0,77.29,point,2017,2
13.0,77.29,point,2023,1
13.0,77.29,point,2024,1
13.0,77.3,point,2016,2
13.0,77.3,point,2017,176
13.0,77.3,point,2018,8
13.0,77.3,point,2023,1
13.0,77.31,point,2016,3
13.0,77.31,point,2017,80
13.0,77.31,point,2018,1
13.0,77.31,point,2023,1
13.0,77.32,point,2017,1
13.0,77.32,point,2022,2
13.0,77.32,point,2023,13
13.0,77.32,point,2024,1
13.0,77.33,point,2017,3
13.0,77.33,point,2018,2
13.0,77.33,point,2019,1
13.0,77.33,point,2021,2
13.0,77.33,point,2022,2
13.0,77.33,point,2023,6
13.0,77.34,point,2016,98
13.0,77.34,point,2017,17
13.0,77.34,point,2018,4
13.0,77.34,point,2022,1
13.0,77.34,point,2023,2
13.0,77.34,point,2024,8
13.0,77.35,point,2016,59
13.0,77.35,point,2017,23
13.0,77.35,point,2018,19
13.0,77.35,point,2019,1
13.0,77.35,point,2020,2
13.0,77.35,point,2022,12
13.0,77.35,point,2023,4
13.0,77.35,point,2024,1
13.0,77.36,point,2016,4
13.0,77.36,point,2019,1
13.0,77.36,point,2020,1
13.0,77.36,point,2022,13
13.0,77.36,point,2023,6
13.0,77.36,point,2024,5
13.0,77.37,point,2016,1
13.0,77.37,point,2022,2
13.0,77.37,point,2023,3
13.0,77.37,point,2024,4
13.0,77.38,point,2016,5
13.0,77.38,point,2023,1
13.0,77.39,point,2019,2
13.0,77.39,point,2021,3
13.0,77.39,point,2022,2
13.0,77.39,point,2023,3
13.0,77.39,point,2024,2
13.0,77.4,point,2016,1
13.0,77.4,point,2021,1
13.0,77.4,point,2023,1
13.0,77.41,point,2020,1
13.0,77.41,point,2022,2
13.0,77.41,point,2024,2
13.0,77.42,point,2017,1
13.0,77.42,point,2024,1
13.0,77.43,point,2019,2
13.0,77.43,point,2020,8
13.0,77.43,point,2021,4
13.0,77.43,point,2022,2
13.0,77.43,point,2023,10
13.0,77.43,point,2024,2
13.0,77.44,point,2017,1
13.0,77.44,point,2019,17
13.0,77.44,point,2020,6
13.0,77.44,point,2021,5
13.0,77.44,point,2022,9
13.0,77.44,point,2023,8
13.0,77.44,point,2024,2
13.0,77.45,point,2019,17
13.0,77.45,point,2020,16
13.0,77.45,point,2021,17
13.0,77.45,point,2022,16
13.0,77.45,point,2023,11
13.0,77.46,point,2019,5
13.0,77.46,point,2020,6
13.0,77.46,point,2021,2
13.0,77.46,point,2023,2
13.0,77.47,point,2019,15
13.0,77.47,point,2020,10
13.0,77.47,point,2021,7
13.0,77.47,point,2022,12
13.0,77.47,point,2023,15
13.0,77.47,point,2024,2
13.0,77.48,point,2022,5
13.0,77.48,point,2023,6
13.0,77.48,point,2024,1
13.0,77.49,point,2019,2
13.0,77.49,point,2022,7
13.0,77.49,point,2023,7
13.0,77.49,point,2024,8
13.0,77.5,point,2016,28
13.0,77.5,point,2017,8
13.0,77.5,point,2018,2
13.0,77.5,point,2019,7
13.0,77.5,point,2020,4
13.0,77.5,point,2022,103
13.0,77.5,point,2023,298
13.0,77.5,point,2024,44
13.0,77.51,point,2016,20
13.0,77.51,point,2017,1
13.0,77.51,point,2018,3
13.0,77.51,point,2019,6
13.0,77.51,point,2020,1
13.0,77.51,point,2021,2
13.0,77.51,point,2022,42
13.0,77.51,point,2023,40
13.0,77.51,point,2024,11
13.0,77.52,point,2016,35
13.0,77.52,point,2017,31
13.0,77.52,point,2018,31
13.0,77.52,point,2019,31
13.0,77.52,point,2020,14
13.0,77.52,point,2021,14
13.0,77.52,point,2022,62
13.0,77.52,point,2023,81
13.0,77.52,point,2024,27
13.0,77.53,point,2016,83
13.0,77.53,point,2017,103
13.0,77.53,point,2018,81
13.0,77.53,point,2019,76
13.0,77.53,point,2020,40
13.0,77.53,point,2021,12
13.0,77.53,point,2022,75
13.0,77.53,point,2023,119
13.0,77.53,point,2024,25
13.0,77.54,point,2016,107
13.0,77.54,point,2017,88
13.0,77.54,point,2018,53
13.0,77.54,point,2019,52
13.0,77.54,point,2020,20
13.0,77.54,point,2021,9
13.0,77.54,point,2022,49
13.0,77.54,point,2023,84
13.0,77.54,point,2024,18
13.0,77.55,place,2016,1
13.0,77.55,point,2016,160
13.0,77.55,point,2017,137
13.0,77.55,point,2018,76
13.0,77.55,point,2019,65
13.0,77.55,point,2020,27
13.0,77.55,point,2021,16
13.0,77.55,point,2022,82
13.0,77.55,point,2023,164
13.0,77.55,point,2024,51
13.0,77.55,station,2016,174
13.0,77.55,station,2017,249
13.0,77.55,station,2018,358
13.0,77.55,station,2019,318
13.0,77.55,station,2020,249
13.0,77.55,station,2021,233
13.0,77.55,station,2022,111
13.0,77.55,station,2023,86
13.0,77.55,station,2024,6
13.0,77.56,place,2017,1
13.0,77.56,place,2021,1
13.0,77.56,point,2016,115
13.0,77.56,point,2017,104
13.0,77.56,point,2018,51
13.0,77.56,point,2019,22
13.0,77.56,point,2020,13
13.0,77.56,point,2021,23
13.0,77.56,point,2022,48
13.0,77.56,point,2023,61
13.0,77.56,point,2024,27
13.0,77.57,place,2016,7
13.0,77.57,place,2017,5
13.0,77.57,place,2019,2
13.0,77.57,place,2022,3
13.0,77.57,point,2016,48
13.0,77.57,point,2017,83
13.0,77.57,point,2018,97
13.0,77.57,point,2019,53
13.0,77.57,point,2020,20
13.0,77.57,point,2021,31
13.0,77.57,point,2022,50
13.0,77.57,point,2023,108
13.0,77.57,point,2024,70
13.0,77.57,station,2016,71
13.0,77.57,station,2017,56
13.0,77.57,station,2018,90
13.0,77.57,station,2019,92
13.0,77.57,station,2020,142
13.0,77.57,station,2021,163
13.0,77.57,station,2022,137
13.0,77.57,station,2023,164
13.0,77.58,place,2021,1
13.0,77.58,point,2016,53
13.0,77.58,point,2017,168
13.0,77.58,point,2018,141
13.0,77.58,point,2019,97
13.0,77.58,point,2020,108
13.0,77.58,point,2021,111
13.0,77.58,point,2022,137
13.0,77.58,point,2023,121
13.0,77.58,point,2024,29
13.0,77.58,station,2016,26
13.0,77.58,station,2017,30
13.0,77.58,station,2018,21
13.0,77.58,station,2019,22
13.0,77.58,station,2022,1
13.0,77.58,station,2023,4
13.0,77.59,point,2016,21
13.0,77.59,point,2017,30
13.0,77.59,point,2018,3
13.0,77.59,point,2019,18
13.0,77.59,point,2020,11
13.0,77.59,point,2021,3
13.0,77.59,point,2022,16
13.0,77.59,point,2023,19
13.0,77.59,point,2024,5
13.0,77.6,point,2016,62
13.0,77.6,point,2017,50
13.0,77.6,point,2018,5
13.0,77.6,point,2019,4
13.0,77.6,point,2020,2
13.0,77.6,point,2021,10
13.0,77.6,point,2022,17
13.0,77.6,point,2023,39
13.0,77.6,point,2024,9
13.0,77.61,point,2016,34
13.0,77.61,point,2017,36
13.0,77.61,point,2018,12
13.0,77.61,point,2019,9
13.0,77.61,point,2020,8
13.0,77.61,point,2021,4
13.0,77.61,point,2022,20
13.0,77.61,point,2023,56
13.0,77.61,point,2024,23
13.0,77.62,point,2016,1
13.0,77.62,point,2017,1
13.0,77.62,point,2018,5
13.0,77.62,point,2019,10
13.0,77.62,point,2020,7
13.0,77.62,point,2021,3
13.0,77.62,point,2022,13
13.0,77.62,point,2023,98
13.0,77.62,point,2024,35
13.0,77.62,station,2016,404
13.0,77.62,station,2017,279
13.0,77.62,station,2018,210
13.0,77.62,station,2019,253
13.0,77.62,station,2020,295
13.0,77.62,station,2021,508
13.0,77.62,station,2022,395
13.0,77.62,station,2023,374
13.0,77.63,point,2016,2
13.0,77.63,point,2017,1
13.0,77.63,point,2018,2
13.0,77.63,point,2019,1
13.0,77.63,point,2021,2
13.0,77.63,point,2022,11
13.0,77.63,point,2023,13
13.0,77.63,point,2024,5
13.0,77.64,point,2016,8
13.0,77.64,point,2017,6
13.0,77.64,point,2018,6
13.0,77.64,point,2019,4
13.0,77.64,point,2020,3
13.0,77.64,point,2021,3
13.0,77.64,point,2022,8
13.0,77.64,point,2023,21
13.0,77.64,point,2024,24
13.0,77.65,place,2017,4
13.0,77.65,place,2022,8
13.0,77.65,place,2023,15
13.0,77.65,point,2016,16
13.0,77.65,point,2017,10
13.0,77.65,point,2018,12
13.0,77.65,point,2019,10
13.0,77.65,point,2020,4
13.0,77.65,point,2021,6
13.0,77.65,point,2022,4
13.0,77.65,point,2023,27
13.0,77.65,point,2024,9
13.0,77.66,point,2016,25
13.0,77.66,point,2017,18
13.0,77.66,point,2018,12
13.0,77.66,point,2019,22
13.0,77.66,point,2020,27
13.0,77.66,point,2021,24
13.0,77.66,point,2022,7
13.0,77.66,point,2023,56
13.0,77.66,point,2024,24
13.0,77.67,place,2016,1
13.0,77.67,place,2017,2
13.0,77.67,point,2016,2
13.0,77.67,point,2017,71
13.0,77.67,point,2018,3
13.0,77.67,point,2019,21
13.0,77.67,point,2020,14
13.0,77.67,point,2021,7
13.0,77.67,point,2022,20
13.0,77.67,point,2023,75
13.0,77.67,point,2024,12
13.0,77.68,point,2016,6
13.0,77.68,point,2017,16
13.0,77.68,point,2018,4
13.0,77.68,point,2019,28
13.0,77.68,point,2020,18
13.0,77.68,point,2021,11
13.0,77.68,point,2022,9
13.0,77.68,point,2023,51
13.0,77.68,point,2024,11
13.0,77.69,point,2016,16
13.0,77.69,point,2017,16
13.0,77.69,point,2018,8
13.0,77.69,point,2019,2
13.0,77.69,point,2020,3
13.0,77.69,point,2021,3
13.0,77.69,point,2022,20
13.0,77.69,point,2023,257
13.0,77.69,point,2024,212
13.0,77.69,station,2016,601
13.0,77.69,station,2017,514
13.0,77.69,station,2018,620
13.0,77.69,station,2019,564
13.0,77.69,station,2020,417
13.0,77.69,station,2021,325
13.0,77.69,station,2022,332
13.0,77.69,station,2023,495
13.0,77.7,point,2016,23
13.0,77.7,point,2017,47
13.0,77.7,point,2018,80
13.0,77.7,point,2019,20
13.0,77.7,point,2020,4
13.0,77.7,point,2021,2
13.0,77.7,point,2022,29
13.0,77.7,point,2023,34
13.0,77.7,point,2024,7
13.0,77.71,point,2016,54
13.0,77.71,point,2017,32
13.0,77.71,point,2018,4
13.0,77.71,point,2019,14
13.0,77.71,point,2020,2
13.0,77.71,point,2022,20
13.0,77.71,point,2023,23
13.0,77.71,point,2024,4
13.0,77.72,point,2016,2
13.0,77.72,point,2017,22
13.0,77.72,point,2018,31
13.0,77.72,point,2019,5
13.0,77.72,point,2020,5
13.0,77.72,point,2021,1
13.0,77.72,point,2022,19
13.0,77.72,point,2023,24
13.0,77.72,point,2024,4
13.0,77.73,point,2016,3
13.0,77.73,point,2017,14
13.0,77.73,point,2018,2
13.0,77.73,point,2019,2
13.0,77.73,point,2020,2
13.0,77.73,point,2022,4
13.0,77.73,point,2023,11
13.0,77.73,point,2024,6
13.0,77.74,point,2019,7
13.0,77.74,point,2020,11
13.0,77.74,point,2021,4
13.0,77.74,point,2022,2
13.0,77.74,point,2023,15
13.0,77.74,point,2024,5
13.0,77.75,point,2017,1
13.0,77.75,point,2018,5
13.0,77.75,point,2019,14
13.0,77.75,point,2020,15
13.0,77.75,point,2021,4
13.0,77.75,point,2022,6
13.0,77.75,point,2023,16
13.0,77.75,point,2024,9
13.0,77.76,point,2016,3
13.0,77.76,point,2018,1
13.0,77.76,point,2019,19
13.0,77.76,point,2020,13
