lat,lng,count,density,cluster_id,geo_precision,year
13.0,78.18,6,1969.54,84,point,2024
13.0,78.19,1,1728.82,84,point,2022
13.0,78.2,2,1189.16,84,point,2019
13.0,78.2,1,1189.16,84,point,2022
13.0,78.2,1,1189.16,84,point,2023
13.0,78.21,4,710.64,84,point,2019
13.0,78.21,2,710.64,84,point,2022
13.0,78.21,3,710.64,84,point,2023
13.0,78.24,7,451.7,84,point,2019
13.0,78.24,1,451.7,84,point,2020
13.0,78.24,1,451.7,84,point,2022
13.0,78.24,1,451.7,84,point,2023
13.0,78.24,1,451.7,84,point,2024
13.0,78.25,2,448.77,84,point,2019
13.0,78.25,1,448.77,84,point,2022
13.0,78.25,2,448.77,84,point,2023
13.0,78.25,1,448.77,84,point,2024
13.0,78.26,2,399.01,84,point,2019
13.0,78.26,1,399.01,84,point,2021
13.0,78.26,2,399.01,84,point,2023
13.0,78.26,1,399.01,84,point,2024
13.0,78.27,3,327.43,84,point,2020
13.0,78.27,2,327.43,84,point,2021
13.0,78.27,1,327.43,84,point,2022
13.0,78.28,1,272.67,84,point,2022
13.0,78.28,1,272.67,84,point,2023
13.0,78.29,6,259.41,84,point,2019
13.0,78.29,3,259.41,84,point,2020
13.0,78.29,3,259.41,84,point,2021
13.0,78.29,2,259.41,84,point,2023
13.0,78.3,1,352.56,100,point,2019
13.0,78.3,2,352.56,100,point,2021
13.0,78.3,4,352.56,100,point,2023
13.0,78.3,2,352.56,100,point,2024
13.0,78.31,7,559.15,100,point,2019
13.0,78.31,2,559.15,100,point,2020
13.0,78.31,1,559.15,100,point,2021
13.0,78.31,1,559.15,100,point,2023
13.0,78.31,1,559.15,100,point,2024
13.0,78.32,2,814.71,100,point,2019
13.0,78.32,1,814.71,100,point,2024
13.0,78.33,6,926.87,100,point,2019
13.0,78.33,3,926.87,100,point,2020
13.0,78.33,2,926.87,100,point,2021
13.0,78.34,1,810.42,100,point,2019
13.0,78.34,1,810.42,100,point,2020
13.0,78.34,4,810.42,100,point,2023
13.0,78.35,2,547.22,100,point,2019
13.0,78.35,3,547.22,100,point,2023
13.0,78.35,1,547.22,100,point,2024
13.0,78.36,1,298.22,100,point,2022
13.0,78.37,1,148.64,100,point,2019
13.0,78.38,1,87.57,-1,point,2019
13.0,78.39,1,66.92,-1,point,2020
13.0,78.4,1,70.13,-1,point,2021
13.0,78.41,1,70.02,-1,point,2020
13.0,78.43,1,59.63,-1,point,2021
13.0,78.43,2,59.63,-1,point,2024
13.0,78.44,1,53.77,-1,point,2020
13.0,78.46,1,44.06,-1,point,2019
13.0,78.46,1,44.06,-1,point,2022
13.0,78.46,1,44.06,-1,point,2024
13.01,74.79,3,825.18,73,point,2017
13.01,74.79,3,825.18,73,point,2018
13.01,74.79,13,825.18,73,point,2019
13.01,74.79,5,825.18,73,point,2020
13.01,74.79,7,825.18,73,point,2021
13.01,74.79,2,825.18,73,point,2022
13.01,74.79,4,825.18,73,point,2023
13.01,74.79,1,825.18,73,point,2024
13.01,74.8,1,963.57,73,point,2019
13.01,74.8,1,963.57,73,point,2021
13.01,74.8,1,963.57,73,point,2022
13.01,74.81,1,880.18,73,point,2019
13.01,74.81,1,880.18,73,point,2020
13.01,74.81,3,880.18,73,point,2021
13.01,74.81,1,880.18,73,point,2022
13.01,74.82,3,647.08,73,point,2019
13.01,74.82,2,647.08,73,point,2020
13.01,74.82,2,647.08,73,point,2021
13.01,74.83,3,403.36,73,point,2019
13.01,74.83,1,403.36,73,point,2020
13.01,74.83,1,403.36,73,point,2021
13.01,74.84,3,230.81,73,point,2019
13.01,74.84,1,230.81,73,point,2020
13.01,74.85,1,171.77,-1,point,2019
13.01,74.85,2,171.77,-1,point,2020
13.01,74.85,1,171.77,-1,point,2022
13.01,74.87,3,286.29,73,point,2019
13.01,74.88,1,394.36,73,point,2019
13.01,74.88,2,394.36,73,point,2020
13.01,74.88,3,394.36,73,point,2021
13.01,74.89,1,436.29,73,point,2020
13.01,74.92,3,133.26,73,point,2019
13.01,74.92,2,133.26,73,point,2021
13.01,74.93,1,67.49,-1,point,2019
13.01,74.95,2,43.94,-1,point,2019
13.01,74.96,1,53.3,-1,point,2019
13.01,74.97,1,62.62,-1,point,2019
13.01,74.97,4,62.62,-1,point,2021
13.01,74.97,1,62.62,-1,point,2022
13.01,75.0,1,86.13,-1,point,2024
13.01,75.01,2,78.89,-1,point,2021
13.01,75.02,1,65.76,-1,point,2021
13.01,75.04,5,50.28,-1,point,2019
13.01,75.04,2,50.28,-1,point,2020
13.01,75.04,2,50.28,-1,point,2023
13.01,75.05,2,46.5,-1,point,2019
13.01,75.05,1,46.5,-1,point,2020
13.01,75.08,1,36.72,-1,point,2021
13.01,75.11,1,44.77,-1,point,2019
13.01,75.13,1,75.9,-1,point,2019
13.01,75.13,1,75.9,-1,point,2021
13.01,75.14,5,116.63,-1,point,2019
13.01,75.14,3,116.63,-1,point,2021
13.01,75.14,1,116.63,-1,point,2022
13.01,75.14,2,116.63,-1,point,2023
13.01,75.14,4,116.63,-1,point,2024
13.01,75.15,1,177.16,-1,point,2019
13.01,75.15,1,177.16,-1,point,2022
13.01,75.15,1,177.16,-1,point,2023
13.01,75.16,2,240.88,-1,point,2023
13.01,75.17,69,265.81,-1,place,2016
13.01,75.17,42,265.81,-1,place,2017
13.01,75.17,50,265.81,-1,place,2018
13.01,75.17,6,265.81,-1,place,2019
13.01,75.17,4,265.81,-1,place,2020
13.01,75.17,11,265.81,-1,place,2021
13.01,75.17,20,265.81,-1,place,2022
13.01,75.17,8,265.81,-1,place,2023
13.01,75.17,3,265.81,-1,point,2019
13.01,75.19,1,163.07,-1,point,2022
13.01,75.21,1,63.53,-1,point,2019
13.01,75.21,3,63.53,-1,point,2022
13.01,75.21,1,63.53,-1,point,2023
13.01,75.21,1,63.53,-1,point,2024
13.01,75.23,1,62.01,-1,point,2024
13.01,75.24,1,103.52,93,point,2019
13.01,75.25,1,197.5,93,point,2023
13.01,75.28,2,590.0,93,point,2020
13.01,75.3,1,363.73,93,point,2020
13.01,75.3,1,363.73,93,point,2021
13.01,75.31,1,221.63,93,point,2019
13.01,75.31,1,221.63,93,point,2020
13.01,75.31,1,221.63,93,point,2022
13.01,75.31,1,221.63,93,point,2023
13.01,75.31,1,221.63,93,point,2024
13.01,75.33,1,110.62,-1,point,2020
13.01,75.33,1,110.62,-1,point,2022
13.01,75.33,1,110.62,-1,point,2023
13.01,75.34,1,92.76,-1,point,2022
13.01,75.34,1,92.76,-1,point,2023
13.01,75.35,2,82.42,-1,point,2021
13.01,75.35,1,82.42,-1,point,2022
13.01,75.35,3,82.42,-1,point,2023
13.01,75.36,2,71.36,-1,point,2021
13.01,75.41,1,16.16,-1,place,2020
13.01,75.43,1,12.47,-1,point,2019
13.01,75.43,1,12.47,-1,point,2024
13.01,75.49,1,7.06,-1,point,2021
13.01,75.58,1,9.15,-1,point,2024
13.01,75.59,2,12.19,-1,point,2022
13.01,75.6,2,14.48,-1,point,2023
13.01,75.6,1,14.48,-1,point,2024
13.01,75.61,1,15.67,-1,point,2023
13.01,75.62,1,15.74,-1,point,2021
13.01,75.62,1,15.74,-1,point,2022
13.01,75.65,1,11.28,-1,point,2019
13.01,75.65,1,11.28,-1,point,2020
13.01,75.66,1,9.64,-1,point,2023
13.01,75.67,1,8.49,-1,point,2019
13.01,75.68,1,7.78,-1,point,2024
13.01,75.72,1,11.26,-1,point,2023
13.01,75.75,5,20.83,-1,point,2023
13.01,75.75,1,20.83,-1,point,2024
13.01,75.76,2,22.14,-1,point,2023
13.01,75.77,1,48.81,-1,point,2021
13.01,75.77,1,48.81,-1,point,2024
13.01,75.79,1,106.82,101,point,2021
13.01,75.86,2,20.81,-1,point,2019
13.01,75.87,2,21.71,-1,point,2019
13.01,75.87,1,21.71,-1,point,2020
13.01,75.95,1,69.48,-1,point,2020
13.01,75.95,1,69.48,-1,point,2023
13.01,75.95,1,69.48,-1,point,2024
13.01,75.96,1,178.99,-1,point,2020
13.01,75.99,1,669.72,91,point,2023
13.01,76.0,14,597.34,91,point,2023
13.01,76.0,22,597.34,91,point,2024
13.01,76.01,1,407.55,91,point,2022
13.01,76.01,2,407.55,91,point,2023
13.01,76.01,3,407.55,91,point,2024
13.01,76.03,1,105.93,-1,point,2024
13.01,76.04,1,49.23,-1,point,2020
13.01,76.04,2,49.23,-1,point,2021
13.01,76.06,3,483.07,94,point,2021
13.01,76.06,2,483.07,94,point,2023
13.01,76.07,2,1286.25,94,point,2020
13.01,76.07,1,1286.25,94,point,2021
13.01,76.07,3,1286.25,94,point,2023
13.01,76.07,1,1286.25,94,point,2024
13.01,76.08,1,2763.3,94,point,2023
13.01,76.09,2,4638.38,94,point,2020
13.01,76.09,1,4638.38,94,point,2022
13.01,76.09,11,4638.38,94,point,2023
13.01,76.09,9,4638.38,94,point,2024
13.01,76.1,10,6017.24,94,point,2019
13.01,76.1,18,6017.24,94,point,2020
13.01,76.1,10,6017.24,94,point,2021
13.01,76.1,4,6017.24,94,point,2022
13.01,76.1,27,6017.24,94,point,2023
13.01,76.1,27,6017.24,94,point,2024
13.01,76.1,175,6017.24,94,station,2016
13.01,76.1,220,6017.24,94,station,2017
13.01,76.1,283,6017.24,94,station,2018
13.01,76.1,137,6017.24,94,station,2019
13.01,76.1,131,6017.24,94,station,2020
13.01,76.1,174,6017.24,94,station,2021
13.01,76.1,117,6017.24,94,station,2022
13.01,76.1,90,6017.24,94,station,2023
13.01,76.11,10,6020.74,94,point,2019
13.01,76.11,6,6020.74,94,point,2020
13.01,76.11,6,6020.74,94,point,2021
13.01,76.11,6,6020.74,94,point,2022
13.01,76.11,31,6020.74,94,point,2023
13.01,76.11,11,6020.74,94,point,2024
13.01,76.11,294,6020.74,94,station,2016
13.01,76.11,317,6020.74,94,station,2017
13.01,76.11,375,6020.74,94,station,2018
13.01,76.11,241,6020.74,94,station,2019
13.01,76.11,146,6020.74,94,station,2020
13.01,76.11,173,6020.74,94,station,2021
13.01,76.11,276,6020.74,94,station,2022
13.01,76.11,165,6020.74,94,station,2023
13.01,76.11,1,6020.74,94,station,2024
13.01,76.12,14,4657.58,94,point,2019
13.01,76.12,2,4657.58,94,point,2020
13.01,76.12,5,4657.58,94,point,2021
13.01,76.12,2,4657.58,94,point,2022
13.01,76.12,12,4657.58,94,point,2023
13.01,76.12,4,4657.58,94,point,2024
13.01,76.13,7,2806.61,94,point,2019
13.01,76.13,4,2806.61,94,point,2021
13.01,76.13,2,2806.61,94,point,2022
13.01,76.13,8,2806.61,94,point,2023
13.01,76.13,7,2806.61,94,point,2024
13.01,76.14,3,1343.42,94,place,2017
13.01,76.14,1,1343.42,94,place,2018
13.01,76.14,2,1343.42,94,point,2024
13.01,76.15,1,538.01,94,point,2023
13.01,76.18,1,122.89,95,point,2023
13.01,76.2,1,351.74,95,point,2021
13.01,76.2,1,351.74,95,point,2022
13.01,76.21,1,502.15,95,point,2019
13.01,76.21,5,502.15,95,point,2020
13.01,76.21,1,502.15,95,point,2021
13.01,76.21,1,502.15,95,point,2022
13.01,76.21,1,502.15,95,point,2023
13.01,76.21,1,502.15,95,point,2024
13.01,76.22,1,565.76,95,point,2019
13.01,76.23,2,493.22,95,point,2023
13.01,76.27,6,53.15,-1,point,2019
13.01,76.27,4,53.15,-1,point,2023
13.01,76.33,1,30.39,-1,point,2021
13.01,76.33,1,30.39,-1,point,2023
13.01,76.35,1,31.1,-1,point,2019
13.01,76.38,1,32.01,-1,point,2019
13.01,76.38,1,32.01,-1,point,2021
13.01,76.38,1,32.01,-1,point,2023
13.01,76.39,1,34.43,-1,point,2019
13.01,76.39,1,34.43,-1,point,2021
13.01,76.4,1,36.0,-1,point,2019
13.01,76.41,1,37.06,-1,point,2019
13.01,76.41,1,37.06,-1,point,2022
13.01,76.42,1,38.36,-1,point,2019
13.01,76.42,1,38.36,-1,point,2020
13.01,76.42,1,38.36,-1,point,2021
13.01,76.43,1,69.52,-1,point,2019
13.01,76.43,2,69.52,-1,point,2023
13.01,76.44,1,153.25,98,point,2022
13.01,76.44,1,153.25,98,point,2023
13.01,76.46,1,698.96,98,point,2020
13.01,76.46,3,698.96,98,point,2021
13.01,76.46,1,698.96,98,point,2022
13.01,76.46,1,698.96,98,point,2023
13.01,76.47,3,1061.49,98,point,2021
13.01,76.47,1,1061.49,98,point,2022
13.01,76.47,6,1061.49,98,point,2023
13.01,76.48,5,1220.65,98,point,2019
13.01,76.48,2,1220.65,98,point,2020
13.01,76.48,5,1220.65,98,point,2021
13.01,76.48,1,1220.65,98,point,2022
13.01,76.48,7,1220.65,98,point,2023
13.01,76.48,14,1220.65,98,point,2024
13.01,76.48,234,1220.65,98,station,2016
13.01,76.48,195,1220.65,98,station,2017
13.01,76.48,272,1220.65,98,station,2018
13.01,76.48,124,1220.65,98,station,2019
13.01,76.48,143,1220.65,98,station,2020
13.01,76.48,55,1220.65,98,station,2021
13.01,76.48,53,1220.65,98,station,2022
13.01,76.48,66,1220.65,98,station,2023
13.01,76.49,1,1057.59,98,point,2020
13.01,76.49,1,1057.59,98,point,2022
13.01,76.5,2,692.78,98,point,2021
13.01,76.5,3,692.78,98,point,2022
13.01,76.5,1,692.78,98,point,2023
13.01,76.51,8,348.02,98,point,2019
13.01,76.51,1,348.02,98,point,2020
13.01,76.51,2,348.02,98,point,2022
13.01,76.51,3,348.02,98,point,2023
13.01,76.62,1,11.23,-1,point,2021
13.01,76.72,1,297.44,-1,point,2023
13.01,76.74,2,531.77,92,point,2023
13.01,76.75,1,460.24,92,point,2024
13.01,76.8,1,10.97,-1,point,2023
13.01,76.82,1,20.57,-1,point,2021
13.01,76.83,1,27.22,-1,point,2023
13.01,76.86,1,63.8,-1,point,2023
13.01,76.88,2,81.55,-1,point,2020
13.01,76.88,1,81.55,-1,point,2021
13.01,76.88,3,81.55,-1,point,2022
13.01,76.88,2,81.55,-1,point,2024
13.01,76.89,1,87.06,-1,point,2019
13.01,76.9,1,90.56,-1,point,2021
13.01,76.92,1,122.46,96,point,2022
13.01,76.93,1,175.79,96,point,2021
13.01,76.94,1,262.18,96,point,2021
13.01,76.94,1,262.18,96,point,2022
13.01,76.94,1,262.18,96,point,2023
13.01,76.96,2,415.61,96,point,2019
13.01,76.96,1,415.61,96,point,2020
13.01,76.96,6,415.61,96,point,2021
13.01,76.96,2,415.61,96,point,2022
13.01,76.96,1,415.61,96,point,2024
13.01,76.97,1,469.48,96,point,2019
13.01,76.97,3,469.48,96,point,2022
13.01,76.97,1,469.48,96,point,2023
13.01,76.98,2,591.25,96,point,2019
13.01,76.98,5,591.25,96,point,2020
13.01,76.98,2,591.25,96,point,2021
13.01,76.98,8,591.25,96,point,2022
13.01,76.98,3,591.25,96,point,2023
13.01,76.99,1,902.79,96,point,2019
13.01,77.0,1,1411.11,96,point,2019
13.01,77.0,2,1411.11,96,point,2024
13.01,77.01,1,1916.28,96,point,2016
13.01,77.01,1,1916.28,96,point,2021
13.01,77.01,1,1916.28,96,point,2022
13.01,77.01,11,1916.28,96,point,2023
13.01,77.01,3,1916.28,96,point,2024
13.01,77.02,3,2102.29,96,point,2020
13.01,77.02,1,2102.29,96,point,2021
13.01,77.02,6,2102.29,96,point,2022
13.01,77.02,9,2102.29,96,point,2023
13.01,77.02,4,2102.29,96,point,2024
13.01,77.03,2,1826.46,96,point,2020
13.01,77.03,3,1826.46,96,point,2022
13.01,77.03,7,1826.46,96,point,2023
13.01,77.04,4,1265.8,96,point,2023
13.01,77.04,1,1265.8,96,point,2024
13.01,77.05,6,739.38,96,point,2022
13.01,77.05,3,739.38,96,point,2023
13.01,77.05,3,739.38,96,point,2024
13.01,77.06,1,413.87,96,point,2022
13.01,77.06,1,413.87,96,point,2023
13.01,77.07,1,265.64,96,point,2019
13.01,77.07,1,265.64,96,point,2023
13.01,77.07,1,265.64,96,point,2024
13.01,77.08,1,193.56,-1,point,2018
13.01,77.08,1,193.56,-1,point,2020
13.01,77.08,2,193.56,-1,point,2021
13.01,77.08,1,193.56,-1,point,2022
13.01,77.08,4,193.56,-1,point,2023
13.01,77.08,4,193.56,-1,point,2024
13.01,77.09,1,162.7,-1,point,2023
13.01,77.09,2,162.7,-1,point,2024
13.01,77.1,1,140.33,-1,point,2022
13.01,77.1,4,140.33,-1,point,2023
13.01,77.1,3,140.33,-1,point,2024
13.01,77.12,1,137.71,-1,point,2019
13.01,77.12,4,137.71,-1,point,2020
13.01,77.12,1,137.71,-1,point,2023
13.01,77.12,4,137.71,-1,point,2024
13.01,77.13,1,140.85,-1,point,2020
13.01,77.13,5,140.85,-1,point,2023
13.01,77.13,1,140.85,-1,point,2024
13.01,77.14,2,129.38,-1,point,2023
13.01,77.15,1,102.3,-1,point,2023
13.01,77.17,3,42.68,-1,point,2024
13.01,77.19,1,21.84,-1,point,2023
13.01,77.2,2,24.01,-1,point,2024
13.01,77.21,2,58.75,-1,point,2020
13.01,77.22,1,85.84,-1,point,2021
13.01,77.24,2,117.21,-1,point,2017
13.01,77.24,2,117.21,-1,point,2023
13.01,77.24,1,117.21,-1,point,2024
13.01,77.25,3,117.87,-1,point,2023
13.01,77.26,1,111.1,-1,point,2017
13.01,77.26,1,111.1,-1,point,2019
13.01,77.26,1,111.1,-1,point,2022
13.01,77.26,1,111.1,-1,point,2023
13.01,77.27,3,153.03,99,point,2023
13.01,77.27,4,153.03,99,point,2024
13.01,77.28,2,235.38,99,point,2023
13.01,77.28,1,235.38,99,point,2024
13.01,77.29,1,353.69,99,point,2017
13.01,77.29,1,353.69,99,point,2020
13.01,77.29,1,353.69,99,point,2022
13.01,77.29,2,353.69,99,point,2023
13.01,77.29,1,353.69,99,point,2024
13.01,77.3,1,473.36,99,point,2016
13.01,77.3,37,473.36,99,point,2017
13.01,77.3,5,473.36,99,point,2019
13.01,77.3,1,473.36,99,point,2021
13.01,77.3,1,473.36,99,point,2022
13.01,77.3,1,473.36,99,point,2023
13.01,77.3,1,473.36,99,point,2024
13.01,77.31,58,559.7,99,point,2017
13.01,77.31,1,559.7,99,point,2018
13.01,77.31,2,559.7,99,point,2019
13.01,77.31,1,559.7,99,point,2023
13.01,77.32,2,612.36,99,point,2016
13.01,77.32,3,612.36,99,point,2017
13.01,77.32,1,612.36,99,point,2018
13.01,77.32,1,612.36,99,point,2019
13.01,77.32,1,612.36,99,point,2020
13.01,77.32,1,612.36,99,point,2022
13.01,77.32,8,612.36,99,point,2023
13.01,77.32,4,612.36,99,point,2024
13.01,77.33,24,648.21,99,point,2016
13.01,77.33,12,648.21,99,point,2017
13.01,77.33,9,648.21,99,point,2018
13.01,77.33,17,648.21,99,point,2019
13.01,77.33,2,648.21,99,point,2020
13.01,77.33,3,648.21,99,point,2021
13.01,77.33,5,648.21,99,point,2022
13.01,77.33,5,648.21,99,point,2023
13.01,77.33,1,648.21,99,point,2024
13.01,77.34,26,658.17,99,point,2016
13.01,77.34,2,658.17,99,point,2017
13.01,77.34,1,658.17,99,point,2022
13.01,77.34,4,658.17,99,point,2023
13.01,77.34,1,658.17,99,point,2024
13.01,77.35,52,615.1,99,point,2016
13.01,77.35,41,615.1,99,point,2017
13.01,77.35,1,615.1,99,point,2018
13.01,77.35,4,615.1,99,point,2019
13.01,77.35,1,615.1,99,point,2021
13.01,77.35,2,615.1,99,point,2023
13.01,77.36,20,515.4,99,point,2016
13.01,77.36,11,515.4,99,point,2017
13.01,77.36,3,515.4,99,point,2018
13.01,77.36,1,515.4,99,point,2022
13.01,77.36,2,515.4,99,point,2023
13.01,77.36,1,515.4,99,point,2024
13.01,77.37,4,468.61,99,point,2016
13.01,77.37,1,468.61,99,point,2018
13.01,77.37,1,468.61,99,point,2022
13.01,77.37,3,468.61,99,point,2023
13.01,77.37,3,468.61,99,point,2024
13.01,77.38,2,445.64,99,point,2016
13.01,77.38,2,445.64,99,point,2019
13.01,77.38,1,445.64,99,point,2021
13.01,77.38,2,445.64,99,point,2022
13.01,77.38,5,445.64,99,point,2023
13.01,77.38,2,445.64,99,point,2024
13.01,77.39,4,461.42,61,point,2022
13.01,77.39,17,461.42,61,point,2023
13.01,77.39,7,461.42,61,point,2024
13.01,77.4,1,468.42,61,point,2016
13.01,77.4,1,468.42,61,point,2022
13.01,77.4,3,468.42,61,point,2023
13.01,77.4,2,468.42,61,point,2024
13.01,77.41,2,443.97,61,point,2019
13.01,77.41,2,443.97,61,point,2020
13.01,77.41,1,443.97,61,point,2023
13.01,77.42,4,426.47,61,point,2019
13.01,77.42,6,426.47,61,point,2020
13.01,77.42,4,426.47,61,point,2021
13.01,77.42,3,426.47,61,point,2022
13.01,77.42,9,426.47,61,point,2023
13.01,77.42,3,426.47,61,point,2024
13.01,77.43,2,464.64,61,point,2021
13.01,77.43,3,464.64,61,point,2023
13.01,77.43,3,464.64,61,point,2024
13.01,77.44,4,610.22,61,point,2019
13.01,77.44,8,610.22,61,point,2020
13.01,77.44,4,610.22,61,point,2021
13.01,77.44,2,610.22,61,point,2022
13.01,77.44,5,610.22,61,point,2023
13.01,77.44,1,610.22,61,point,2024
13.01,77.45,1,959.18,61,place,2016
13.01,77.45,4,959.18,61,place,2017
13.01,77.45,3,959.18,61,place,2018
13.01,77.45,1,959.18,61,place,2022
13.01,77.45,1,959.18,61,place,2023
13.01,77.45,1,959.18,61,point,2017
13.01,77.45,4,959.18,61,point,2019
13.01,77.45,11,959.18,61,point,2020
13.01,77.45,9,959.18,61,point,2021
13.01,77.45,5,959.18,61,point,2022
13.01,77.45,8,959.18,61,point,2023
13.01,77.45,5,959.18,61,point,2024
13.01,77.46,1,1686.2,61,point,2019
13.01,77.46,1,1686.2,61,point,2021
13.01,77.46,6,1686.2,61,point,2022
13.01,77.46,4,1686.2,61,point,2023
13.01,77.47,1,3001.97,61,point,2019
13.01,77.47,3,3001.97,61,point,2020
13.01,77.47,4,3001.97,61,point,2021
13.01,77.47,6,3001.97,61,point,2022
13.01,77.47,9,3001.97,61,point,2023
13.01,77.47,5,3001.97,61,point,2024
13.01,77.48,3,5082.78,61,point,2020
13.01,77.48,3,5082.78,61,point,2022
13.01,77.48,13,5082.78,61,point,2023
13.01,77.48,3,5082.78,61,point,2024
13.01,77.49,1,7704.43,61,point,2019
13.01,77.49,2,7704.43,61,point,2020
13.01,77.49,4,7704.43,61,point,2022
13.01,77.49,24,7704.43,61,point,2023
13.01,77.49,6,7704.43,61,point,2024
13.01,77.5,20,10442.01,61,point,2016
13.01,77.5,3,10442.01,61,point,2017
13.01,77.5,4,10442.01,61,point,2018
13.01,77.5,1,10442.01,61,point,2019
13.01,77.5,1,10442.01,61,point,2020
13.01,77.5,2,10442.01,61,point,2021
13.01,77.5,57,10442.01,61,point,2022
13.01,77.5,48,10442.01,61,point,2023
13.01,77.5,7,10442.01,61,point,2024
13.01,77.51,62,13314.71,61,point,2016
13.01,77.51,36,13314.71,61,point,2017
13.01,77.51,6,13314.71,61,point,2018
13.01,77.51,6,13314.71,61,point,2019
13.01,77.51,1,13314.71,61,point,2020
13.01,77.51,2,13314.71,61,point,2021
13.01,77.51,50,13314.71,61,point,2022
13.01,77.51,39,13314.71,61,point,2023
13.01,77.51,9,13314.71,61,point,2024
13.01,77.52,53,16320.21,61,point,2016
13.01,77.52,69,16320.21,61,point,2017
13.01,77.52,55,16320.21,61,point,2018
13.01,77.52,42,16320.21,61,point,2019
13.01,77.52,29,16320.21,61,point,2020
13.01,77.52,19,16320.21,61,point,2021
13.01,77.52,60,16320.21,61,point,2022
13.01,77.52,64,16320.21,61,point,2023
13.01,77.52,21,16320.21,61,point,2024
13.01,77.53,108,19682.64,61,point,2016
13.01,77.53,209,19682.64,61,point,2017
13.01,77.53,208,19682.64,61,point,2018
13.01,77.53,144,19682.64,61,point,2019
13.01,77.53,88,19682.64,61,point,2020
13.01,77.53,96,19682.64,61,point,2021
13.01,77.53,171,19682.64,61,point,2022
13.01,77.53,191,19682.64,61,point,2023
13.01,77.53,37,19682.64,61,point,2024
13.01,77.54,2,23269.29,61,place,2016
13.01,77.54,1,23269.29,61,place,2017
13.01,77.54,1,23269.29,61,place,2019
13.01,77.54,2,23269.29,61,place,2022
13.01,77.54,2,23269.29,61,place,2023
13.01,77.54,70,23269.29,61,point,2016
13.01,77.54,130,23269.29,61,point,2017
13.01,77.54,71,23269.29,61,point,2018
13.01,77.54,69,23269.29,61,point,2019
13.01,77.54,34,23269.29,61,point,2020
13.01,77.54,41,23269.29,61,point,2021
13.01,77.54,62,23269.29,61,point,2022
13.01,77.54,95,23269.29,61,point,2023
13.01,77.54,26,23269.29,61,point,2024
13.01,77.54,15,23269.29,61,station,2016
13.01,77.54,44,23269.29,61,station,2017
13.01,77.54,36,23269.29,61,station,2018
13.01,77.54,37,23269.29,61,station,2019
13.01,77.54,40,23269.29,61,station,2020
13.01,77.54,48,23269.29,61,station,2021
13.01,77.54,18,23269.29,61,station,2022
13.01,77.54,40,23269.29,61,station,2023
13.01,77.55,65,26350.76,61,point,2016
13.01,77.55,68,26350.76,61,point,2017
13.01,77.55,24,26350.76,61,point,2018
13.01,77.55,15,26350.76,61,point,2019
13.01,77.55,7,26350.76,61,point,2020
13.01,77.55,7,26350.76,61,point,2021
13.01,77.55,33,26350.76,61,point,2022
13.01,77.55,61,26350.76,61,point,2023
13.01,77.55,21,26350.76,61,point,2024
13.01,77.56,434,27797.99,61,place,2016
13.01,77.56,335,27797.99,61,place,2017
13.01,77.56,77,27797.99,61,place,2018
13.01,77.56,64,27797.99,61,place,2019
13.01,77.56,63,27797.99,61,place,2020
13.01,77.56,86,27797.99,61,place,2021
13.01,77.56,130,27797.99,61,place,2022
13.01,77.56,239,27797.99,61,place,2023
13.01,77.56,66,27797.99,61,point,2016
13.01,77.56,61,27797.99,61,point,2017
13.01,77.56,33,27797.99,61,point,2018
13.01,77.56,19,27797.99,61,point,2019
13.01,77.56,18,27797.99,61,point,2020
13.01,77.56,20,27797.99,61,point,2021
13.01,77.56,37,27797.99,61,point,2022
13.01,77.56,46,27797.99,61,point,2023
13.01,77.56,16,27797.99,61,point,2024
13.01,77.57,25,27572.7,61,point,2016
13.01,77.57,121,27572.7,61,point,2017
13.01,77.57,49,27572.7,61,point,2018
13.01,77.57,30,27572.7,61,point,2019
13.01,77.57,11,27572.7,61,point,2020
13.01,77.57,29,27572.7,61,point,2021
13.01,77.57,34,27572.7,61,point,2022
13.01,77.57,105,27572.7,61,point,2023
13.01,77.57,64,27572.7,61,point,2024
13.01,77.57,95,27572.7,61,station,2016
13.01,77.57,149,27572.7,61,station,2017
13.01,77.57,172,27572.7,61,station,2018
13.01,77.57,81,27572.7,61,station,2019
13.01,77.57,15,27572.7,61,station,2021
13.01,77.57,88,27572.7,61,station,2022
13.01,77.57,139,27572.7,61,station,2023
13.01,77.58,1,26586.28,61,place,2016
13.01,77.58,1,26586.28,61,place,2017
13.01,77.58,57,26586.28,61,point,2016
13.01,77.58,112,26586.28,61,point,2017
13.01,77.58,40,26586.28,61,point,2018
13.01,77.58,62,26586.28,61,point,2019
13.01,77.58,33,26586.28,61,point,2020
13.01,77.58,71,26586.28,61,point,2021
13.01,77.58,47,26586.28,61,point,2022
13.01,77.58,40,26586.28,61,point,2023
13.01,77.58,6,26586.28,61,point,2024
13.01,77.59,43,25271.9,61,point,2016
13.01,77.59,94,25271.9,61,point,2017
13.01,77.59,29,25271.9,61,point,2018
13.01,77.59,41,25271.9,61,point,2019
13.01,77.59,19,25271.9,61,point,2020
13.01,77.59,21,25271.9,61,point,2021
13.01,77.59,65,25271.9,61,point,2022
13.01,77.59,73,25271.9,61,point,2023
13.01,77.59,33,25271.9,61,point,2024
13.01,77.59,17,25271.9,61,station,2016
13.01,77.59,103,25271.9,61,station,2017
13.01,77.59,189,25271.9,61,station,2018
