canonical_name,major_head,modeled_time_of_day,method,count
Chikkaballapura,DEATHS-MISCARRIAGE,Distributed,default_distributed,4
Chikkaballapura,DEFAMATION,Distributed,default_distributed,1
Chikkaballapura,DOWRY DEATHS,Distributed,default_distributed,49
Chikkaballapura,Disobedience to Order Promulgated by PublicServan,Distributed,default_distributed,56
Chikkaballapura,ELECTION,Distributed,default_distributed,159
Chikkaballapura,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,Distributed,default_distributed,1
Chikkaballapura,EXPLOSIVES,Distributed,default_distributed,27
Chikkaballapura,EXPOSURE AND ABANDONMENT OF CHILD,Distributed,default_distributed,30
Chikkaballapura,FALSE EVIDENCE,Distributed,default_distributed,3
Chikkaballapura,FOREIGNER,Distributed,default_distributed,1
Chikkaballapura,FOREST,Distributed,default_distributed,7
Chikkaballapura,FORGERY,Distributed,default_distributed,88
Chikkaballapura,Failure to appear to Court,Distributed,default_distributed,5
Chikkaballapura,Human Trafficking,Distributed,default_distributed,3
Chikkaballapura,IMMORAL TRAFFIC,Night,criminological_prior,38
Chikkaballapura,IMPERSONATION,Distributed,default_distributed,1
Chikkaballapura,INDIAN MOTOR VEHICLE,Distributed,default_distributed,3
Chikkaballapura,INFANTICIDE,Distributed,default_distributed,1
Chikkaballapura,INSULTING MODESTY OF WOMEN (EVE TEASING),Distributed,default_distributed,2
Chikkaballapura,KARNATAKA POLICE ACT 1963,Evening,criminological_prior,3148
Chikkaballapura,KIDNAPPING AND ABDUCTION,Distributed,default_distributed,393
Chikkaballapura,Karnataka State Local Act,Distributed,default_distributed,5191
Chikkaballapura,MISCHIEF,Distributed,default_distributed,104
Chikkaballapura,MISSING PERSON,Distributed,default_distributed,3224
Chikkaballapura,MOLESTATION,Distributed,default_distributed,614
Chikkaballapura,MOTOR VEHICLE ACCIDENTS FATAL,Evening,criminological_prior,2059
Chikkaballapura,MOTOR VEHICLE ACCIDENTS NON-FATAL,Evening,criminological_prior,3671
Chikkaballapura,MURDER,Night,criminological_prior,241
Chikkaballapura,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,Night,criminological_prior,192
Chikkaballapura,NEGLIGENT ACT,Evening,criminological_prior,209
Chikkaballapura,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),Distributed,default_distributed,261
Chikkaballapura,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),Distributed,default_distributed,1
Chikkaballapura,OFFENCES PROMOTING ENEMITY,Distributed,default_distributed,8
Chikkaballapura,OFFENCES RELATED TO MARRIAGE,Distributed,default_distributed,10
Chikkaballapura,OFFICIAL SECURITY RELATED ACTS,Distributed,default_distributed,2
Chikkaballapura,POCSO,Distributed,default_distributed,907
Chikkaballapura,POISONING-PROFESSIONAL,Distributed,default_distributed,1
Chikkaballapura,PORNOGRAPHY,Distributed,default_distributed,1
Chikkaballapura,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",Distributed,default_distributed,1
Chikkaballapura,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,Distributed,default_distributed,18
Chikkaballapura,PUBLIC SAFETY,Evening,criminological_prior,129
Chikkaballapura,RAPE,Distributed,default_distributed,91
Chikkaballapura,REPRESENTATION OF PEOPLE ACT 1951 & 1988,Distributed,default_distributed,40
Chikkaballapura,RIOTS,Evening,criminological_prior,1399
Chikkaballapura,ROBBERY,Night,criminological_prior,197
Chikkaballapura,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Distributed,default_distributed,414
Chikkaballapura,SLAVERY,Distributed,default_distributed,2
Chikkaballapura,SUICIDE,Distributed,default_distributed,168
Chikkaballapura,THEFT,Afternoon,criminological_prior,1754
Chikkaballapura,UNNATURAL SEX,Distributed,default_distributed,1
Chikkaballapura,WRONGFUL RESTRAINT/CONFINEMENT,Distributed,default_distributed,60
Chikkamagaluru,AFFRAY,Evening,criminological_prior,102
Chikkamagaluru,ANIMAL,Distributed,default_distributed,86
Chikkamagaluru,ARMS ACT 1959,Distributed,default_distributed,124
Chikkamagaluru,ARSON,Distributed,default_distributed,58
Chikkamagaluru,ASSAULT,Distributed,default_distributed,13
Chikkamagaluru,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,Distributed,default_distributed,9
Chikkamagaluru,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,Night,criminological_prior,6
Chikkamagaluru,ATTEMPT TO MURDER,Night,criminological_prior,474
Chikkamagaluru,Attempting to commit offences,Distributed,default_distributed,57
Chikkamagaluru,BONDED LABOUR SYSTEM,Distributed,default_distributed,1
Chikkamagaluru,BURGLARY - DAY,Daytime,category_encoded,232
Chikkamagaluru,BURGLARY - NIGHT,Night,category_encoded,618
Chikkamagaluru,CASES OF HURT,Distributed,default_distributed,3850
Chikkamagaluru,CHEATING,Distributed,default_distributed,592
Chikkamagaluru,CHILDREN ACT,Distributed,default_distributed,42
Chikkamagaluru,COMMUNAL / RELIGION,Distributed,default_distributed,63
Chikkamagaluru,CONSUMER,Distributed,default_distributed,17
Chikkamagaluru,COPY RIGHT ACT 1957,Distributed,default_distributed,1
Chikkamagaluru,COUNTERFEITING,Distributed,default_distributed,4
Chikkamagaluru,CRIMES RELATED TO WOMEN,Distributed,default_distributed,149
Chikkamagaluru,CRIMINAL BREACH OF TRUST,Distributed,default_distributed,42
Chikkamagaluru,CRIMINAL CONSPIRACY,Distributed,default_distributed,8
Chikkamagaluru,CRIMINAL INTIMIDATION,Distributed,default_distributed,487
Chikkamagaluru,CRIMINAL MISAPPROPRIATION,Distributed,default_distributed,2
Chikkamagaluru,CRIMINAL TRESPASS,Afternoon,criminological_prior,387
Chikkamagaluru,CRUELTY BY HUSBAND,Distributed,default_distributed,439
Chikkamagaluru,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,Night,criminological_prior,29
Chikkamagaluru,CYBER CRIME,Distributed,default_distributed,350
Chikkamagaluru,Concealment of birth by secret disposal of Child,Distributed,default_distributed,7
Chikkamagaluru,CrPC,Distributed,default_distributed,3964
Chikkamagaluru,DACOITY,Night,criminological_prior,50
Chikkamagaluru,DEATHS DUE TO RASHNESS/NEGLIGENCE,Distributed,default_distributed,57
Chikkamagaluru,DEATHS-MISCARRIAGE,Distributed,default_distributed,2
Chikkamagaluru,DEFAMATION,Distributed,default_distributed,1
Chikkamagaluru,DOCUMENTS & PROPERTY MARKS,Distributed,default_distributed,1
Chikkamagaluru,DOWRY DEATHS,Distributed,default_distributed,26
Chikkamagaluru,Disobedience to Order Promulgated by PublicServan,Distributed,default_distributed,23
Chikkamagaluru,ELECTION,Distributed,default_distributed,45
Chikkamagaluru,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,Distributed,default_distributed,8
Chikkamagaluru,EXPLOSIVES,Distributed,default_distributed,18
Chikkamagaluru,EXPOSURE AND ABANDONMENT OF CHILD,Distributed,default_distributed,30
Chikkamagaluru,FALSE EVIDENCE,Distributed,default_distributed,2
Chikkamagaluru,FOREST,Distributed,default_distributed,8
Chikkamagaluru,FORGERY,Distributed,default_distributed,82
Chikkamagaluru,Failure to appear to Court,Distributed,default_distributed,2
Chikkamagaluru,IMMORAL TRAFFIC,Night,criminological_prior,17
Chikkamagaluru,IMPERSONATION,Distributed,default_distributed,1
Chikkamagaluru,INDIAN ELECTRICITY ACT,Distributed,default_distributed,26
Chikkamagaluru,INDIAN MOTOR VEHICLE,Distributed,default_distributed,6
Chikkamagaluru,INFANTICIDE,Distributed,default_distributed,1
Chikkamagaluru,INSULTING MODESTY OF WOMEN (EVE TEASING),Distributed,default_distributed,11
Chikkamagaluru,KARNATAKA POLICE ACT 1963,Evening,criminological_prior,1725
Chikkamagaluru,KIDNAPPING AND ABDUCTION,Distributed,default_distributed,501
Chikkamagaluru,Karnataka State Local Act,Distributed,default_distributed,3317
Chikkamagaluru,MISCHIEF,Distributed,default_distributed,94
Chikkamagaluru,MISSING PERSON,Distributed,default_distributed,2256
Chikkamagaluru,MOLESTATION,Distributed,default_distributed,1400
Chikkamagaluru,MOTOR VEHICLE ACCIDENTS FATAL,Evening,criminological_prior,1624
Chikkamagaluru,MOTOR VEHICLE ACCIDENTS NON-FATAL,Evening,criminological_prior,5839
Chikkamagaluru,MURDER,Night,criminological_prior,202
Chikkamagaluru,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,Night,criminological_prior,610
Chikkamagaluru,NEGLIGENT ACT,Evening,criminological_prior,258
Chikkamagaluru,OF ABETMENT,Distributed,default_distributed,2
Chikkamagaluru,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),Distributed,default_distributed,297
Chikkamagaluru,OFFENCES AGAINST STATE,Distributed,default_distributed,1
Chikkamagaluru,OFFENCES PROMOTING ENEMITY,Distributed,default_distributed,6
Chikkamagaluru,OFFENCES RELATED TO MARRIAGE,Distributed,default_distributed,4
Chikkamagaluru,OFFICIAL SECURITY RELATED ACTS,Distributed,default_distributed,2
Chikkamagaluru,POCSO,Distributed,default_distributed,632
Chikkamagaluru,POISONING-PROFESSIONAL,Distributed,default_distributed,8
Chikkamagaluru,PORNOGRAPHY,Distributed,default_distributed,1
Chikkamagaluru,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,Distributed,default_distributed,26
Chikkamagaluru,PUBLIC JUSTICE,Distributed,default_distributed,1
Chikkamagaluru,PUBLIC NUISANCE,Evening,criminological_prior,4
Chikkamagaluru,PUBLIC SAFETY,Evening,criminological_prior,259
Chikkamagaluru,RAILWAYS ACT,Distributed,default_distributed,1
Chikkamagaluru,RAPE,Distributed,default_distributed,92
Chikkamagaluru,REPRESENTATION OF PEOPLE ACT 1951 & 1988,Distributed,default_distributed,8
Chikkamagaluru,RIOTS,Evening,criminological_prior,718
Chikkamagaluru,ROBBERY,Night,criminological_prior,170
Chikkamagaluru,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Distributed,default_distributed,611
Chikkamagaluru,SLAVERY,Distributed,default_distributed,1
Chikkamagaluru,SUICIDE,Distributed,default_distributed,143
Chikkamagaluru,THEFT,Afternoon,criminological_prior,1937
Chikkamagaluru,UNLAWFUL ACTIVITIES(Prevention)ACT 1967,Distributed,default_distributed,3
Chikkamagaluru,UNNATURAL SEX,Distributed,default_distributed,1
Chikkamagaluru,WRONGFUL RESTRAINT/CONFINEMENT,Distributed,default_distributed,101
Chitradurga,AFFRAY,Evening,criminological_prior,67
Chitradurga,ANIMAL,Distributed,default_distributed,50
Chitradurga,ANTIQUES (CULTURAL PROPERTY),Distributed,default_distributed,4
Chitradurga,ARMS ACT 1959,Distributed,default_distributed,3
Chitradurga,ARSON,Distributed,default_distributed,55
Chitradurga,ASSAULT,Distributed,default_distributed,6
Chitradurga,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,Distributed,default_distributed,7
Chitradurga,ATTEMPT TO MURDER,Night,criminological_prior,384
Chitradurga,Attempting to commit offences,Distributed,default_distributed,51
Chitradurga,BURGLARY - DAY,Daytime,category_encoded,146
Chitradurga,BURGLARY - NIGHT,Night,category_encoded,802
Chitradurga,CASES OF HURT,Distributed,default_distributed,3814
Chitradurga,CHEATING,Distributed,default_distributed,597
Chitradurga,CHILDREN ACT,Distributed,default_distributed,47
Chitradurga,CIVIL RIGHTS,Distributed,default_distributed,28
Chitradurga,COMMUNAL / RELIGION,Distributed,default_distributed,33
Chitradurga,CONSUMER,Distributed,default_distributed,123
Chitradurga,COPY RIGHT ACT 1957,Distributed,default_distributed,11
Chitradurga,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",Evening,criminological_prior,3
Chitradurga,COUNTERFEITING,Distributed,default_distributed,7
Chitradurga,CRIMES RELATED TO WOMEN,Distributed,default_distributed,278
Chitradurga,CRIMINAL BREACH OF TRUST,Distributed,default_distributed,54
Chitradurga,CRIMINAL CONSPIRACY,Distributed,default_distributed,4
Chitradurga,CRIMINAL INTIMIDATION,Distributed,default_distributed,298
Chitradurga,CRIMINAL MISAPPROPRIATION,Distributed,default_distributed,4
Chitradurga,CRIMINAL TRESPASS,Afternoon,criminological_prior,230
Chitradurga,CRUELTY BY HUSBAND,Distributed,default_distributed,468
Chitradurga,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,Night,criminological_prior,23
Chitradurga,CYBER CRIME,Distributed,default_distributed,259
Chitradurga,Concealment of birth by secret disposal of Child,Distributed,default_distributed,10
Chitradurga,CrPC,Distributed,default_distributed,4067
Chitradurga,DACOITY,Night,criminological_prior,30
Chitradurga,DEATHS DUE TO RASHNESS/NEGLIGENCE,Distributed,default_distributed,43
Chitradurga,DEATHS-MISCARRIAGE,Distributed,default_distributed,1
Chitradurga,DEFAMATION,Distributed,default_distributed,3
Chitradurga,DOWRY DEATHS,Distributed,default_distributed,55
Chitradurga,Disobedience to Order Promulgated by PublicServan,Distributed,default_distributed,95
Chitradurga,ELECTION,Distributed,default_distributed,42
Chitradurga,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,Distributed,default_distributed,13
Chitradurga,EXPLOSIVES,Distributed,default_distributed,25
Chitradurga,EXPOSURE AND ABANDONMENT OF CHILD,Distributed,default_distributed,19
Chitradurga,FALSE EVIDENCE,Distributed,default_distributed,3
Chitradurga,FOREIGNER,Distributed,default_distributed,1
Chitradurga,FOREST,Distributed,default_distributed,5
Chitradurga,FORGERY,Distributed,default_distributed,53
Chitradurga,Failure to appear to Court,Distributed,default_distributed,29
Chitradurga,Human Trafficking,Distributed,default_distributed,1
Chitradurga,IMMORAL TRAFFIC,Night,criminological_prior,20
Chitradurga,INDIAN ELECTRICITY ACT,Distributed,default_distributed,17
Chitradurga,INDIAN MOTOR VEHICLE,Distributed,default_distributed,5
Chitradurga,INSULTING MODESTY OF WOMEN (EVE TEASING),Distributed,default_distributed,14
Chitradurga,KARNATAKA POLICE ACT 1963,Evening,criminological_prior,4499
Chitradurga,KIDNAPPING AND ABDUCTION,Distributed,default_distributed,663
Chitradurga,Karnataka State Local Act,Distributed,default_distributed,3764
Chitradurga,MISCHIEF,Distributed,default_distributed,97
Chitradurga,MISSING PERSON,Distributed,default_distributed,3695
Chitradurga,MOLESTATION,Distributed,default_distributed,2147
Chitradurga,MOTOR VEHICLE ACCIDENTS FATAL,Evening,criminological_prior,3004
Chitradurga,MOTOR VEHICLE ACCIDENTS NON-FATAL,Evening,criminological_prior,9786
Chitradurga,MURDER,Night,criminological_prior,201
Chitradurga,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,Night,criminological_prior,136
Chitradurga,NEGLIGENT ACT,Evening,criminological_prior,277
Chitradurga,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),Distributed,default_distributed,228
Chitradurga,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),Distributed,default_distributed,1
Chitradurga,OFFENCES PROMOTING ENEMITY,Distributed,default_distributed,10
Chitradurga,OFFENCES RELATED TO MARRIAGE,Distributed,default_distributed,12
Chitradurga,POCSO,Distributed,default_distributed,494
Chitradurga,POISONING-PROFESSIONAL,Distributed,default_distributed,1
Chitradurga,PORNOGRAPHY,Distributed,default_distributed,2
Chitradurga,"POST & TELEGRAPH,TELEGRAPH WIRES(UNLAWFUL POSSESSION)ACT 1950",Distributed,default_distributed,1
Chitradurga,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,Distributed,default_distributed,14
Chitradurga,PUBLIC NUISANCE,Evening,criminological_prior,45
Chitradurga,PUBLIC SAFETY,Evening,criminological_prior,1576
Chitradurga,RAPE,Distributed,default_distributed,105
Chitradurga,RECEIVING OF STOLEN PROPERTY,Distributed,default_distributed,1
Chitradurga,REPRESENTATION OF PEOPLE ACT 1951 & 1988,Distributed,default_distributed,31
Chitradurga,RIOTS,Evening,criminological_prior,1370
Chitradurga,ROBBERY,Night,criminological_prior,232
Chitradurga,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Distributed,default_distributed,300
Chitradurga,SUICIDE,Distributed,default_distributed,169
Chitradurga,THEFT,Afternoon,criminological_prior,2408
Chitradurga,WRONGFUL RESTRAINT/CONFINEMENT,Distributed,default_distributed,78
Coastal Security Police,COUNTERFEITING,Distributed,default_distributed,1
Coastal Security Police,CrPC,Distributed,default_distributed,14
Coastal Security Police,DEATHS DUE TO RASHNESS/NEGLIGENCE,Distributed,default_distributed,1
Coastal Security Police,KARNATAKA POLICE ACT 1963,Evening,criminological_prior,65
Coastal Security Police,Karnataka State Local Act,Distributed,default_distributed,81
Coastal Security Police,MISCHIEF,Distributed,default_distributed,1
Coastal Security Police,MISSING PERSON,Distributed,default_distributed,3
Coastal Security Police,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,Night,criminological_prior,37
Coastal Security Police,NEGLIGENT ACT,Evening,criminological_prior,1
Coastal Security Police,PUBLIC SAFETY,Evening,criminological_prior,9
Dakshina Kannada,ADULTERATION,Distributed,default_distributed,1
Dakshina Kannada,AFFRAY,Evening,criminological_prior,72
Dakshina Kannada,ANIMAL,Distributed,default_distributed,35
Dakshina Kannada,ARMS ACT 1959,Distributed,default_distributed,17
Dakshina Kannada,ARSON,Distributed,default_distributed,29
Dakshina Kannada,ASSAULT,Distributed,default_distributed,1
Dakshina Kannada,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,Distributed,default_distributed,2
Dakshina Kannada,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,Night,criminological_prior,5
Dakshina Kannada,ATTEMPT TO MURDER,Night,criminological_prior,217
Dakshina Kannada,Attempting to commit offences,Distributed,default_distributed,7
Dakshina Kannada,BURGLARY - DAY,Daytime,category_encoded,100
Dakshina Kannada,BURGLARY - NIGHT,Night,category_encoded,507
Dakshina Kannada,CASES OF HURT,Distributed,default_distributed,1671
Dakshina Kannada,CHEATING,Distributed,default_distributed,385
Dakshina Kannada,CHILDREN ACT,Distributed,default_distributed,40
Dakshina Kannada,COMMUNAL / RELIGION,Distributed,default_distributed,39
Dakshina Kannada,CONSUMER,Distributed,default_distributed,17
Dakshina Kannada,COPY RIGHT ACT 1957,Distributed,default_distributed,5
Dakshina Kannada,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",Evening,criminological_prior,2
Dakshina Kannada,COUNTERFEITING,Distributed,default_distributed,2
Dakshina Kannada,CRIMES RELATED TO WOMEN,Distributed,default_distributed,48
Dakshina Kannada,CRIMINAL BREACH OF TRUST,Distributed,default_distributed,47
Dakshina Kannada,CRIMINAL CONSPIRACY,Distributed,default_distributed,5
Dakshina Kannada,CRIMINAL INTIMIDATION,Distributed,default_distributed,877
Dakshina Kannada,CRIMINAL MISAPPROPRIATION,Distributed,default_distributed,2
Dakshina Kannada,CRIMINAL TRESPASS,Afternoon,criminological_prior,157
Dakshina Kannada,CRUELTY BY HUSBAND,Distributed,default_distributed,171
Dakshina Kannada,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,Night,criminological_prior,3
Dakshina Kannada,CYBER CRIME,Distributed,default_distributed,211
Dakshina Kannada,CrPC,Distributed,default_distributed,2380
Dakshina Kannada,DACOITY,Night,criminological_prior,33
Dakshina Kannada,DEATHS DUE TO RASHNESS/NEGLIGENCE,Distributed,default_distributed,47
Dakshina Kannada,DEFAMATION,Distributed,default_distributed,3
Dakshina Kannada,DOWRY DEATHS,Distributed,default_distributed,3
Dakshina Kannada,Disobedience to Order Promulgated by PublicServan,Distributed,default_distributed,7
Dakshina Kannada,ELECTION,Distributed,default_distributed,13
Dakshina Kannada,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,Distributed,default_distributed,5
Dakshina Kannada,EXPLOSIVES,Distributed,default_distributed,13
Dakshina Kannada,EXPOSURE AND ABANDONMENT OF CHILD,Distributed,default_distributed,9
Dakshina Kannada,FALSE EVIDENCE,Distributed,default_distributed,2
Dakshina Kannada,FOREIGNER,Distributed,default_distributed,1
Dakshina Kannada,FOREST,Distributed,default_distributed,1
Dakshina Kannada,FORGERY,Distributed,default_distributed,53
Dakshina Kannada,Failure to appear to Court,Distributed,default_distributed,37
Dakshina Kannada,IMMORAL TRAFFIC,Night,criminological_prior,6
Dakshina Kannada,INDIAN ELECTRICITY ACT,Distributed,default_distributed,4
Dakshina Kannada,INDIAN MOTOR VEHICLE,Distributed,default_distributed,1
Dakshina Kannada,INFANTICIDE,Distributed,default_distributed,1
Dakshina Kannada,INSULTING MODESTY OF WOMEN (EVE TEASING),Distributed,default_distributed,23
Dakshina Kannada,KARNATAKA POLICE ACT 1963,Evening,criminological_prior,420
Dakshina Kannada,KIDNAPPING AND ABDUCTION,Distributed,default_distributed,168
Dakshina Kannada,Karnataka State Local Act,Distributed,default_distributed,1105
Dakshina Kannada,MISCHIEF,Distributed,default_distributed,99
Dakshina Kannada,MISSING PERSON,Distributed,default_distributed,1171
Dakshina Kannada,MOLESTATION,Distributed,default_distributed,403
Dakshina Kannada,MOTOR VEHICLE ACCIDENTS FATAL,Evening,criminological_prior,1106
Dakshina Kannada,MOTOR VEHICLE ACCIDENTS NON-FATAL,Evening,criminological_prior,6038
Dakshina Kannada,MURDER,Night,criminological_prior,110
Dakshina Kannada,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,Night,criminological_prior,214
Dakshina Kannada,NEGLIGENT ACT,Evening,criminological_prior,69
Dakshina Kannada,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),Distributed,default_distributed,188
Dakshina Kannada,OFFENCES AGAINST STATE,Distributed,default_distributed,2
Dakshina Kannada,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),Distributed,default_distributed,1
Dakshina Kannada,OFFENCES PROMOTING ENEMITY,Distributed,default_distributed,43
Dakshina Kannada,OFFENCES RELATED TO MARRIAGE,Distributed,default_distributed,5
Dakshina Kannada,PASSPORT ACT,Distributed,default_distributed,4
Dakshina Kannada,POCSO,Distributed,default_distributed,466
Dakshina Kannada,POISONING-PROFESSIONAL,Distributed,default_distributed,1
Dakshina Kannada,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,Distributed,default_distributed,1
Dakshina Kannada,PUBLIC NUISANCE,Evening,criminological_prior,9
Dakshina Kannada,PUBLIC SAFETY,Evening,criminological_prior,136
Dakshina Kannada,RAPE,Distributed,default_distributed,94
Dakshina Kannada,REPRESENTATION OF PEOPLE ACT 1951 & 1988,Distributed,default_distributed,18
Dakshina Kannada,RIOTS,Evening,criminological_prior,558
Dakshina Kannada,ROBBERY,Night,criminological_prior,119
Dakshina Kannada,SCHEDULED CASTE AND THE SCHEDULED TRIBES,Distributed,default_distributed,314
Dakshina Kannada,SEDITION,Distributed,default_distributed,1
Dakshina Kannada,SUICIDE,Distributed,default_distributed,38
Dakshina Kannada,THEFT,Afternoon,criminological_prior,888
Dakshina Kannada,UNNATURAL DEATH (Sec 174/174c/176),Distributed,default_distributed,1
Dakshina Kannada,UNNATURAL SEX,Distributed,default_distributed,1
Dakshina Kannada,WRONGFUL RESTRAINT/CONFINEMENT,Distributed,default_distributed,17
Davanagere,ADULTERATION,Distributed,default_distributed,1
Davanagere,AFFRAY,Evening,criminological_prior,66
Davanagere,ANIMAL,Distributed,default_distributed,32
Davanagere,ANTIQUES (CULTURAL PROPERTY),Distributed,default_distributed,1
Davanagere,ARMS ACT 1959,Distributed,default_distributed,6
Davanagere,ARSON,Distributed,default_distributed,54
Davanagere,ASSAULT,Distributed,default_distributed,5
Davanagere,ASSAULT OR USE OF CRIMINAL FORCE TO DISROBE WOMAN,Distributed,default_distributed,4
Davanagere,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,Night,criminological_prior,6
Davanagere,ATTEMPT TO MURDER,Night,criminological_prior,456
Davanagere,Attempting to commit offences,Distributed,default_distributed,76
Davanagere,BURGLARY - DAY,Daytime,category_encoded,128
Davanagere,BURGLARY - NIGHT,Night,category_encoded,1018
Davanagere,CASES OF HURT,Distributed,default_distributed,2422
Davanagere,CHEATING,Distributed,default_distributed,866
Davanagere,CHILDREN ACT,Distributed,default_distributed,34
Davanagere,COMMUNAL / RELIGION,Distributed,default_distributed,59
Davanagere,CONSUMER,Distributed,default_distributed,188
Davanagere,COPY RIGHT ACT 1957,Distributed,default_distributed,8
Davanagere,COUNTERFEITING,Distributed,default_distributed,6
Davanagere,CRIMES RELATED TO WOMEN,Distributed,default_distributed,539
Davanagere,CRIMINAL BREACH OF TRUST,Distributed,default_distributed,65
Davanagere,CRIMINAL CONSPIRACY,Distributed,default_distributed,7
Davanagere,CRIMINAL INTIMIDATION,Distributed,default_distributed,234
Davanagere,CRIMINAL MISAPPROPRIATION,Distributed,default_distributed,2
Davanagere,CRIMINAL TRESPASS,Afternoon,criminological_prior,390
Davanagere,CRUELTY BY HUSBAND,Distributed,default_distributed,411
Davanagere,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,Night,criminological_prior,12
Davanagere,CYBER CRIME,Distributed,default_distributed,437
Davanagere,Concealment of birth by secret disposal of Child,Distributed,default_distributed,21
Davanagere,CrPC,Distributed,default_distributed,3476
Davanagere,DACOITY,Night,criminological_prior,72
Davanagere,DEATHS DUE TO RASHNESS/NEGLIGENCE,Distributed,default_distributed,77
Davanagere,DEFAMATION,Distributed,default_distributed,2
Davanagere,DOCUMENTS & PROPERTY MARKS,Distributed,default_distributed,1
Davanagere,DOWRY DEATHS,Distributed,default_distributed,52
Davanagere,Disobedience to Order Promulgated by PublicServan,Distributed,default_distributed,24
Davanagere,ELECTION,Distributed,default_distributed,47
Davanagere,ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE,Distributed,default_distributed,10
Davanagere,EXPLOSIVES,Distributed,default_distributed,17
Davanagere,EXPOSURE AND ABANDONMENT OF CHILD,Distributed,default_distributed,21
Davanagere,FALSE EVIDENCE,Distributed,default_distributed,5
Davanagere,FOREIGNER,Distributed,default_distributed,1
Davanagere,FOREST,Distributed,default_distributed,7
Davanagere,FORGERY,Distributed,default_distributed,104
Davanagere,Failure to appear to Court,Distributed,default_distributed,5
Davanagere,Human Trafficking,Distributed,default_distributed,6
Davanagere,IMMORAL TRAFFIC,Night,criminological_prior,35
Davanagere,INDIAN ELECTRICITY ACT,Distributed,default_distributed,1
Davanagere,INDIAN MOTOR VEHICLE,Distributed,default_distributed,1
Davanagere,INSULTING MODESTY OF WOMEN (EVE TEASING),Distributed,default_distributed,10
Davanagere,KARNATAKA POLICE ACT 1963,Evening,criminological_prior,4052
Davanagere,KIDNAPPING AND ABDUCTION,Distributed,default_distributed,680
Davanagere,Karnataka State Local Act,Distributed,default_distributed,1878
Davanagere,MISCHIEF,Distributed,default_distributed,55
Davanagere,MISSING PERSON,Distributed,default_distributed,3963
Davanagere,MOLESTATION,Distributed,default_distributed,1295
Davanagere,MOTOR VEHICLE ACCIDENTS FATAL,Evening,criminological_prior,2079
Davanagere,MOTOR VEHICLE ACCIDENTS NON-FATAL,Evening,criminological_prior,6194
Davanagere,MURDER,Night,criminological_prior,228
Davanagere,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,Night,criminological_prior,212
Davanagere,NEGLIGENT ACT,Evening,criminological_prior,182
Davanagere,OF ABETMENT,Distributed,default_distributed,3
Davanagere,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),Distributed,default_distributed,249
Davanagere,OFFENCES BY PUBLIC SERVANTS (EXCEPT CORRUPTION) (Public servant is accused),Distributed,default_distributed,3
Davanagere,OFFENCES PROMOTING ENEMITY,Distributed,default_distributed,11
Davanagere,OFFENCES RELATED TO MARRIAGE,Distributed,default_distributed,10
