case_id,person_token,role,district,year
SYN-C-00659,PT-4be79434d672,accused,Bengaluru Urban,2019
SYN-C-00660,PT-26f711935654,accused,Bengaluru Urban,2019
SYN-C-00660,PT-50b44bfd80d6,accused,Bengaluru Urban,2019
SYN-C-00661,PT-fa5e6cd5bf39,accused,Bengaluru Urban,2020
SYN-C-00662,PT-8233ac4a5f96,accused,Bengaluru Urban,2019
SYN-C-00662,PT-0a2a7ab9b82c,accused,Bengaluru Urban,2019
SYN-C-00663,PT-b7f9364954f9,accused,Belagavi,2023
SYN-C-00663,PT-a11996c13318,accused,Belagavi,2023
SYN-C-00663,PT-2183f0397598,accused,Belagavi,2023
SYN-C-00664,PT-367319940992,accused,Bengaluru Urban,2022
SYN-C-00664,PT-997c1c11d9e2,accused,Bengaluru Urban,2022
SYN-C-00665,PT-7fb4fec9aa1b,accused,Bengaluru Urban,2019
SYN-C-00666,PT-f5af62b34d07,accused,Bengaluru Urban,2023
SYN-C-00667,PT-eb8133893722,accused,Mysuru,2023
SYN-C-00667,PT-d906f8ee3793,accused,Mysuru,2023
SYN-C-00668,PT-10494baa3134,accused,Bengaluru Urban,2020
SYN-C-00668,PT-a3a1a769f42a,accused,Bengaluru Urban,2020
SYN-C-00669,PT-eb7a4a05b25d,accused,Bengaluru Urban,2022
SYN-C-00669,PT-dda25d474407,accused,Bengaluru Urban,2022
SYN-C-00670,PT-522df7c77a92,accused,Bengaluru Urban,2022
SYN-C-00671,PT-d5044806dde5,accused,Bengaluru Urban,2019
SYN-C-00671,PT-7e9cbf1923c5,accused,Bengaluru Urban,2019
SYN-C-00672,PT-1ec6ba8b4de7,accused,Bengaluru Urban,2019
SYN-C-00672,PT-af2e2ab0750f,accused,Bengaluru Urban,2019
SYN-C-00672,PT-0dbdf05ff110,accused,Bengaluru Urban,2019
SYN-C-00673,PT-de1e2248d69d,accused,Mysuru,2021
SYN-C-00673,PT-54d049539abc,accused,Mysuru,2021
SYN-C-00673,PT-a1040ecb6a7a,accused,Mysuru,2021
SYN-C-00674,PT-e4180b2ab0c0,accused,Bengaluru Urban,2022
SYN-C-00674,PT-e7c57e2a29b1,accused,Bengaluru Urban,2022
SYN-C-00675,PT-fedcd92672e0,accused,Kalaburagi,2020
SYN-C-00676,PT-5de94cabb209,accused,Belagavi,2023
SYN-C-00676,PT-d7112a650916,accused,Belagavi,2023
SYN-C-00677,PT-5cafd20489f2,accused,Bengaluru Urban,2022
SYN-C-00677,PT-b64780068af4,accused,Bengaluru Urban,2022
SYN-C-00678,PT-b59000ba53ba,accused,Mysuru,2020
SYN-C-00679,PT-eb8133893722,accused,Mysuru,2020
SYN-C-00680,PT-2acb42d7b754,accused,Belagavi,2019
SYN-C-00680,PT-c57208206d9f,accused,Belagavi,2019
SYN-C-00681,PT-51e99929b1c8,accused,Bengaluru Urban,2022
SYN-C-00682,PT-a2905618c0df,accused,Bengaluru Urban,2021
SYN-C-00682,PT-3a35e9c21e2f,accused,Bengaluru Urban,2021
SYN-C-00682,PT-7d66b3014f29,accused,Bengaluru Urban,2021
SYN-C-00682,PT-8c4e19e6258e,accused,Bengaluru Urban,2021
SYN-C-00682,PT-e1cc5be000cd,accused,Bengaluru Urban,2021
SYN-C-00683,PT-f2a22a262b0a,accused,Bengaluru Urban,2023
SYN-C-00683,PT-247452f2f3ea,accused,Bengaluru Urban,2023
SYN-C-00684,PT-74382df4f4fe,accused,Belagavi,2023
SYN-C-00684,PT-d4b1e8f60dac,accused,Belagavi,2023
SYN-C-00685,PT-28af0254f395,accused,Bengaluru Urban,2020
SYN-C-00685,PT-d39246feacac,accused,Bengaluru Urban,2020
SYN-C-00685,PT-18ae01e96af8,accused,Bengaluru Urban,2020
SYN-C-00685,PT-02b367f8be2b,accused,Bengaluru Urban,2020
SYN-C-00686,PT-c1c73dae3c31,accused,Kalaburagi,2021
SYN-C-00687,PT-3b522dfb39c0,accused,Bengaluru Urban,2022
SYN-C-00687,PT-4d155ec4b92a,accused,Bengaluru Urban,2022
SYN-C-00688,PT-81bb22c729a8,accused,Bengaluru Urban,2022
SYN-C-00688,PT-afba87c08441,accused,Bengaluru Urban,2022
SYN-C-00688,PT-d3c9bbbea0fb,accused,Bengaluru Urban,2022
SYN-C-00689,PT-2614ebedf2e2,accused,Tumakuru,2022
SYN-C-00689,PT-c41cf6a7d900,accused,Tumakuru,2022
SYN-C-00690,PT-0435f6b8e428,accused,Bengaluru Urban,2020
SYN-C-00690,PT-55908fefd5ea,accused,Bengaluru Urban,2020
SYN-C-00691,PT-2acb42d7b754,accused,Belagavi,2022
SYN-C-00692,PT-9376a765c844,accused,Bengaluru Urban,2021
SYN-C-00693,PT-4af37ab1d69a,accused,Bengaluru Urban,2019
SYN-C-00693,PT-492631fe9758,accused,Bengaluru Urban,2019
SYN-C-00694,PT-d7f9760e3ac3,accused,Bengaluru Urban,2019
SYN-C-00694,PT-60b6ba673f67,accused,Bengaluru Urban,2019
SYN-C-00695,PT-e52d3cfe32f8,accused,Bengaluru Urban,2022
SYN-C-00696,PT-2751e3988b05,accused,Tumakuru,2020
SYN-C-00696,PT-d7bf9d657b43,accused,Tumakuru,2020
SYN-C-00697,PT-5672a1c2b536,accused,Bengaluru Urban,2022
SYN-C-00698,PT-3857532147a1,accused,Bengaluru Urban,2023
SYN-C-00699,PT-5229b5f8286f,accused,Bengaluru Urban,2020
SYN-C-00699,PT-f24fb3ce8339,accused,Bengaluru Urban,2020
SYN-C-00700,PT-065c6c97e4f6,accused,Bengaluru Urban,2022
SYN-C-00700,PT-7d525be5d865,accused,Bengaluru Urban,2022
SYN-C-00701,PT-077b4bf4429f,accused,Bengaluru Urban,2023
SYN-C-00702,PT-be54f14c4913,accused,Bengaluru Urban,2022
SYN-C-00703,PT-b0e480194dcc,accused,Kalaburagi,2020
SYN-C-00704,PT-04d236ef1c6f,accused,Bengaluru Urban,2022
SYN-C-00704,PT-84bb6c50bd0f,accused,Bengaluru Urban,2022
SYN-C-00705,PT-214e3c92df0b,accused,Bengaluru Urban,2019
SYN-C-00705,PT-1e2306d512b7,accused,Bengaluru Urban,2019
SYN-C-00706,PT-9433ee969974,accused,Bengaluru Urban,2022
SYN-C-00706,PT-903a401250b8,accused,Bengaluru Urban,2022
SYN-C-00707,PT-63b5053c06a5,accused,Bengaluru Urban,2022
SYN-C-00708,PT-13e1974702bc,accused,Bengaluru Urban,2019
SYN-C-00709,PT-367162bac28a,accused,Bengaluru Urban,2023
SYN-C-00709,PT-81a0a1e0e251,accused,Bengaluru Urban,2023
SYN-C-00710,PT-f83e5c311b82,accused,Kalaburagi,2022
SYN-C-00711,PT-c7d9a5908139,accused,Bengaluru Urban,2019
SYN-C-00712,PT-ffff5562a775,accused,Bengaluru Urban,2022
SYN-C-00713,PT-1978fd6a8894,accused,Bengaluru Urban,2023
SYN-C-00713,PT-12b8fc17062f,accused,Bengaluru Urban,2023
SYN-C-00714,PT-59e833332ecf,accused,Bengaluru Urban,2021
SYN-C-00714,PT-3d05a99082ff,accused,Bengaluru Urban,2021
SYN-C-00715,PT-41a877824618,accused,Bengaluru Urban,2020
SYN-C-00715,PT-21b2530f7420,accused,Bengaluru Urban,2020
SYN-C-00716,PT-cd95069de839,accused,Bengaluru Urban,2021
SYN-C-00716,PT-a4f80c63232a,accused,Bengaluru Urban,2021
SYN-C-00716,PT-ad24e2cd4ce9,accused,Bengaluru Urban,2021
SYN-C-00716,PT-8cc0461d343a,accused,Bengaluru Urban,2021
SYN-C-00717,PT-4eb0e680f450,accused,Bengaluru Urban,2022
SYN-C-00717,PT-42ccf4e9d5f8,accused,Bengaluru Urban,2022
SYN-C-00718,PT-3f413c8def94,accused,Bengaluru Urban,2023
SYN-C-00718,PT-c47338ce6539,accused,Bengaluru Urban,2023
SYN-C-00719,PT-bfc2991d30ed,accused,Bengaluru Urban,2022
SYN-C-00720,PT-2b25d56572e3,accused,Bengaluru Urban,2019
SYN-C-00720,PT-c8e0a3167530,accused,Bengaluru Urban,2019
SYN-C-00721,PT-dc01899f66bd,accused,Kalaburagi,2022
SYN-C-00721,PT-e3fb1d57151a,accused,Kalaburagi,2022
SYN-C-00721,PT-3578f97432e4,accused,Kalaburagi,2022
SYN-C-00722,PT-f8fe2b41893c,accused,Mysuru,2023
SYN-C-00722,PT-7457131d717d,accused,Mysuru,2023
SYN-C-00723,PT-fe8d9f0357fc,accused,Bengaluru Urban,2019
SYN-C-00723,PT-d1b8274740b5,accused,Bengaluru Urban,2019
SYN-C-00724,PT-2da87484ddd7,accused,Bengaluru Urban,2020
SYN-C-00725,PT-35bfecebaa8f,accused,Bengaluru Urban,2019
SYN-C-00726,PT-79551f719bbe,accused,Mysuru,2019
SYN-C-00727,PT-f8fe2b41893c,accused,Mysuru,2022
SYN-C-00728,PT-5e02a90356ca,accused,Belagavi,2022
SYN-C-00729,PT-1f76499c7e48,accused,Bengaluru Urban,2021
SYN-C-00730,PT-3c2de715d2d3,accused,Bengaluru Urban,2019
SYN-C-00730,PT-896c0dc9b563,accused,Bengaluru Urban,2019
SYN-C-00731,PT-c3cf9f330ef7,accused,Bengaluru Urban,2022
SYN-C-00732,PT-798113581640,accused,Mysuru,2023
SYN-C-00732,PT-078ed426739f,accused,Mysuru,2023
SYN-C-00733,PT-54361b68139d,accused,Belagavi,2023
SYN-C-00733,PT-b5cbc945cf24,accused,Belagavi,2023
SYN-C-00734,PT-c68f22759b7e,accused,Bengaluru Urban,2019
SYN-C-00734,PT-fe120d6b9d3d,accused,Bengaluru Urban,2019
SYN-C-00735,PT-8ebe3c2d0f57,accused,Bengaluru Urban,2022
SYN-C-00735,PT-0574388f45b8,accused,Bengaluru Urban,2022
SYN-C-00736,PT-90ae425417ee,accused,Bengaluru Urban,2022
SYN-C-00737,PT-48b4e5a16a3e,accused,Bengaluru Urban,2023
SYN-C-00737,PT-a4b736955318,accused,Bengaluru Urban,2023
SYN-C-00738,PT-18c835ad7ac1,accused,Bengaluru Urban,2021
SYN-C-00738,PT-9ffba8543ee3,accused,Bengaluru Urban,2021
SYN-C-00739,PT-764ccdcfc3f9,accused,Bengaluru Urban,2019
SYN-C-00740,PT-e0842dd20714,accused,Bengaluru Urban,2021
SYN-C-00741,PT-2751e3988b05,accused,Tumakuru,2022
SYN-C-00742,PT-729f4357af81,accused,Bengaluru Urban,2023
SYN-C-00742,PT-ce94a9df4d77,accused,Bengaluru Urban,2023
SYN-C-00743,PT-3c72e578663e,accused,Bengaluru Urban,2019
SYN-C-00743,PT-386cad7b03da,accused,Bengaluru Urban,2019
SYN-C-00743,PT-d96ae1e513fb,accused,Bengaluru Urban,2019
SYN-C-00743,PT-68e8ae1be44e,accused,Bengaluru Urban,2019
SYN-C-00743,PT-4779d0d40c87,accused,Bengaluru Urban,2019
SYN-C-00744,PT-b7564ccf5ad0,accused,Kalaburagi,2021
SYN-C-00745,PT-9005a51547a8,accused,Bengaluru Urban,2020
SYN-C-00746,PT-17d17d8ff9c5,accused,Bengaluru Urban,2023
SYN-C-00747,PT-54361b68139d,accused,Belagavi,2019
SYN-C-00747,PT-b9192db685d6,accused,Belagavi,2019
SYN-C-00748,PT-90360350169a,accused,Mysuru,2020
SYN-C-00748,PT-baf2a6d5236d,accused,Mysuru,2020
SYN-C-00749,PT-b90cf8f4e2ed,accused,Bengaluru Urban,2019
SYN-C-00749,PT-7bf5846f07b2,accused,Bengaluru Urban,2019
SYN-C-00750,PT-d61f8bc55b4c,accused,Bengaluru Urban,2022
SYN-C-00750,PT-ea17a783767d,accused,Bengaluru Urban,2022
SYN-C-00750,PT-0d74a50bebed,accused,Bengaluru Urban,2022
SYN-C-00751,PT-632f148bec27,accused,Bengaluru Urban,2023
SYN-C-00751,PT-08fd9fe6fce3,accused,Bengaluru Urban,2023
SYN-C-00752,PT-8b24fab03b59,accused,Bengaluru Urban,2022
SYN-C-00752,PT-3f1ca595e0a5,accused,Bengaluru Urban,2022
SYN-C-00753,PT-e62bdd599eb1,accused,Bengaluru Urban,2019
SYN-C-00753,PT-278861a32f2f,accused,Bengaluru Urban,2019
SYN-C-00754,PT-ac320ac674a6,accused,Bengaluru Urban,2019
SYN-C-00754,PT-533c8277cb58,accused,Bengaluru Urban,2019
SYN-C-00755,PT-53711f4e8112,accused,Bengaluru Urban,2020
SYN-C-00755,PT-f1db8548a796,accused,Bengaluru Urban,2020
SYN-C-00756,PT-3fdf7634756c,accused,Belagavi,2022
SYN-C-00757,PT-3de90abd7ab4,accused,Bengaluru Urban,2019
SYN-C-00757,PT-021bf57ac900,accused,Bengaluru Urban,2019
SYN-C-00758,PT-7c066ae73ef1,accused,Bengaluru Urban,2019
SYN-C-00758,PT-2132453f6c8a,accused,Bengaluru Urban,2019
SYN-C-00758,PT-bf05d83db6d5,accused,Bengaluru Urban,2019
SYN-C-00759,PT-45937fd0e0ca,accused,Bengaluru Urban,2022
SYN-C-00759,PT-bb501e0a82e8,accused,Bengaluru Urban,2022
SYN-C-00760,PT-3d7a2e052730,accused,Bengaluru Urban,2021
SYN-C-00761,PT-88fcdf2d7557,accused,Bengaluru Urban,2022
SYN-C-00762,PT-2daee0a60624,accused,Bengaluru Urban,2020
SYN-C-00763,PT-66f55ef2b7ab,accused,Belagavi,2021
SYN-C-00764,PT-4cdc5d62eb31,accused,Bengaluru Urban,2021
SYN-C-00764,PT-e2dfc8e0cf1e,accused,Bengaluru Urban,2021
SYN-C-00765,PT-548a3ab409a0,accused,Bengaluru Urban,2023
SYN-C-00765,PT-da448d053bd2,accused,Bengaluru Urban,2023
SYN-C-00766,PT-456a4fcbcb8e,accused,Bengaluru Urban,2020
SYN-C-00766,PT-b55a75cd1531,accused,Bengaluru Urban,2020
SYN-C-00766,PT-8480cfa4d179,accused,Bengaluru Urban,2020
SYN-C-00766,PT-e0d8304b62c4,accused,Bengaluru Urban,2020
SYN-C-00766,PT-75243bd6afed,accused,Bengaluru Urban,2020
SYN-C-00767,PT-59a716b2bb43,accused,Bengaluru Urban,2021
SYN-C-00768,PT-0f17a07b4b9e,accused,Bengaluru Urban,2023
SYN-C-00769,PT-e55e49232e6d,accused,Bengaluru Urban,2021
SYN-C-00769,PT-1cdd5145e212,accused,Bengaluru Urban,2021
SYN-C-00770,PT-798113581640,accused,Mysuru,2021
SYN-C-00771,PT-f8fe2b41893c,accused,Mysuru,2022
SYN-C-00771,PT-19779bc5d1c0,accused,Mysuru,2022
SYN-C-00772,PT-d2edf6c099f4,accused,Bengaluru Urban,2020
SYN-C-00773,PT-e964c3e992a7,accused,Bengaluru Urban,2023
SYN-C-00774,PT-e5494fef924e,accused,Bengaluru Urban,2020
SYN-C-00774,PT-7232081ba222,accused,Bengaluru Urban,2020
SYN-C-00775,PT-449ee70fba1f,accused,Bengaluru Urban,2019
SYN-C-00775,PT-739d3094b7db,accused,Bengaluru Urban,2019
SYN-C-00776,PT-7fc7aec1226a,accused,Bengaluru Urban,2021
SYN-C-00777,PT-64fa338621a2,accused,Bengaluru Urban,2023
SYN-C-00777,PT-3ecfa814522c,accused,Bengaluru Urban,2023
SYN-C-00777,PT-4329751fd429,accused,Bengaluru Urban,2023
SYN-C-00778,PT-f8fe2b41893c,accused,Mysuru,2023
SYN-C-00778,PT-53fb3c418f3b,accused,Mysuru,2023
SYN-C-00779,PT-0439a86a7048,accused,Bengaluru Urban,2019
SYN-C-00779,PT-7eafeb2c1f1a,accused,Bengaluru Urban,2019
SYN-C-00780,PT-9dcc9e33cb23,accused,Bengaluru Urban,2023
SYN-C-00780,PT-528d656dbada,accused,Bengaluru Urban,2023
SYN-C-00781,PT-a7f957bd26a8,accused,Bengaluru Urban,2022
SYN-C-00782,PT-5733f8d00a9e,accused,Bengaluru Urban,2019
SYN-C-00783,PT-2c0a57b72c4d,accused,Tumakuru,2022
SYN-C-00784,PT-b5593c077c48,accused,Bengaluru Urban,2023
SYN-C-00785,PT-85f79a65db12,accused,Bengaluru Urban,2019
SYN-C-00785,PT-2276af33e8bc,accused,Bengaluru Urban,2019
SYN-C-00786,PT-de1e2248d69d,accused,Mysuru,2022
SYN-C-00786,PT-eb8133893722,accused,Mysuru,2022
SYN-C-00786,PT-9881fc59186c,accused,Mysuru,2022
SYN-C-00786,PT-fee4b42d0eed,accused,Mysuru,2022
SYN-C-00787,PT-df65cb774642,accused,Bengaluru Urban,2019
SYN-C-00788,PT-9b5004a7df01,accused,Bengaluru Urban,2019
SYN-C-00789,PT-aefaf982824e,accused,Bengaluru Urban,2021
SYN-C-00790,PT-a6a72876e7f1,accused,Tumakuru,2019
SYN-C-00791,PT-1434d566bb15,accused,Belagavi,2021
SYN-C-00792,PT-74cd78221453,accused,Mysuru,2022
SYN-C-00792,PT-0c7398e36667,accused,Mysuru,2022
SYN-C-00793,PT-799b601606f4,accused,Bengaluru Urban,2023
SYN-C-00793,PT-42f0b588a03f,accused,Bengaluru Urban,2023
SYN-C-00794,PT-74382df4f4fe,accused,Belagavi,2023
SYN-C-00795,PT-f33bcb849e81,accused,Bengaluru Urban,2022
SYN-C-00796,PT-5636a6025db0,accused,Bengaluru Urban,2022
SYN-C-00796,PT-93c07949545b,accused,Bengaluru Urban,2022
SYN-C-00796,PT-b39db5d8ae1a,accused,Bengaluru Urban,2022
SYN-C-00797,PT-2dbfafd6b158,accused,Bengaluru Urban,2022
SYN-C-00797,PT-eb06bbe1f2df,accused,Bengaluru Urban,2022
SYN-C-00798,PT-a0125c9d2fcf,accused,Bengaluru Urban,2023
SYN-C-00799,PT-670f7c89dcd8,accused,Bengaluru Urban,2023
SYN-C-00800,PT-48db25cbb1fa,accused,Tumakuru,2023
SYN-C-00800,PT-b4c0feed7181,accused,Tumakuru,2023
SYN-C-00801,PT-dc62407ce9dd,accused,Bengaluru Urban,2019
SYN-C-00802,PT-559f29e155c4,accused,Kalaburagi,2021
SYN-C-00803,PT-abde8597350d,accused,Bengaluru Urban,2021
SYN-C-00803,PT-f0b88bae5a08,accused,Bengaluru Urban,2021
SYN-C-00804,PT-acb5b3389a78,accused,Bengaluru Urban,2023
SYN-C-00805,PT-d2d410b2b20e,accused,Mysuru,2021
SYN-C-00805,PT-f29178aa237f,accused,Mysuru,2021
SYN-C-00806,PT-3933e8d1e2fd,accused,Tumakuru,2023
SYN-C-00807,PT-7b26d130a7e4,accused,Bengaluru Urban,2020
SYN-C-00807,PT-ff58852c5d17,accused,Bengaluru Urban,2020
SYN-C-00808,PT-c6250588376f,accused,Bengaluru Urban,2022
SYN-C-00808,PT-89aa754c2485,accused,Bengaluru Urban,2022
SYN-C-00808,PT-3c00297c9825,accused,Bengaluru Urban,2022
SYN-C-00809,PT-0c933082a113,accused,Tumakuru,2019
SYN-C-00809,PT-e906200d2c75,accused,Tumakuru,2019
SYN-C-00810,PT-85b6ea194dbe,accused,Tumakuru,2019
SYN-C-00811,PT-3f76ab281dd5,accused,Bengaluru Urban,2021
SYN-C-00811,PT-6f94f46fb79d,accused,Bengaluru Urban,2021
SYN-C-00811,PT-7c6f327d768f,accused,Bengaluru Urban,2021
SYN-C-00812,PT-fba75c7dd82c,accused,Tumakuru,2019
SYN-C-00812,PT-1d7468f79e06,accused,Tumakuru,2019
SYN-C-00813,PT-9a745c88d801,accused,Bengaluru Urban,2021
SYN-C-00813,PT-618f0bd824aa,accused,Bengaluru Urban,2021
SYN-C-00814,PT-d2d478215095,accused,Bengaluru Urban,2021
SYN-C-00814,PT-84f3b0ac4393,accused,Bengaluru Urban,2021
SYN-C-00814,PT-333311adff7b,accused,Bengaluru Urban,2021
SYN-C-00814,PT-e3b475e80d6a,accused,Bengaluru Urban,2021
SYN-C-00815,PT-dcb297b17853,accused,Bengaluru Urban,2023
SYN-C-00815,PT-8704e4b10bca,accused,Bengaluru Urban,2023
SYN-C-00816,PT-8a30038b8e75,accused,Bengaluru Urban,2022
SYN-C-00816,PT-3815c5a7adff,accused,Bengaluru Urban,2022
SYN-C-00817,PT-cf114f7d179b,accused,Bengaluru Urban,2021
SYN-C-00818,PT-bf69cf2e4bd4,accused,Bengaluru Urban,2021
SYN-C-00819,PT-b94e11822b89,accused,Bengaluru Urban,2021
SYN-C-00820,PT-9ed35fa5c397,accused,Bengaluru Urban,2019
SYN-C-00820,PT-c05935e41428,accused,Bengaluru Urban,2019
SYN-C-00821,PT-3fdf7634756c,accused,Belagavi,2023
SYN-C-00822,PT-4e95346540cf,accused,Bengaluru Urban,2023
SYN-C-00823,PT-ab3fb17019df,accused,Bengaluru Urban,2022
SYN-C-00824,PT-027b19dc4502,accused,Bengaluru Urban,2023
SYN-C-00824,PT-ca8ea5a965f6,accused,Bengaluru Urban,2023
SYN-C-00825,PT-4e7a5cd695dd,accused,Kalaburagi,2020
SYN-C-00825,PT-de7968c9fb4d,accused,Kalaburagi,2020
SYN-C-00826,PT-d1acff2e1f0d,accused,Bengaluru Urban,2020
SYN-C-00826,PT-b3bd627652d0,accused,Bengaluru Urban,2020
SYN-C-00827,PT-d3b91d328e6c,accused,Bengaluru Urban,2020
SYN-C-00827,PT-91d840559122,accused,Bengaluru Urban,2020
SYN-C-00828,PT-3509f53ee7f2,accused,Bengaluru Urban,2020
SYN-C-00829,PT-72d35f57a8dd,accused,Bengaluru Urban,2020
SYN-C-00829,PT-5c079976bff0,accused,Bengaluru Urban,2020
SYN-C-00830,PT-b82518d44453,accused,Bengaluru Urban,2023
SYN-C-00831,PT-a84381582480,accused,Bengaluru Urban,2021
SYN-C-00831,PT-13a20b704d11,accused,Bengaluru Urban,2021
SYN-C-00831,PT-ead78b79d89f,accused,Bengaluru Urban,2021
SYN-C-00831,PT-d4767357e412,accused,Bengaluru Urban,2021
SYN-C-00832,PT-5a1e7edefef7,accused,Bengaluru Urban,2020
SYN-C-00832,PT-b6d5a7880279,accused,Bengaluru Urban,2020
SYN-C-00833,PT-36c842c278ae,accused,Bengaluru Urban,2023
SYN-C-00834,PT-da31e50db577,accused,Bengaluru Urban,2019
SYN-C-00834,PT-c46491d54d30,accused,Bengaluru Urban,2019
SYN-C-00835,PT-e67b40a29db9,accused,Bengaluru Urban,2019
SYN-C-00836,PT-74fdb740b87c,accused,Bengaluru Urban,2023
SYN-C-00836,PT-fb41ea7e2c00,accused,Bengaluru Urban,2023
SYN-C-00837,PT-62851c928c6b,accused,Bengaluru Urban,2023
SYN-C-00837,PT-33373c3cb0be,accused,Bengaluru Urban,2023
SYN-C-00838,PT-821303c8731d,accused,Bengaluru Urban,2020
SYN-C-00839,PT-fa9d6ab4bdd2,accused,Bengaluru Urban,2023
SYN-C-00839,PT-22fbcde7f014,accused,Bengaluru Urban,2023
SYN-C-00840,PT-a8d63838bf82,accused,Belagavi,2021
SYN-C-00840,PT-ee108c7328f7,accused,Belagavi,2021
SYN-C-00841,PT-069c619d16bb,accused,Bengaluru Urban,2021
SYN-C-00841,PT-b2905e6fdd2b,accused,Bengaluru Urban,2021
SYN-C-00842,PT-25340e985887,accused,Bengaluru Urban,2022
SYN-C-00842,PT-4a72206d3728,accused,Bengaluru Urban,2022
SYN-C-00843,PT-b149e51f2f45,accused,Bengaluru Urban,2020
SYN-C-00844,PT-0c8189930a54,accused,Bengaluru Urban,2021
SYN-C-00844,PT-6f806bd1c220,accused,Bengaluru Urban,2021
SYN-C-00845,PT-c68fc155f48d,accused,Bengaluru Urban,2023
SYN-C-00845,PT-0b050480bf7a,accused,Bengaluru Urban,2023
SYN-C-00846,PT-ba0540c4580a,accused,Bengaluru Urban,2022
SYN-C-00847,PT-08365cc0f7c1,accused,Bengaluru Urban,2019
SYN-C-00848,PT-3af82809d305,accused,Bengaluru Urban,2023
SYN-C-00849,PT-109270f853ff,accused,Bengaluru Urban,2019
SYN-C-00850,PT-2614ebedf2e2,accused,Tumakuru,2022
SYN-C-00850,PT-cf530da6d39a,accused,Tumakuru,2022
SYN-C-00851,PT-98927b86de45,accused,Bengaluru Urban,2019
SYN-C-00851,PT-08fd9fe6fce3,accused,Bengaluru Urban,2019
SYN-C-00852,PT-a04c716a7fd5,accused,Bengaluru Urban,2020
SYN-C-00853,PT-b581cb65740a,accused,Bengaluru Urban,2019
SYN-C-00853,PT-f64e6f357032,accused,Bengaluru Urban,2019
SYN-C-00854,PT-fdb71087e858,accused,Tumakuru,2023
SYN-C-00855,PT-55b1d887b212,accused,Bengaluru Urban,2020
SYN-C-00855,PT-e8a2b4fa7599,accused,Bengaluru Urban,2020
SYN-C-00856,PT-194854c81b6e,accused,Bengaluru Urban,2023
SYN-C-00856,PT-9efa7e815a79,accused,Bengaluru Urban,2023
SYN-C-00857,PT-18f058b63bed,accused,Tumakuru,2023
SYN-C-00857,PT-607bfd9eb7ba,accused,Tumakuru,2023
SYN-C-00858,PT-2614ebedf2e2,accused,Tumakuru,2020
SYN-C-00859,PT-68a98e45f4ee,accused,Belagavi,2022
SYN-C-00859,PT-91c8fac051ef,accused,Belagavi,2022
SYN-C-00859,PT-97b8d3bac23e,accused,Belagavi,2022
SYN-C-00860,PT-cec21e06075d,accused,Bengaluru Urban,2022
SYN-C-00860,PT-0783ad581ca5,accused,Bengaluru Urban,2022
SYN-C-00861,PT-c7551beba03d,accused,Bengaluru Urban,2023
SYN-C-00861,PT-1368587a4fd3,accused,Bengaluru Urban,2023
SYN-C-00862,PT-b576c4941e70,accused,Bengaluru Urban,2023
SYN-C-00862,PT-315a24e6a6ad,accused,Bengaluru Urban,2023
SYN-C-00863,PT-ee7a4068d396,accused,Bengaluru Urban,2021
SYN-C-00863,PT-53f441153f7b,accused,Bengaluru Urban,2021
SYN-C-00864,PT-18ea580bf6a0,accused,Bengaluru Urban,2020
SYN-C-00864,PT-3f0dcf90d001,accused,Bengaluru Urban,2020
SYN-C-00865,PT-1434d566bb15,accused,Belagavi,2019
SYN-C-00866,PT-b7f9364954f9,accused,Belagavi,2021
SYN-C-00866,PT-330ff6f0d7ee,accused,Belagavi,2021
SYN-C-00867,PT-8cacec3bbb38,accused,Bengaluru Urban,2022
SYN-C-00867,PT-63b3897f77df,accused,Bengaluru Urban,2022
SYN-C-00868,PT-1c101503c329,accused,Bengaluru Urban,2019
SYN-C-00868,PT-88d50812935f,accused,Bengaluru Urban,2019
SYN-C-00869,PT-ea16bede3237,accused,Bengaluru Urban,2019
SYN-C-00869,PT-a44b37948864,accused,Bengaluru Urban,2019
SYN-C-00870,PT-f0624860b900,accused,Bengaluru Urban,2021
SYN-C-00870,PT-a7220456277a,accused,Bengaluru Urban,2021
SYN-C-00870,PT-00163425e99a,accused,Bengaluru Urban,2021
SYN-C-00871,PT-381dec11f28d,accused,Belagavi,2023
SYN-C-00872,PT-491e4bb95e4d,accused,Belagavi,2021
SYN-C-00872,PT-8a253636591f,accused,Belagavi,2021
SYN-C-00873,PT-83fbfd98932b,accused,Mysuru,2023
SYN-C-00874,PT-3f4cc1d1d7a6,accused,Bengaluru Urban,2021
SYN-C-00875,PT-32b98b872dfa,accused,Bengaluru Urban,2019
SYN-C-00876,PT-a754278c4147,accused,Bengaluru Urban,2023
SYN-C-00876,PT-6e29a2451f09,accused,Bengaluru Urban,2023
SYN-C-00877,PT-66f55ef2b7ab,accused,Belagavi,2019
SYN-C-00878,PT-eb28586e74f4,accused,Bengaluru Urban,2020
SYN-C-00879,PT-2fecdf36adc3,accused,Tumakuru,2021
SYN-C-00879,PT-162199850585,accused,Tumakuru,2021
SYN-C-00880,PT-f8fe2b41893c,accused,Mysuru,2021
SYN-C-00880,PT-1dea73d4a7db,accused,Mysuru,2021
SYN-C-00881,PT-01fa09f7c147,accused,Bengaluru Urban,2023
SYN-C-00881,PT-27cedbb91f56,accused,Bengaluru Urban,2023
SYN-C-00882,PT-68b28a1e245f,accused,Bengaluru Urban,2019
SYN-C-00883,PT-8831ec7573d7,accused,Bengaluru Urban,2020
