src,dst,edge_type,case_id
SYN-P-00554,SYN-P-00660,co_accused,SYN-C-01138
SYN-P-00752,SYN-P-00660,co_accused,SYN-C-01138
SYN-P-00407,SYN-P-01078,co_accused,SYN-C-01139
SYN-P-01706,SYN-P-00394,co_accused,SYN-C-01140
SYN-P-00996,SYN-P-01617,co_accused,SYN-C-01142
SYN-P-00996,SYN-P-00697,co_accused,SYN-C-01142
SYN-P-01617,SYN-P-00697,co_accused,SYN-C-01142
SYN-P-01782,SYN-P-01772,co_accused,SYN-C-01143
SYN-P-00716,SYN-P-00154,co_accused,SYN-C-01144
SYN-P-00196,SYN-P-00193,co_accused,SYN-C-01145
SYN-P-00280,SYN-P-01660,co_accused,SYN-C-01146
SYN-P-00326,SYN-P-01462,co_accused,SYN-C-01148
SYN-P-00878,SYN-P-01481,co_accused,SYN-C-01150
SYN-P-01030,SYN-P-00587,co_accused,SYN-C-01151
SYN-P-01511,SYN-P-00377,co_accused,SYN-C-01153
SYN-P-00670,SYN-P-00384,co_accused,SYN-C-01154
SYN-P-01820,SYN-P-01901,co_accused,SYN-C-01156
SYN-P-01140,SYN-P-01467,co_accused,SYN-C-01157
SYN-P-01140,SYN-P-01806,co_accused,SYN-C-01157
SYN-P-01140,SYN-P-00934,co_accused,SYN-C-01157
SYN-P-01467,SYN-P-01806,co_accused,SYN-C-01157
SYN-P-01467,SYN-P-00934,co_accused,SYN-C-01157
SYN-P-01806,SYN-P-00934,co_accused,SYN-C-01157
SYN-P-00585,SYN-P-01150,co_accused,SYN-C-01159
SYN-P-01054,SYN-P-00515,co_accused,SYN-C-01160
SYN-P-01511,SYN-P-00550,co_accused,SYN-C-01162
SYN-P-01514,SYN-P-00819,co_accused,SYN-C-01163
SYN-P-00610,SYN-P-01565,co_accused,SYN-C-01164
SYN-P-00610,SYN-P-00811,co_accused,SYN-C-01164
SYN-P-00610,SYN-P-00521,co_accused,SYN-C-01164
SYN-P-01565,SYN-P-00811,co_accused,SYN-C-01164
SYN-P-01565,SYN-P-00521,co_accused,SYN-C-01164
SYN-P-00811,SYN-P-00521,co_accused,SYN-C-01164
SYN-P-00230,SYN-P-01836,co_accused,SYN-C-01165
SYN-P-01832,SYN-P-00236,co_accused,SYN-C-01167
SYN-P-01832,SYN-P-00349,co_accused,SYN-C-01167
SYN-P-00236,SYN-P-00349,co_accused,SYN-C-01167
SYN-P-00679,SYN-P-01076,co_accused,SYN-C-01169
SYN-P-00470,SYN-P-00672,co_accused,SYN-C-01170
SYN-P-00124,SYN-P-00094,co_accused,SYN-C-01171
SYN-P-00988,SYN-P-01667,co_accused,SYN-C-01174
SYN-P-01312,SYN-P-00131,co_accused,SYN-C-01176
SYN-P-01312,SYN-P-01341,co_accused,SYN-C-01176
SYN-P-01312,SYN-P-00082,co_accused,SYN-C-01176
SYN-P-00131,SYN-P-01341,co_accused,SYN-C-01176
SYN-P-00131,SYN-P-00082,co_accused,SYN-C-01176
SYN-P-01341,SYN-P-00082,co_accused,SYN-C-01176
SYN-P-00063,SYN-P-00165,co_accused,SYN-C-01177
SYN-P-00063,SYN-P-01027,co_accused,SYN-C-01177
SYN-P-00063,SYN-P-00801,co_accused,SYN-C-01177
SYN-P-00165,SYN-P-01027,co_accused,SYN-C-01177
SYN-P-00165,SYN-P-00801,co_accused,SYN-C-01177
SYN-P-01027,SYN-P-00801,co_accused,SYN-C-01177
SYN-P-01196,SYN-P-01470,co_accused,SYN-C-01179
SYN-P-01196,SYN-P-01798,co_accused,SYN-C-01179
SYN-P-01196,SYN-P-01292,co_accused,SYN-C-01179
SYN-P-01470,SYN-P-01798,co_accused,SYN-C-01179
SYN-P-01470,SYN-P-01292,co_accused,SYN-C-01179
SYN-P-01798,SYN-P-01292,co_accused,SYN-C-01179
SYN-P-00085,SYN-P-01657,co_accused,SYN-C-01180
SYN-P-00707,SYN-P-01610,co_accused,SYN-C-01181
SYN-P-00704,SYN-P-01633,co_accused,SYN-C-01182
SYN-P-00555,SYN-P-01163,co_accused,SYN-C-01183
SYN-P-00228,SYN-P-00502,co_accused,SYN-C-01185
SYN-P-01299,SYN-P-01463,co_accused,SYN-C-01186
SYN-P-00250,SYN-P-01277,co_accused,SYN-C-01188
SYN-P-00295,SYN-P-01237,co_accused,SYN-C-01189
SYN-P-00295,SYN-P-01583,co_accused,SYN-C-01189
SYN-P-01237,SYN-P-01583,co_accused,SYN-C-01189
SYN-P-00171,SYN-P-00252,co_accused,SYN-C-01192
SYN-P-01328,SYN-P-00217,co_accused,SYN-C-01193
SYN-P-00205,SYN-P-00886,co_accused,SYN-C-01194
SYN-P-00761,SYN-P-01180,co_accused,SYN-C-01195
SYN-P-01580,SYN-P-00994,co_accused,SYN-C-01197
SYN-P-01758,SYN-P-00613,co_accused,SYN-C-01198
SYN-P-01758,SYN-P-01186,co_accused,SYN-C-01198
SYN-P-00613,SYN-P-01186,co_accused,SYN-C-01198
SYN-P-01638,SYN-P-00263,co_accused,SYN-C-01199
SYN-P-01455,SYN-P-01034,co_accused,SYN-C-01206
SYN-P-01455,SYN-P-01444,co_accused,SYN-C-01206
SYN-P-01455,SYN-P-01504,co_accused,SYN-C-01206
SYN-P-01455,SYN-P-00361,co_accused,SYN-C-01206
SYN-P-01455,SYN-P-00932,co_accused,SYN-C-01206
SYN-P-01034,SYN-P-01444,co_accused,SYN-C-01206
SYN-P-01034,SYN-P-01504,co_accused,SYN-C-01206
SYN-P-01034,SYN-P-00361,co_accused,SYN-C-01206
SYN-P-01034,SYN-P-00932,co_accused,SYN-C-01206
SYN-P-01444,SYN-P-01504,co_accused,SYN-C-01206
SYN-P-01444,SYN-P-00361,co_accused,SYN-C-01206
SYN-P-01444,SYN-P-00932,co_accused,SYN-C-01206
SYN-P-01504,SYN-P-00361,co_accused,SYN-C-01206
SYN-P-01504,SYN-P-00932,co_accused,SYN-C-01206
SYN-P-00361,SYN-P-00932,co_accused,SYN-C-01206
SYN-P-01400,SYN-P-01562,co_accused,SYN-C-01207
SYN-P-01400,SYN-P-01094,co_accused,SYN-C-01207
SYN-P-01562,SYN-P-01094,co_accused,SYN-C-01207
SYN-P-01319,SYN-P-01814,co_accused,SYN-C-01208
SYN-P-01223,SYN-P-00883,co_accused,SYN-C-01209
SYN-P-01223,SYN-P-00249,co_accused,SYN-C-01209
SYN-P-00883,SYN-P-00249,co_accused,SYN-C-01209
SYN-P-01770,SYN-P-00648,co_accused,SYN-C-01211
SYN-P-01174,SYN-P-01430,co_accused,SYN-C-01213
SYN-P-01764,SYN-P-00753,co_accused,SYN-C-01215
SYN-P-00397,SYN-P-01416,co_accused,SYN-C-01216
SYN-P-01054,SYN-P-00442,co_accused,SYN-C-01217
SYN-P-00686,SYN-P-01678,co_accused,SYN-C-01220
SYN-P-00339,SYN-P-00973,co_accused,SYN-C-01221
SYN-P-01225,SYN-P-01242,co_accused,SYN-C-01222
SYN-P-00363,SYN-P-01631,co_accused,SYN-C-01229
SYN-P-00291,SYN-P-01550,co_accused,SYN-C-01232
SYN-P-00291,SYN-P-00732,co_accused,SYN-C-01232
SYN-P-00291,SYN-P-01189,co_accused,SYN-C-01232
SYN-P-01550,SYN-P-00732,co_accused,SYN-C-01232
SYN-P-01550,SYN-P-01189,co_accused,SYN-C-01232
SYN-P-00732,SYN-P-01189,co_accused,SYN-C-01232
SYN-P-00901,SYN-P-01534,co_accused,SYN-C-01237
SYN-P-00025,SYN-P-00282,co_accused,SYN-C-01242
SYN-P-00025,SYN-P-00629,co_accused,SYN-C-01242
SYN-P-00282,SYN-P-00629,co_accused,SYN-C-01242
SYN-P-01800,SYN-P-01287,co_accused,SYN-C-01243
SYN-P-00763,SYN-P-00478,co_accused,SYN-C-01244
SYN-P-00414,SYN-P-01896,co_accused,SYN-C-01245
SYN-P-00164,SYN-P-00558,co_accused,SYN-C-01246
SYN-P-00368,SYN-P-01460,co_accused,SYN-C-01247
SYN-P-00745,SYN-P-01525,co_accused,SYN-C-01248
SYN-P-01148,SYN-P-01392,co_accused,SYN-C-01249
SYN-P-01783,SYN-P-00668,co_accused,SYN-C-01251
SYN-P-01800,SYN-P-01584,co_accused,SYN-C-01253
SYN-P-00255,SYN-P-00850,co_accused,SYN-C-01255
SYN-P-00400,SYN-P-00571,co_accused,SYN-C-01256
SYN-P-00854,SYN-P-00498,co_accused,SYN-C-01258
SYN-P-01049,SYN-P-00481,co_accused,SYN-C-01259
SYN-P-00222,SYN-P-00905,co_accused,SYN-C-01260
SYN-P-01397,SYN-P-00241,co_accused,SYN-C-01262
SYN-P-01740,SYN-P-01557,co_accused,SYN-C-01265
SYN-P-00020,SYN-P-00043,co_accused,SYN-C-01266
SYN-P-01778,SYN-P-01867,co_accused,SYN-C-01268
SYN-P-00947,SYN-P-00743,co_accused,SYN-C-01270
SYN-P-00330,SYN-P-01062,co_accused,SYN-C-01271
SYN-P-00115,SYN-P-01108,co_accused,SYN-C-01272
SYN-P-00207,SYN-P-00867,co_accused,SYN-C-01278
SYN-P-00207,SYN-P-01727,co_accused,SYN-C-01278
SYN-P-00207,SYN-P-01421,co_accused,SYN-C-01278
SYN-P-00207,SYN-P-01699,co_accused,SYN-C-01278
SYN-P-00207,SYN-P-00060,co_accused,SYN-C-01278
SYN-P-00207,SYN-P-00705,co_accused,SYN-C-01278
SYN-P-00867,SYN-P-01727,co_accused,SYN-C-01278
SYN-P-00867,SYN-P-01421,co_accused,SYN-C-01278
SYN-P-00867,SYN-P-01699,co_accused,SYN-C-01278
SYN-P-00867,SYN-P-00060,co_accused,SYN-C-01278
SYN-P-00867,SYN-P-00705,co_accused,SYN-C-01278
SYN-P-01727,SYN-P-01421,co_accused,SYN-C-01278
SYN-P-01727,SYN-P-01699,co_accused,SYN-C-01278
SYN-P-01727,SYN-P-00060,co_accused,SYN-C-01278
SYN-P-01727,SYN-P-00705,co_accused,SYN-C-01278
SYN-P-01421,SYN-P-01699,co_accused,SYN-C-01278
SYN-P-01421,SYN-P-00060,co_accused,SYN-C-01278
SYN-P-01421,SYN-P-00705,co_accused,SYN-C-01278
SYN-P-01699,SYN-P-00060,co_accused,SYN-C-01278
SYN-P-01699,SYN-P-00705,co_accused,SYN-C-01278
SYN-P-00060,SYN-P-00705,co_accused,SYN-C-01278
SYN-P-01435,SYN-P-00656,co_accused,SYN-C-01280
SYN-P-00967,SYN-P-01311,co_accused,SYN-C-01283
SYN-P-00619,SYN-P-00762,co_accused,SYN-C-01284
SYN-P-00574,SYN-P-01623,co_accused,SYN-C-01289
SYN-P-00740,SYN-P-01665,co_accused,SYN-C-01291
SYN-P-00741,SYN-P-00691,co_accused,SYN-C-01292
SYN-P-00741,SYN-P-01379,co_accused,SYN-C-01292
SYN-P-00691,SYN-P-01379,co_accused,SYN-C-01292
SYN-P-01049,SYN-P-00262,co_accused,SYN-C-01293
SYN-P-00958,SYN-P-01368,co_accused,SYN-C-01294
SYN-P-00822,SYN-P-00849,co_accused,SYN-C-01295
SYN-P-00341,SYN-P-00373,co_accused,SYN-C-01297
SYN-P-01415,SYN-P-01272,co_accused,SYN-C-01298
SYN-P-01137,SYN-P-01288,co_accused,SYN-C-01299
SYN-P-01177,SYN-P-01383,co_accused,SYN-C-01300
SYN-P-00853,SYN-P-00791,co_accused,SYN-C-01301
SYN-P-00949,SYN-P-00960,co_accused,SYN-C-01302
SYN-P-00441,SYN-P-00465,co_accused,SYN-C-01303
SYN-P-01800,SYN-P-01789,co_accused,SYN-C-01306
SYN-P-00228,SYN-P-01691,co_accused,SYN-C-01307
SYN-P-00228,SYN-P-01776,co_accused,SYN-C-01307
SYN-P-00228,SYN-P-00356,co_accused,SYN-C-01307
SYN-P-01691,SYN-P-01776,co_accused,SYN-C-01307
SYN-P-01691,SYN-P-00356,co_accused,SYN-C-01307
SYN-P-01776,SYN-P-00356,co_accused,SYN-C-01307
SYN-P-00211,SYN-P-00228,co_accused,SYN-C-01308
SYN-P-00211,SYN-P-00729,co_accused,SYN-C-01308
SYN-P-00211,SYN-P-01734,co_accused,SYN-C-01308
SYN-P-00228,SYN-P-00729,co_accused,SYN-C-01308
SYN-P-00228,SYN-P-01734,co_accused,SYN-C-01308
SYN-P-00729,SYN-P-01734,co_accused,SYN-C-01308
SYN-P-00405,SYN-P-00317,co_accused,SYN-C-01309
SYN-P-01297,SYN-P-01779,co_accused,SYN-C-01311
SYN-P-00422,SYN-P-00826,co_accused,SYN-C-01312
SYN-P-00506,SYN-P-00536,co_accused,SYN-C-01313
SYN-P-01588,SYN-P-00802,co_accused,SYN-C-01315
SYN-P-01309,SYN-P-01029,co_accused,SYN-C-01317
SYN-P-01309,SYN-P-00569,co_accused,SYN-C-01317
SYN-P-01029,SYN-P-00569,co_accused,SYN-C-01317
SYN-P-01229,SYN-P-00403,co_accused,SYN-C-01318
SYN-P-00941,SYN-P-01351,co_accused,SYN-C-01319
SYN-P-00666,SYN-P-01544,co_accused,SYN-C-01325
SYN-P-00864,SYN-P-00119,co_accused,SYN-C-01327
SYN-P-00864,SYN-P-00183,co_accused,SYN-C-01327
SYN-P-00119,SYN-P-00183,co_accused,SYN-C-01327
SYN-P-00524,SYN-P-01465,co_accused,SYN-C-01329
SYN-P-01056,SYN-P-01524,co_accused,SYN-C-01330
SYN-P-00036,SYN-P-00695,co_accused,SYN-C-01336
SYN-P-00915,SYN-P-01122,co_accused,SYN-C-01339
SYN-P-01061,SYN-P-01834,co_accused,SYN-C-01341
SYN-P-00499,SYN-P-00609,co_accused,SYN-C-01345
SYN-P-00499,SYN-P-01851,co_accused,SYN-C-01345
SYN-P-00609,SYN-P-01851,co_accused,SYN-C-01345
SYN-P-01702,SYN-P-01041,co_accused,SYN-C-01346
SYN-P-01505,SYN-P-00722,co_accused,SYN-C-01349
SYN-P-00284,SYN-P-00433,co_accused,SYN-C-01350
SYN-P-01362,SYN-P-01654,co_accused,SYN-C-01352
SYN-P-00510,SYN-P-01629,co_accused,SYN-C-01354
SYN-P-01057,SYN-P-00192,co_accused,SYN-C-01355
SYN-P-00756,SYN-P-01456,co_accused,SYN-C-01357
SYN-P-01059,SYN-P-01153,co_accused,SYN-C-01358
SYN-P-01059,SYN-P-00511,co_accused,SYN-C-01358
SYN-P-01059,SYN-P-01624,co_accused,SYN-C-01358
SYN-P-01059,SYN-P-00631,co_accused,SYN-C-01358
SYN-P-01153,SYN-P-00511,co_accused,SYN-C-01358
SYN-P-01153,SYN-P-01624,co_accused,SYN-C-01358
SYN-P-01153,SYN-P-00631,co_accused,SYN-C-01358
SYN-P-00511,SYN-P-01624,co_accused,SYN-C-01358
SYN-P-00511,SYN-P-00631,co_accused,SYN-C-01358
SYN-P-01624,SYN-P-00631,co_accused,SYN-C-01358
SYN-P-01060,SYN-P-00448,co_accused,SYN-C-01359
SYN-P-01060,SYN-P-00286,co_accused,SYN-C-01359
SYN-P-01060,SYN-P-01593,co_accused,SYN-C-01359
SYN-P-01060,SYN-P-00843,co_accused,SYN-C-01359
SYN-P-00448,SYN-P-00286,co_accused,SYN-C-01359
SYN-P-00448,SYN-P-01593,co_accused,SYN-C-01359
SYN-P-00448,SYN-P-00843,co_accused,SYN-C-01359
SYN-P-00286,SYN-P-01593,co_accused,SYN-C-01359
SYN-P-00286,SYN-P-00843,co_accused,SYN-C-01359
SYN-P-01593,SYN-P-00843,co_accused,SYN-C-01359
SYN-P-01107,SYN-P-01111,co_accused,SYN-C-01360
SYN-P-00632,SYN-P-01552,co_accused,SYN-C-01361
SYN-P-01181,SYN-P-00000,co_accused,SYN-C-01362
SYN-P-00330,SYN-P-00870,co_accused,SYN-C-01363
SYN-P-01032,SYN-P-01440,co_accused,SYN-C-01365
SYN-P-00948,SYN-P-01329,co_accused,SYN-C-01366
SYN-P-00813,SYN-P-00494,co_accused,SYN-C-01368
SYN-P-01032,SYN-P-00621,co_accused,SYN-C-01370
SYN-P-01097,SYN-P-01282,co_accused,SYN-C-01373
SYN-P-00651,SYN-P-00312,co_accused,SYN-C-01375
SYN-P-01310,SYN-P-00879,co_accused,SYN-C-01376
SYN-P-01493,SYN-P-01333,co_accused,SYN-C-01377
SYN-P-01129,SYN-P-01321,co_accused,SYN-C-01379
SYN-P-01255,SYN-P-00435,co_accused,SYN-C-01381
SYN-P-01403,SYN-P-00942,co_accused,SYN-C-01382
SYN-P-01403,SYN-P-00234,co_accused,SYN-C-01382
SYN-P-00942,SYN-P-00234,co_accused,SYN-C-01382
SYN-P-00163,SYN-P-00045,co_accused,SYN-C-01383
SYN-P-01005,SYN-P-00369,co_accused,SYN-C-01385
SYN-P-01692,SYN-P-00406,co_accused,SYN-C-01386
SYN-P-00946,SYN-P-01609,co_accused,SYN-C-01387
SYN-P-01858,SYN-P-01786,co_accused,SYN-C-01388
SYN-P-01503,SYN-P-01208,co_accused,SYN-C-01389
SYN-P-01069,SYN-P-01817,co_accused,SYN-C-01391
SYN-P-00474,SYN-P-01339,co_accused,SYN-C-01392
SYN-P-00474,SYN-P-01651,co_accused,SYN-C-01392
SYN-P-00474,SYN-P-00471,co_accused,SYN-C-01392
SYN-P-01339,SYN-P-01651,co_accused,SYN-C-01392
SYN-P-01339,SYN-P-00471,co_accused,SYN-C-01392
SYN-P-01651,SYN-P-00471,co_accused,SYN-C-01392
SYN-P-01894,SYN-P-01482,co_accused,SYN-C-01394
SYN-P-00707,SYN-P-00133,co_accused,SYN-C-01395
SYN-P-01847,SYN-P-01005,co_accused,SYN-C-01396
SYN-P-01629,SYN-P-00193,co_accused,SYN-C-01397
SYN-P-00193,SYN-P-00068,co_accused,SYN-C-01398
SYN-P-01644,SYN-P-00027,co_accused,SYN-C-01399
SYN-P-00341,SYN-P-01311,co_accused,SYN-C-01402
SYN-P-00330,SYN-P-00817,co_accused,SYN-C-01404
SYN-P-00677,SYN-P-00387,co_accused,SYN-C-01406
SYN-P-00677,SYN-P-00921,co_accused,SYN-C-01406
SYN-P-00677,SYN-P-00852,co_accused,SYN-C-01406
SYN-P-00677,SYN-P-01314,co_accused,SYN-C-01406
SYN-P-00387,SYN-P-00921,co_accused,SYN-C-01406
SYN-P-00387,SYN-P-00852,co_accused,SYN-C-01406
SYN-P-00387,SYN-P-01314,co_accused,SYN-C-01406
SYN-P-00921,SYN-P-00852,co_accused,SYN-C-01406
SYN-P-00921,SYN-P-01314,co_accused,SYN-C-01406
SYN-P-00852,SYN-P-01314,co_accused,SYN-C-01406
SYN-P-00559,SYN-P-01069,co_accused,SYN-C-01407
SYN-P-01884,SYN-P-00687,co_accused,SYN-C-01410
SYN-P-01412,SYN-P-00843,co_accused,SYN-C-01411
SYN-P-00616,SYN-P-01317,co_accused,SYN-C-01412
SYN-P-00077,SYN-P-01534,co_accused,SYN-C-01414
SYN-P-01190,SYN-P-01874,co_accused,SYN-C-01415
SYN-P-00051,SYN-P-00898,co_accused,SYN-C-01416
SYN-P-00565,SYN-P-00805,co_accused,SYN-C-01417
SYN-P-01345,SYN-P-00299,co_accused,SYN-C-01419
SYN-P-01702,SYN-P-00259,co_accused,SYN-C-01420
SYN-P-01702,SYN-P-00214,co_accused,SYN-C-01420
SYN-P-01702,SYN-P-01060,co_accused,SYN-C-01420
SYN-P-01702,SYN-P-00780,co_accused,SYN-C-01420
SYN-P-01702,SYN-P-00149,co_accused,SYN-C-01420
SYN-P-01702,SYN-P-00957,co_accused,SYN-C-01420
SYN-P-00259,SYN-P-00214,co_accused,SYN-C-01420
SYN-P-00259,SYN-P-01060,co_accused,SYN-C-01420
SYN-P-00259,SYN-P-00780,co_accused,SYN-C-01420
SYN-P-00259,SYN-P-00149,co_accused,SYN-C-01420
SYN-P-00259,SYN-P-00957,co_accused,SYN-C-01420
SYN-P-00214,SYN-P-01060,co_accused,SYN-C-01420
SYN-P-00214,SYN-P-00780,co_accused,SYN-C-01420
SYN-P-00214,SYN-P-00149,co_accused,SYN-C-01420
SYN-P-00214,SYN-P-00957,co_accused,SYN-C-01420
SYN-P-01060,SYN-P-00780,co_accused,SYN-C-01420
SYN-P-01060,SYN-P-00149,co_accused,SYN-C-01420
SYN-P-01060,SYN-P-00957,co_accused,SYN-C-01420
SYN-P-00780,SYN-P-00149,co_accused,SYN-C-01420
SYN-P-00780,SYN-P-00957,co_accused,SYN-C-01420
SYN-P-00149,SYN-P-00957,co_accused,SYN-C-01420
SYN-P-01362,SYN-P-01625,co_accused,SYN-C-01421
SYN-P-00754,SYN-P-01861,co_accused,SYN-C-01422
SYN-P-00754,SYN-P-00266,co_accused,SYN-C-01422
SYN-P-01861,SYN-P-00266,co_accused,SYN-C-01422
SYN-P-01630,SYN-P-00977,co_accused,SYN-C-01423
SYN-P-00822,SYN-P-00959,co_accused,SYN-C-01425
SYN-P-00822,SYN-P-01832,co_accused,SYN-C-01425
SYN-P-00959,SYN-P-01832,co_accused,SYN-C-01425
SYN-P-00204,SYN-P-01124,co_accused,SYN-C-01426
SYN-P-01149,SYN-P-00871,co_accused,SYN-C-01427
SYN-P-00957,SYN-P-00518,co_accused,SYN-C-01428
SYN-P-00651,SYN-P-00497,co_accused,SYN-C-01430
SYN-P-00074,SYN-P-01475,co_accused,SYN-C-01431
SYN-P-00177,SYN-P-01573,co_accused,SYN-C-01433
SYN-P-00177,SYN-P-00157,co_accused,SYN-C-01433
SYN-P-01573,SYN-P-00157,co_accused,SYN-C-01433
SYN-P-00297,SYN-P-01847,co_accused,SYN-C-01434
SYN-P-00236,SYN-P-00638,co_accused,SYN-C-01438
SYN-P-00769,SYN-P-01573,co_accused,SYN-C-01440
SYN-P-00330,SYN-P-01651,co_accused,SYN-C-01445
SYN-P-00330,SYN-P-00896,co_accused,SYN-C-01447
SYN-P-00725,SYN-P-00178,co_accused,SYN-C-01448
SYN-P-01440,SYN-P-01113,co_accused,SYN-C-01450
SYN-P-00991,SYN-P-01539,co_accused,SYN-C-01451
SYN-P-00693,SYN-P-00589,co_accused,SYN-C-01452
SYN-P-01552,SYN-P-00989,co_accused,SYN-C-01455
SYN-P-00086,SYN-P-00509,co_accused,SYN-C-01457
SYN-P-01049,SYN-P-01781,co_accused,SYN-C-01458
SYN-P-01854,SYN-P-00678,co_accused,SYN-C-01459
SYN-P-00523,SYN-P-00779,co_accused,SYN-C-01460
SYN-P-00937,SYN-P-00882,co_accused,SYN-C-01461
SYN-P-00098,SYN-P-01769,co_accused,SYN-C-01462
SYN-P-01049,SYN-P-00118,co_accused,SYN-C-01464
SYN-P-00116,SYN-P-00784,co_accused,SYN-C-01465
SYN-P-01881,SYN-P-01264,co_accused,SYN-C-01468
SYN-P-00882,SYN-P-00506,co_accused,SYN-C-01472
SYN-P-00882,SYN-P-00131,co_accused,SYN-C-01472
SYN-P-00882,SYN-P-00348,co_accused,SYN-C-01472
SYN-P-00882,SYN-P-01653,co_accused,SYN-C-01472
SYN-P-00882,SYN-P-00072,co_accused,SYN-C-01472
SYN-P-00882,SYN-P-00699,co_accused,SYN-C-01472
SYN-P-00506,SYN-P-00131,co_accused,SYN-C-01472
SYN-P-00506,SYN-P-00348,co_accused,SYN-C-01472
SYN-P-00506,SYN-P-01653,co_accused,SYN-C-01472
SYN-P-00506,SYN-P-00072,co_accused,SYN-C-01472
SYN-P-00506,SYN-P-00699,co_accused,SYN-C-01472
SYN-P-00131,SYN-P-00348,co_accused,SYN-C-01472
SYN-P-00131,SYN-P-01653,co_accused,SYN-C-01472
SYN-P-00131,SYN-P-00072,co_accused,SYN-C-01472
SYN-P-00131,SYN-P-00699,co_accused,SYN-C-01472
SYN-P-00348,SYN-P-01653,co_accused,SYN-C-01472
SYN-P-00348,SYN-P-00072,co_accused,SYN-C-01472
SYN-P-00348,SYN-P-00699,co_accused,SYN-C-01472
SYN-P-01653,SYN-P-00072,co_accused,SYN-C-01472
SYN-P-01653,SYN-P-00699,co_accused,SYN-C-01472
SYN-P-00072,SYN-P-00699,co_accused,SYN-C-01472
SYN-P-01063,SYN-P-01182,co_accused,SYN-C-01476
SYN-P-00853,SYN-P-00011,co_accused,SYN-C-01477
SYN-P-01077,SYN-P-01148,co_accused,SYN-C-01478
SYN-P-01054,SYN-P-01348,co_accused,SYN-C-01479
SYN-P-01529,SYN-P-01611,co_accused,SYN-C-01481
SYN-P-01529,SYN-P-00076,co_accused,SYN-C-01481
SYN-P-01529,SYN-P-01183,co_accused,SYN-C-01481
SYN-P-01529,SYN-P-01180,co_accused,SYN-C-01481
SYN-P-01611,SYN-P-00076,co_accused,SYN-C-01481
SYN-P-01611,SYN-P-01183,co_accused,SYN-C-01481
SYN-P-01611,SYN-P-01180,co_accused,SYN-C-01481
SYN-P-00076,SYN-P-01183,co_accused,SYN-C-01481
SYN-P-00076,SYN-P-01180,co_accused,SYN-C-01481
SYN-P-01183,SYN-P-01180,co_accused,SYN-C-01481
SYN-P-00720,SYN-P-01296,co_accused,SYN-C-01484
SYN-P-01138,SYN-P-00589,co_accused,SYN-C-01486
SYN-P-01852,SYN-P-01706,co_accused,SYN-C-01491
SYN-P-00354,SYN-P-00059,co_accused,SYN-C-01492
SYN-P-00424,SYN-P-01235,co_accused,SYN-C-01495
SYN-P-01514,SYN-P-00912,co_accused,SYN-C-01496
SYN-P-01514,SYN-P-01335,co_accused,SYN-C-01496
SYN-P-00912,SYN-P-01335,co_accused,SYN-C-01496
SYN-P-00676,SYN-P-01080,co_accused,SYN-C-01497
SYN-P-01529,SYN-P-01834,co_accused,SYN-C-01498
SYN-P-01874,SYN-P-00872,co_accused,SYN-C-01499
SYN-P-00130,SYN-V-00000,accused_victim,SYN-C-00000
SYN-P-00130,SYN-V-00001,accused_victim,SYN-C-00000
SYN-P-00130,SYN-V-00002,accused_victim,SYN-C-00000
SYN-P-00770,SYN-V-00003,accused_victim,SYN-C-00001
SYN-P-00553,SYN-V-00004,accused_victim,SYN-C-00002
SYN-P-00443,SYN-V-00005,accused_victim,SYN-C-00003
SYN-P-01142,SYN-V-00005,accused_victim,SYN-C-00003
SYN-P-00987,SYN-V-00005,accused_victim,SYN-C-00003
SYN-P-00447,SYN-V-00006,accused_victim,SYN-C-00004
SYN-P-00906,SYN-V-00006,accused_victim,SYN-C-00004
SYN-P-00807,SYN-V-00007,accused_victim,SYN-C-00005
SYN-P-00201,SYN-V-00008,accused_victim,SYN-C-00006
SYN-P-00018,SYN-V-00009,accused_victim,SYN-C-00007
SYN-P-01113,SYN-V-00009,accused_victim,SYN-C-00007
SYN-P-00943,SYN-V-00010,accused_victim,SYN-C-00008
SYN-P-00943,SYN-V-00011,accused_victim,SYN-C-00008
SYN-P-00322,SYN-V-00010,accused_victim,SYN-C-00008
SYN-P-00322,SYN-V-00011,accused_victim,SYN-C-00008
SYN-P-00079,SYN-V-00010,accused_victim,SYN-C-00008
SYN-P-00079,SYN-V-00011,accused_victim,SYN-C-00008
SYN-P-01155,SYN-V-00012,accused_victim,SYN-C-00009
SYN-P-01171,SYN-V-00012,accused_victim,SYN-C-00009
SYN-P-00240,SYN-V-00013,accused_victim,SYN-C-00010
SYN-P-01332,SYN-V-00013,accused_victim,SYN-C-00010
SYN-P-01545,SYN-V-00014,accused_victim,SYN-C-00011
SYN-P-01616,SYN-V-00015,accused_victim,SYN-C-00012
SYN-P-01603,SYN-V-00015,accused_victim,SYN-C-00012
SYN-P-01239,SYN-V-00015,accused_victim,SYN-C-00012
SYN-P-01639,SYN-V-00015,accused_victim,SYN-C-00012
SYN-P-01856,SYN-V-00015,accused_victim,SYN-C-00012
SYN-P-00890,SYN-V-00015,accused_victim,SYN-C-00012
SYN-P-01658,SYN-V-00015,accused_victim,SYN-C-00012
SYN-P-00346,SYN-V-00016,accused_victim,SYN-C-00013
SYN-P-00253,SYN-V-00016,accused_victim,SYN-C-00013
SYN-P-00125,SYN-V-00017,accused_victim,SYN-C-00014
