rule_type,antecedent_type,antecedent,consequent_type,consequent,cases,support,confidence,lift,reading
spatial_affinity,crime_head,Failure to appear to Court,district,Bengaluru City,1234,0.000737,0.7434,2.93,"Failure To Appear To Court cases are 2.9x more concentrated in Bengaluru City than the statewide average (1,234 cases)."
spatial_affinity,crime_head,COPY RIGHT ACT 1957,district,Bengaluru City,1048,0.000626,0.7448,2.93,"Copy Right Act 1957 cases are 2.9x more concentrated in Bengaluru City than the statewide average (1,048 cases)."
spatial_affinity,district,Chamarajanagar,crime_head,Karnataka State Local Act,3526,0.002105,0.153,2.82,"15% of all cases filed in Chamarajanagar are Karnataka State Local Act (3,526 cases, 2.8x the state average)."
spatial_affinity,district,Koppal,crime_head,KARNATAKA POLICE ACT 1963,4464,0.002665,0.1791,2.79,"18% of all cases filed in Koppal are Karnataka Police Act 1963 (4,464 cases, 2.8x the state average)."
spatial_affinity,crime_head,"COTPA, CIGARETTES AND OTHER TOBACCO PRODUCTS",district,Bengaluru City,2357,0.001407,0.708,2.79,"Cotpa, Cigarettes And Other Tobacco Products cases are 2.8x more concentrated in Bengaluru City than the statewide average (2,357 cases)."
spatial_affinity,district,Gadag,crime_head,KARNATAKA POLICE ACT 1963,3273,0.001954,0.1769,2.75,"18% of all cases filed in Gadag are Karnataka Police Act 1963 (3,273 cases, 2.8x the state average)."
co_occurrence,act,KARNTAKA PREVENTION OF COW SLANGHTER & CATTLE PREVENTION ACT-1964,act,"INDIAN MOTOR VEHICLES ACT, 1988",847,0.000506,0.2988,2.74,"In 30% of Karntaka Prevention Of Cow Slanghter & Cattle Prevention Act-1964 cases, Indian Motor Vehicles Act, 1988 also appears (847 cases, 2.7x more often than chance)."
co_occurrence,act,"PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",act,"INDIAN MOTOR VEHICLES ACT, 1988",1080,0.000645,0.294,2.7,"In 29% of Prevention Of Cruelty To Animals Act, 1960 cases, Indian Motor Vehicles Act, 1988 also appears (1,080 cases, 2.7x more often than chance)."
spatial_affinity,crime_head,NEGLIGENT ACT,district,Bengaluru City,15141,0.009041,0.6682,2.63,"Negligent Act cases are 2.6x more concentrated in Bengaluru City than the statewide average (15,141 cases)."
spatial_affinity,district,Chikkaballapura,crime_head,Karnataka State Local Act,5191,0.0031,0.142,2.62,"14% of all cases filed in Chikkaballapura are Karnataka State Local Act (5,191 cases, 2.6x the state average)."
spatial_affinity,district,Vijayanagara,crime_head,KARNATAKA POLICE ACT 1963,4007,0.002393,0.1552,2.42,"16% of all cases filed in Vijayanagara are Karnataka Police Act 1963 (4,007 cases, 2.4x the state average)."
spatial_affinity,crime_head,NARCOTIC DRUGS & PSHYCOTROPIC SUBSTANCES,district,Bengaluru City,16247,0.009701,0.5832,2.3,"Narcotic Drugs & Pshycotropic Substances cases are 2.3x more concentrated in Bengaluru City than the statewide average (16,247 cases)."
spatial_affinity,district,K.G.F,crime_head,CrPC,1938,0.001157,0.189,2.29,"19% of all cases filed in K.G.F are Crpc (1,938 cases, 2.3x the state average)."
spatial_affinity,district,Vijayapura,crime_head,KARNATAKA POLICE ACT 1963,5638,0.003367,0.1427,2.22,"14% of all cases filed in Vijayapura are Karnataka Police Act 1963 (5,638 cases, 2.2x the state average)."
spatial_affinity,district,Yadgir,crime_head,KARNATAKA POLICE ACT 1963,2782,0.001661,0.1426,2.22,"14% of all cases filed in Yadgir are Karnataka Police Act 1963 (2,782 cases, 2.2x the state average)."
spatial_affinity,district,Raichur,crime_head,KARNATAKA POLICE ACT 1963,5165,0.003084,0.1415,2.2,"14% of all cases filed in Raichur are Karnataka Police Act 1963 (5,165 cases, 2.2x the state average)."
spatial_affinity,district,Bagalkote,crime_head,KARNATAKA POLICE ACT 1963,3717,0.002219,0.1322,2.06,"13% of all cases filed in Bagalkote are Karnataka Police Act 1963 (3,717 cases, 2.1x the state average)."
spatial_affinity,district,Dharwad,crime_head,KARNATAKA POLICE ACT 1963,1963,0.001172,0.132,2.06,"13% of all cases filed in Dharwad are Karnataka Police Act 1963 (1,963 cases, 2.1x the state average)."
spatial_affinity,crime_head,DACOITY,district,Bengaluru City,2752,0.001643,0.5216,2.05,"Dacoity cases are 2.1x more concentrated in Bengaluru City than the statewide average (2,752 cases)."
spatial_affinity,crime_head,IMMORAL TRAFFIC,district,Bengaluru City,1084,0.000647,0.5199,2.05,"Immoral Traffic cases are 2.0x more concentrated in Bengaluru City than the statewide average (1,084 cases)."
spatial_affinity,district,Dharwad,crime_head,MOTOR VEHICLE ACCIDENTS FATAL,1506,0.000899,0.1013,2.04,"10% of all cases filed in Dharwad are Motor Vehicle Accidents Fatal (1,506 cases, 2.0x the state average)."
spatial_affinity,district,Gadag,crime_head,Karnataka State Local Act,1983,0.001184,0.1072,1.98,"11% of all cases filed in Gadag are Karnataka State Local Act (1,983 cases, 2.0x the state average)."
spatial_affinity,district,Dakshina Kannada,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,6038,0.003605,0.2858,1.97,"29% of all cases filed in Dakshina Kannada are Motor Vehicle Accidents Non-Fatal (6,038 cases, 2.0x the state average)."
spatial_affinity,district,Udupi,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,8007,0.004781,0.2816,1.94,"28% of all cases filed in Udupi are Motor Vehicle Accidents Non-Fatal (8,007 cases, 1.9x the state average)."
spatial_affinity,district,Haveri,crime_head,KARNATAKA POLICE ACT 1963,3686,0.002201,0.1238,1.93,"12% of all cases filed in Haveri are Karnataka Police Act 1963 (3,686 cases, 1.9x the state average)."
spatial_affinity,district,Kodagu,crime_head,CASES OF HURT,2805,0.001675,0.1457,1.93,"15% of all cases filed in Kodagu are Cases Of Hurt (2,805 cases, 1.9x the state average)."
spatial_affinity,district,Hubballi-Dharwad City,crime_head,KARNATAKA POLICE ACT 1963,2941,0.001756,0.1221,1.9,"12% of all cases filed in Hubballi-Dharwad City are Karnataka Police Act 1963 (2,941 cases, 1.9x the state average)."
spatial_affinity,district,Kodagu,crime_head,CrPC,2952,0.001763,0.1534,1.86,"15% of all cases filed in Kodagu are Crpc (2,952 cases, 1.9x the state average)."
spatial_affinity,district,Mysuru,crime_head,Karnataka State Local Act,5064,0.003024,0.1001,1.85,"10% of all cases filed in Mysuru are Karnataka State Local Act (5,064 cases, 1.8x the state average)."
spatial_affinity,crime_head,CHEATING,district,Bengaluru City,22716,0.013564,0.4667,1.84,"Cheating cases are 1.8x more concentrated in Bengaluru City than the statewide average (22,716 cases)."
spatial_affinity,district,Bidar,crime_head,CASES OF HURT,5254,0.003137,0.1388,1.84,"14% of all cases filed in Bidar are Cases Of Hurt (5,254 cases, 1.8x the state average)."
spatial_affinity,district,Kalaburagi,crime_head,KARNATAKA POLICE ACT 1963,3541,0.002114,0.1129,1.76,"11% of all cases filed in Kalaburagi are Karnataka Police Act 1963 (3,541 cases, 1.8x the state average)."
spatial_affinity,district,Yadgir,crime_head,CrPC,2813,0.00168,0.1442,1.75,"14% of all cases filed in Yadgir are Crpc (2,813 cases, 1.8x the state average)."
spatial_affinity,crime_head,THEFT,district,Bengaluru City,69988,0.041791,0.4401,1.73,"Theft cases are 1.7x more concentrated in Bengaluru City than the statewide average (69,988 cases)."
spatial_affinity,district,Bengaluru City,crime_head,THEFT,69988,0.041791,0.1645,1.73,"16% of all cases filed in Bengaluru City are Theft (69,988 cases, 1.7x the state average)."
spatial_affinity,district,Belagavi,crime_head,KARNATAKA POLICE ACT 1963,6507,0.003885,0.1092,1.7,"11% of all cases filed in Belagavi are Karnataka Police Act 1963 (6,507 cases, 1.7x the state average)."
spatial_affinity,district,Hassan,crime_head,CASES OF HURT,7398,0.004417,0.127,1.69,"13% of all cases filed in Hassan are Cases Of Hurt (7,398 cases, 1.7x the state average)."
spatial_affinity,crime_head,CRIMES RELATED TO WOMEN,district,Bengaluru City,6077,0.003629,0.4236,1.67,"Crimes Related To Women cases are 1.7x more concentrated in Bengaluru City than the statewide average (6,077 cases)."
spatial_affinity,crime_head,PREVENTION OF DAMAGE TO PUBLIC PROPERTY ACT 1984,district,Bengaluru City,517,0.000309,0.4248,1.67,Prevention Of Damage To Public Property Act 1984 cases are 1.7x more concentrated in Bengaluru City than the statewide average (517 cases).
spatial_affinity,district,Uttara Kannada,crime_head,KARNATAKA POLICE ACT 1963,3460,0.002066,0.1058,1.65,"11% of all cases filed in Uttara Kannada are Karnataka Police Act 1963 (3,460 cases, 1.6x the state average)."
spatial_affinity,district,Gadag,crime_head,CrPC,2483,0.001483,0.1342,1.63,"13% of all cases filed in Gadag are Crpc (2,483 cases, 1.6x the state average)."
spatial_affinity,district,Davanagere,crime_head,KARNATAKA POLICE ACT 1963,4052,0.002419,0.1038,1.62,"10% of all cases filed in Davanagere are Karnataka Police Act 1963 (4,052 cases, 1.6x the state average)."
spatial_affinity,district,K.G.F,crime_head,CASES OF HURT,1251,0.000747,0.122,1.62,"12% of all cases filed in K.G.F are Cases Of Hurt (1,251 cases, 1.6x the state average)."
spatial_affinity,crime_head,ROBBERY,district,Bengaluru City,6126,0.003658,0.4084,1.61,"Robbery cases are 1.6x more concentrated in Bengaluru City than the statewide average (6,126 cases)."
spatial_affinity,district,Mysuru,crime_head,CASES OF HURT,6109,0.003648,0.1207,1.6,"12% of all cases filed in Mysuru are Cases Of Hurt (6,109 cases, 1.6x the state average)."
spatial_affinity,district,Haveri,crime_head,CrPC,3919,0.00234,0.1316,1.6,"13% of all cases filed in Haveri are Crpc (3,919 cases, 1.6x the state average)."
spatial_affinity,district,Hassan,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,13159,0.007857,0.2259,1.56,"23% of all cases filed in Hassan are Motor Vehicle Accidents Non-Fatal (13,159 cases, 1.6x the state average)."
spatial_affinity,district,Mandya,crime_head,CASES OF HURT,7012,0.004187,0.1175,1.56,"12% of all cases filed in Mandya are Cases Of Hurt (7,012 cases, 1.6x the state average)."
spatial_affinity,district,Bidar,crime_head,CrPC,4870,0.002908,0.1286,1.56,"13% of all cases filed in Bidar are Crpc (4,870 cases, 1.6x the state average)."
spatial_affinity,district,Mangaluru City,crime_head,CrPC,4059,0.002424,0.1287,1.56,"13% of all cases filed in Mangaluru City are Crpc (4,059 cases, 1.6x the state average)."
spatial_affinity,district,Mangaluru City,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,7083,0.004229,0.2245,1.55,"22% of all cases filed in Mangaluru City are Motor Vehicle Accidents Non-Fatal (7,083 cases, 1.5x the state average)."
spatial_affinity,district,Kalaburagi,crime_head,CrPC,3932,0.002348,0.1254,1.52,"13% of all cases filed in Kalaburagi are Crpc (3,932 cases, 1.5x the state average)."
spatial_affinity,district,Chamarajanagar,crime_head,CrPC,2884,0.001722,0.1252,1.52,"13% of all cases filed in Chamarajanagar are Crpc (2,884 cases, 1.5x the state average)."
spatial_affinity,district,Raichur,crime_head,CrPC,4552,0.002718,0.1247,1.51,"12% of all cases filed in Raichur are Crpc (4,552 cases, 1.5x the state average)."
spatial_affinity,district,Kalaburagi City,crime_head,CrPC,2505,0.001496,0.1239,1.5,"12% of all cases filed in Kalaburagi City are Crpc (2,505 cases, 1.5x the state average)."
spatial_affinity,crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,district,Bengaluru City,1136,0.000678,0.3817,1.5,"Deaths Due To Rashness/Negligence cases are 1.5x more concentrated in Bengaluru City than the statewide average (1,136 cases)."
spatial_affinity,district,Uttara Kannada,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,7060,0.004216,0.216,1.49,"22% of all cases filed in Uttara Kannada are Motor Vehicle Accidents Non-Fatal (7,060 cases, 1.5x the state average)."
co_occurrence,act,MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957,crime_head,THEFT,2501,0.001493,0.1411,1.49,"In 14% of Mmdr (Mines And Minerals Regulation Of Development) Act 1957 cases, Theft also appears (2,501 cases, 1.5x more often than chance)."
spatial_affinity,district,Bengaluru Rural,crime_head,MISSING PERSON,7075,0.004225,0.1105,1.48,"11% of all cases filed in Bengaluru Rural are Missing Person (7,075 cases, 1.5x the state average)."
spatial_affinity,district,Mandya,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,12758,0.007618,0.2137,1.47,"21% of all cases filed in Mandya are Motor Vehicle Accidents Non-Fatal (12,758 cases, 1.5x the state average)."
spatial_affinity,district,Hassan,crime_head,CrPC,6963,0.004158,0.1195,1.45,"12% of all cases filed in Hassan are Crpc (6,963 cases, 1.5x the state average)."
spatial_affinity,district,Uttara Kannada,crime_head,CrPC,3912,0.002336,0.1197,1.45,"12% of all cases filed in Uttara Kannada are Crpc (3,912 cases, 1.5x the state average)."
spatial_affinity,district,Tumakuru,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,12900,0.007703,0.2096,1.44,"21% of all cases filed in Tumakuru are Motor Vehicle Accidents Non-Fatal (12,900 cases, 1.4x the state average)."
spatial_affinity,district,Ramanagara,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,9257,0.005527,0.2093,1.44,"21% of all cases filed in Ramanagara are Motor Vehicle Accidents Non-Fatal (9,257 cases, 1.4x the state average)."
spatial_affinity,district,Belagavi,crime_head,CrPC,7053,0.004211,0.1184,1.44,"12% of all cases filed in Belagavi are Crpc (7,053 cases, 1.4x the state average)."
spatial_affinity,district,Chikkamagaluru,crime_head,CASES OF HURT,3850,0.002299,0.1085,1.44,"11% of all cases filed in Chikkamagaluru are Cases Of Hurt (3,850 cases, 1.4x the state average)."
spatial_affinity,district,Mysuru City,crime_head,MISSING PERSON,3283,0.00196,0.1076,1.44,"11% of all cases filed in Mysuru City are Missing Person (3,283 cases, 1.4x the state average)."
spatial_affinity,district,Vijayanagara,crime_head,CrPC,3068,0.001832,0.1188,1.44,"12% of all cases filed in Vijayanagara are Crpc (3,068 cases, 1.4x the state average)."
spatial_affinity,district,Kolar,crime_head,MISSING PERSON,2533,0.001512,0.1071,1.44,"11% of all cases filed in Kolar are Missing Person (2,533 cases, 1.4x the state average)."
spatial_affinity,district,Chikkaballapura,crime_head,CrPC,4271,0.00255,0.1169,1.42,"12% of all cases filed in Chikkaballapura are Crpc (4,271 cases, 1.4x the state average)."
spatial_affinity,crime_head,ARMS ACT 1959,district,Bengaluru City,595,0.000355,0.3604,1.42,Arms Act 1959 cases are 1.4x more concentrated in Bengaluru City than the statewide average (595 cases).
spatial_affinity,district,Chitradurga,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,9786,0.005843,0.2049,1.41,"20% of all cases filed in Chitradurga are Motor Vehicle Accidents Non-Fatal (9,786 cases, 1.4x the state average)."
co_occurrence,act,KARNATAKA MINOR MINERAL CONSISTENT RULE 1994,act,"INDIAN MOTOR VEHICLES ACT, 1988",1587,0.000948,0.1537,1.41,"In 15% of Karnataka Minor Mineral Consistent Rule 1994 cases, Indian Motor Vehicles Act, 1988 also appears (1,587 cases, 1.4x more often than chance)."
spatial_affinity,district,Bengaluru Rural,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,12787,0.007635,0.1998,1.38,"20% of all cases filed in Bengaluru Rural are Motor Vehicle Accidents Non-Fatal (12,787 cases, 1.4x the state average)."
spatial_affinity,district,Kolar,crime_head,CASES OF HURT,2439,0.001456,0.1031,1.37,"10% of all cases filed in Kolar are Cases Of Hurt (2,439 cases, 1.4x the state average)."
spatial_affinity,district,Dakshina Kannada,crime_head,CrPC,2380,0.001421,0.1127,1.37,"11% of all cases filed in Dakshina Kannada are Crpc (2,380 cases, 1.4x the state average)."
spatial_affinity,district,Belagavi City,crime_head,CrPC,2359,0.001409,0.113,1.37,"11% of all cases filed in Belagavi City are Crpc (2,359 cases, 1.4x the state average)."
spatial_affinity,district,Chikkamagaluru,crime_head,CrPC,3964,0.002367,0.1117,1.36,"11% of all cases filed in Chikkamagaluru are Crpc (3,964 cases, 1.4x the state average)."
spatial_affinity,district,Davanagere,crime_head,MISSING PERSON,3963,0.002366,0.1015,1.36,"10% of all cases filed in Davanagere are Missing Person (3,963 cases, 1.4x the state average)."
spatial_affinity,district,Chamarajanagar,crime_head,CASES OF HURT,2348,0.001402,0.1019,1.35,"10% of all cases filed in Chamarajanagar are Cases Of Hurt (2,348 cases, 1.4x the state average)."
spatial_affinity,crime_head,CRIMINAL BREACH OF TRUST,district,Bengaluru City,1267,0.000757,0.3404,1.34,"Criminal Breach Of Trust cases are 1.3x more concentrated in Bengaluru City than the statewide average (1,267 cases)."
spatial_affinity,district,Bengaluru Rural,crime_head,THEFT,8055,0.00481,0.1259,1.33,"13% of all cases filed in Bengaluru Rural are Theft (8,055 cases, 1.3x the state average)."
spatial_affinity,district,Bidar,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,7322,0.004372,0.1934,1.33,"19% of all cases filed in Bidar are Motor Vehicle Accidents Non-Fatal (7,322 cases, 1.3x the state average)."
spatial_affinity,crime_head,KIDNAPPING AND ABDUCTION,district,Bengaluru City,7924,0.004731,0.3312,1.3,"Kidnapping And Abduction cases are 1.3x more concentrated in Bengaluru City than the statewide average (7,924 cases)."
co_occurrence,act,IPC 1860,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,242912,0.145045,0.1865,1.29,"In 19% of Ipc 1860 cases, Motor Vehicle Accidents Non-Fatal also appears (242,912 cases, 1.3x more often than chance)."
co_occurrence,crime_head,MOTOR VEHICLE ACCIDENTS NON-FATAL,act,IPC 1860,242912,0.145045,0.9997,1.29,"In 100% of Motor Vehicle Accidents Non-Fatal cases, Ipc 1860 also appears (242,912 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CASES OF HURT,act,IPC 1860,126200,0.075355,0.9999,1.29,"In 100% of Cases Of Hurt cases, Ipc 1860 also appears (126,200 cases, 1.3x more often than chance)."
co_occurrence,crime_head,MISSING PERSON,act,IPC 1860,124811,0.074526,1.0,1.29,"In 100% of Missing Person cases, Ipc 1860 also appears (124,811 cases, 1.3x more often than chance)."
co_occurrence,crime_head,MOTOR VEHICLE ACCIDENTS FATAL,act,IPC 1860,83021,0.049573,0.9998,1.29,"In 100% of Motor Vehicle Accidents Fatal cases, Ipc 1860 also appears (83,021 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CHEATING,act,IPC 1860,48652,0.029051,0.9995,1.29,"In 100% of Cheating cases, Ipc 1860 also appears (48,652 cases, 1.3x more often than chance)."
co_occurrence,crime_head,MOLESTATION,act,IPC 1860,42850,0.025586,0.9999,1.29,"In 100% of Molestation cases, Ipc 1860 also appears (42,850 cases, 1.3x more often than chance)."
co_occurrence,crime_head,PUBLIC SAFETY,act,IPC 1860,42355,0.025291,0.9994,1.29,"In 100% of Public Safety cases, Ipc 1860 also appears (42,355 cases, 1.3x more often than chance)."
co_occurrence,crime_head,RIOTS,act,IPC 1860,36688,0.021907,0.9998,1.29,"In 100% of Riots cases, Ipc 1860 also appears (36,688 cases, 1.3x more often than chance)."
co_occurrence,crime_head,BURGLARY - NIGHT,act,IPC 1860,35727,0.021333,0.9999,1.29,"In 100% of Burglary - Night cases, Ipc 1860 also appears (35,727 cases, 1.3x more often than chance)."
co_occurrence,crime_head,KIDNAPPING AND ABDUCTION,act,IPC 1860,23918,0.014282,0.9998,1.29,"In 100% of Kidnapping And Abduction cases, Ipc 1860 also appears (23,918 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CRUELTY BY HUSBAND,act,IPC 1860,19259,0.0115,0.9999,1.29,"In 100% of Cruelty By Husband cases, Ipc 1860 also appears (19,259 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CRIMINAL INTIMIDATION,act,IPC 1860,17875,0.010673,0.9994,1.29,"In 100% of Criminal Intimidation cases, Ipc 1860 also appears (17,875 cases, 1.3x more often than chance)."
co_occurrence,crime_head,ROBBERY,act,IPC 1860,14998,0.008955,0.9999,1.29,"In 100% of Robbery cases, Ipc 1860 also appears (14,998 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CRIMES RELATED TO WOMEN,act,IPC 1860,14337,0.008561,0.9994,1.29,"In 100% of Crimes Related To Women cases, Ipc 1860 also appears (14,337 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CRIMINAL TRESPASS,act,IPC 1860,14016,0.008369,0.9999,1.29,"In 100% of Criminal Trespass cases, Ipc 1860 also appears (14,016 cases, 1.3x more often than chance)."
co_occurrence,crime_head,BURGLARY - DAY,act,IPC 1860,8242,0.004921,0.9996,1.29,"In 100% of Burglary - Day cases, Ipc 1860 also appears (8,242 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CRIMINAL BREACH OF TRUST,act,IPC 1860,3721,0.002222,0.9997,1.29,"In 100% of Criminal Breach Of Trust cases, Ipc 1860 also appears (3,721 cases, 1.3x more often than chance)."
co_occurrence,crime_head,WRONGFUL RESTRAINT/CONFINEMENT,act,IPC 1860,3468,0.002071,0.9997,1.29,"In 100% of Wrongful Restraint/Confinement cases, Ipc 1860 also appears (3,468 cases, 1.3x more often than chance)."
co_occurrence,crime_head,AFFRAY,act,IPC 1860,3190,0.001905,0.9997,1.29,"In 100% of Affray cases, Ipc 1860 also appears (3,190 cases, 1.3x more often than chance)."
co_occurrence,crime_head,Failure to appear to Court,act,IPC 1860,1660,0.000991,1.0,1.29,"In 100% of Failure To Appear To Court cases, Ipc 1860 also appears (1,660 cases, 1.3x more often than chance)."
co_occurrence,crime_head,INSULTING MODESTY OF WOMEN (EVE TEASING),act,IPC 1860,917,0.000548,1.0,1.29,"In 100% of Insulting Modesty Of Women (Eve Teasing) cases, Ipc 1860 also appears (917 cases, 1.3x more often than chance)."
co_occurrence,crime_head,EXPOSURE AND ABANDONMENT OF CHILD,act,IPC 1860,835,0.000499,1.0,1.29,"In 100% of Exposure And Abandonment Of Child cases, Ipc 1860 also appears (835 cases, 1.3x more often than chance)."
co_occurrence,crime_head,Concealment of birth by secret disposal of Child,act,IPC 1860,534,0.000319,1.0,1.29,"In 100% of Concealment Of Birth By Secret Disposal Of Child cases, Ipc 1860 also appears (534 cases, 1.3x more often than chance)."
co_occurrence,crime_head,OFFENCES PROMOTING ENEMITY,act,IPC 1860,534,0.000319,1.0,1.29,"In 100% of Offences Promoting Enemity cases, Ipc 1860 also appears (534 cases, 1.3x more often than chance)."
co_occurrence,crime_head,PUBLIC NUISANCE,act,IPC 1860,513,0.000306,1.0,1.29,"In 100% of Public Nuisance cases, Ipc 1860 also appears (513 cases, 1.3x more often than chance)."
co_occurrence,act,"INDIAN MOTOR VEHICLES ACT, 1988",act,IPC 1860,181180,0.108184,0.9936,1.28,"In 99% of Indian Motor Vehicles Act, 1988 cases, Ipc 1860 also appears (181,180 cases, 1.3x more often than chance)."
co_occurrence,act,IPC 1860,act,"INDIAN MOTOR VEHICLES ACT, 1988",181180,0.108184,0.1391,1.28,"In 14% of Ipc 1860 cases, Indian Motor Vehicles Act, 1988 also appears (181,180 cases, 1.3x more often than chance)."
co_occurrence,act,IPC 1860,crime_head,THEFT,158776,0.094807,0.1219,1.28,"In 12% of Ipc 1860 cases, Theft also appears (158,776 cases, 1.3x more often than chance)."
co_occurrence,crime_head,THEFT,act,IPC 1860,158776,0.094807,0.9985,1.28,"In 100% of Theft cases, Ipc 1860 also appears (158,776 cases, 1.3x more often than chance)."
co_occurrence,crime_head,NEGLIGENT ACT,act,IPC 1860,22617,0.013505,0.9981,1.28,"In 100% of Negligent Act cases, Ipc 1860 also appears (22,617 cases, 1.3x more often than chance)."
co_occurrence,crime_head,ATTEMPT TO MURDER,act,IPC 1860,20781,0.012409,0.9983,1.28,"In 100% of Attempt To Murder cases, Ipc 1860 also appears (20,781 cases, 1.3x more often than chance)."
co_occurrence,act,"DOWRY PROHIBITION ACT, 1961",act,IPC 1860,18594,0.011103,0.9984,1.28,"In 100% of Dowry Prohibition Act, 1961 cases, Ipc 1860 also appears (18,594 cases, 1.3x more often than chance)."
co_occurrence,crime_head,OFFENCES AGAINST PUBLIC SERVANTS (Public servant is a victim),act,IPC 1860,9952,0.005942,0.9988,1.28,"In 100% of Offences Against Public Servants (Public Servant Is A Victim) cases, Ipc 1860 also appears (9,952 cases, 1.3x more often than chance)."
co_occurrence,crime_head,SUICIDE,act,IPC 1860,6067,0.003623,0.9988,1.28,"In 100% of Suicide cases, Ipc 1860 also appears (6,067 cases, 1.3x more often than chance)."
co_occurrence,crime_head,DACOITY,act,IPC 1860,5253,0.003137,0.9956,1.28,"In 100% of Dacoity cases, Ipc 1860 also appears (5,253 cases, 1.3x more often than chance)."
spatial_affinity,district,Mysuru City,crime_head,THEFT,3715,0.002218,0.1218,1.28,"12% of all cases filed in Mysuru City are Theft (3,715 cases, 1.3x the state average)."
co_occurrence,crime_head,MISCHIEF,act,IPC 1860,3551,0.00212,0.9947,1.28,"In 99% of Mischief cases, Ipc 1860 also appears (3,551 cases, 1.3x more often than chance)."
co_occurrence,crime_head,FORGERY,act,IPC 1860,3314,0.001979,0.9991,1.28,"In 100% of Forgery cases, Ipc 1860 also appears (3,314 cases, 1.3x more often than chance)."
co_occurrence,crime_head,DEATHS DUE TO RASHNESS/NEGLIGENCE,act,IPC 1860,2973,0.001775,0.999,1.28,"In 100% of Deaths Due To Rashness/Negligence cases, Ipc 1860 also appears (2,973 cases, 1.3x more often than chance)."
co_occurrence,crime_head,Disobedience to Order Promulgated by PublicServan,act,IPC 1860,2703,0.001614,0.9963,1.28,"In 100% of Disobedience To Order Promulgated By Publicservan cases, Ipc 1860 also appears (2,703 cases, 1.3x more often than chance)."
co_occurrence,crime_head,ELECTION,act,IPC 1860,2627,0.001569,0.9921,1.28,"In 99% of Election cases, Ipc 1860 also appears (2,627 cases, 1.3x more often than chance)."
co_occurrence,crime_head,ARSON,act,IPC 1860,2548,0.001521,0.9992,1.28,"In 100% of Arson cases, Ipc 1860 also appears (2,548 cases, 1.3x more often than chance)."
spatial_affinity,district,Hubballi-Dharwad City,crime_head,CrPC,2539,0.001516,0.1054,1.28,"11% of all cases filed in Hubballi-Dharwad City are Crpc (2,539 cases, 1.3x the state average)."
co_occurrence,crime_head,COMMUNAL / RELIGION,act,IPC 1860,1952,0.001166,0.9985,1.28,"In 100% of Communal / Religion cases, Ipc 1860 also appears (1,952 cases, 1.3x more often than chance)."
co_occurrence,act,(n) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012,act,IPC 1860,1884,0.001125,0.9958,1.28,"In 100% of (N) Protection Of Children From Sexual Offences Act 2012 cases, Ipc 1860 also appears (1,884 cases, 1.3x more often than chance)."
co_occurrence,crime_head,Attempting to commit offences,act,IPC 1860,1504,0.000898,0.9993,1.28,"In 100% of Attempting To Commit Offences cases, Ipc 1860 also appears (1,504 cases, 1.3x more often than chance)."
co_occurrence,crime_head,DOWRY DEATHS,act,IPC 1860,1478,0.000883,0.996,1.28,"In 100% of Dowry Deaths cases, Ipc 1860 also appears (1,478 cases, 1.3x more often than chance)."
co_occurrence,crime_head,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,act,IPC 1860,660,0.000394,0.9925,1.28,"In 99% of Culpable Homicide Not Amounting To Murder cases, Ipc 1860 also appears (660 cases, 1.3x more often than chance)."
co_occurrence,crime_head,MURDER,act,IPC 1860,10634,0.00635,0.9879,1.27,"In 99% of Murder cases, Ipc 1860 also appears (10,634 cases, 1.3x more often than chance)."
spatial_affinity,district,Bagalkote,crime_head,CrPC,2947,0.00176,0.1048,1.27,"10% of all cases filed in Bagalkote are Crpc (2,947 cases, 1.3x the state average)."
co_occurrence,act,"THE CENTRAL MOTOR VEHICLES RULES, 1989",act,IPC 1860,1133,0.000677,0.9878,1.27,"In 99% of The Central Motor Vehicles Rules, 1989 cases, Ipc 1860 also appears (1,133 cases, 1.3x more often than chance)."
