cluster_id,centroid_lat,centroid_lng,n_points,total_count,canonical_name,radius_km,top_category,deployment_note
41,12.49017,77.03979,27,2348,Mandya,4.46,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,348 FIRs concentrated near Mandya (radius ~4.46 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
364,16.15939,76.52064,37,2336,Raichur,4.64,KARNATAKA POLICE ACT 1963,"~2,336 FIRs concentrated near Raichur (radius ~4.64 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
65,12.75572,75.8767,70,2330,Hassan,6.72,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,330 FIRs concentrated near Hassan (radius ~6.72 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
332,15.76211,75.11314,44,2320,Belagavi,4.99,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,320 FIRs concentrated near Belagavi (radius ~4.99 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
227,14.23049,75.65967,40,2295,Davanagere,4.5,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,295 FIRs concentrated near Davanagere (radius ~4.5 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
417,17.01992,76.78011,25,2260,Kalaburagi,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,260 FIRs concentrated near Kalaburagi (radius ~4.6 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
425,17.17898,75.95093,41,2246,Vijayapura,4.66,KARNATAKA POLICE ACT 1963,"~2,246 FIRs concentrated near Vijayapura (radius ~4.66 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
50,12.62988,76.05013,22,2235,Hassan,3.99,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,235 FIRs concentrated near Hassan (radius ~3.99 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
104,13.11104,74.78313,75,2201,Dakshina Kannada,6.99,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,201 FIRs concentrated near Dakshina Kannada (radius ~6.99 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
39,12.48889,75.81759,52,2198,Kodagu,7.68,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,198 FIRs concentrated near Kodagu (radius ~7.68 km). Dominant crime head in Kodagu: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
160,13.49989,77.60007,32,2166,Chikkaballapura,4.66,Karnataka State Local Act,"~2,166 FIRs concentrated near Chikkaballapura (radius ~4.66 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment."
123,13.21943,74.98105,53,2159,Udupi,4.77,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,159 FIRs concentrated near Udupi (radius ~4.77 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
350,15.99047,77.05012,23,2146,Raichur,4.54,KARNATAKA POLICE ACT 1963,"~2,146 FIRs concentrated near Raichur (radius ~4.54 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
249,14.5107,76.33966,20,2133,Davanagere,4.4,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,133 FIRs concentrated near Davanagere (radius ~4.4 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
92,12.97996,76.73993,17,2119,Mandya,3.84,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,119 FIRs concentrated near Mandya (radius ~3.84 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
17,12.16924,75.93009,70,2116,Kodagu,5.9,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,116 FIRs concentrated near Kodagu (radius ~5.9 km). Dominant crime head in Kodagu: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
214,14.06005,75.38987,18,2113,Shivamogga,4.36,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,113 FIRs concentrated near Shivamogga (radius ~4.36 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
119,13.18993,78.02,30,2101,Kolar,4.34,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,101 FIRs concentrated near Kolar (radius ~4.34 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
124,13.22019,75.99035,40,2093,Hassan,4.59,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,093 FIRs concentrated near Hassan (radius ~4.59 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
395,16.52793,76.7622,34,2092,Yadgir,4.69,CrPC,"~2,092 FIRs concentrated near Yadgir (radius ~4.69 km). Dominant crime head in Yadgir: Crpc. Prioritise patrol / resource deployment."
37,12.43051,77.23008,21,2069,Mandya,3.93,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,069 FIRs concentrated near Mandya (radius ~3.93 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
427,17.19973,76.35979,16,2068,Kalaburagi,4.25,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,068 FIRs concentrated near Kalaburagi (radius ~4.25 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
426,17.18006,77.28978,15,2067,Kalaburagi,4.35,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,067 FIRs concentrated near Kalaburagi (radius ~4.35 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
18,12.19106,75.8013,55,2056,Kodagu,4.72,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,056 FIRs concentrated near Kodagu (radius ~4.72 km). Dominant crime head in Kodagu: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
152,13.42016,75.48,14,2052,Chikkamagaluru,4.28,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,052 FIRs concentrated near Chikkamagaluru (radius ~4.28 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
387,16.42,76.93114,41,2041,Raichur,4.6,KARNATAKA POLICE ACT 1963,"~2,041 FIRs concentrated near Raichur (radius ~4.6 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
241,14.43054,74.41952,53,2040,Uttara Kannada,4.75,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,040 FIRs concentrated near Uttara Kannada (radius ~4.75 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
415,16.91864,76.23089,43,2037,Vijayapura,4.65,KARNATAKA POLICE ACT 1963,"~2,037 FIRs concentrated near Vijayapura (radius ~4.65 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
449,17.77019,77.12038,37,2023,Bidar,4.58,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,023 FIRs concentrated near Bidar (radius ~4.58 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
264,14.76941,75.12055,32,2012,Haveri,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~2,012 FIRs concentrated near Haveri (radius ~4.65 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
398,16.5701,75.97022,40,1990,Vijayapura,4.79,KARNATAKA POLICE ACT 1963,"~1,990 FIRs concentrated near Vijayapura (radius ~4.79 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
306,15.42212,76.5989,57,1985,Ballari,6.91,KARNATAKA POLICE ACT 1963,"~1,985 FIRs concentrated near Ballari (radius ~6.91 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
376,16.33162,75.28041,48,1972,Bagalkote,4.56,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,972 FIRs concentrated near Bagalkote (radius ~4.56 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
339,15.81783,74.85886,37,1960,Belagavi,4.78,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,960 FIRs concentrated near Belagavi (radius ~4.78 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
33,12.40983,76.81009,8,1935,Mandya,4.67,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,935 FIRs concentrated near Mandya (radius ~4.67 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
133,13.28901,77.79964,60,1934,Bengaluru Rural,4.77,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,934 FIRs concentrated near Bengaluru Rural (radius ~4.77 km). Dominant crime head in Bengaluru Rural: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
391,16.49003,74.77106,42,1928,Belagavi,4.45,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,928 FIRs concentrated near Belagavi (radius ~4.45 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
154,13.44022,74.73888,61,1927,Udupi,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,927 FIRs concentrated near Udupi (radius ~4.63 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
180,13.6198,76.42023,12,1915,Chitradurga,4.61,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,915 FIRs concentrated near Chitradurga (radius ~4.61 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
274,14.90979,76.38988,26,1904,Vijayanagara,4.73,KARNATAKA POLICE ACT 1963,"~1,904 FIRs concentrated near Vijayanagara (radius ~4.73 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
323,15.60165,76.65944,44,1894,Koppal,4.74,KARNATAKA POLICE ACT 1963,"~1,894 FIRs concentrated near Koppal (radius ~4.74 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
386,16.42149,74.58104,48,1886,Belagavi,4.72,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,886 FIRs concentrated near Belagavi (radius ~4.72 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
304,15.34036,76.83993,19,1882,Ballari,4.43,KARNATAKA POLICE ACT 1963,"~1,882 FIRs concentrated near Ballari (radius ~4.43 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
370,16.23941,74.77018,49,1879,Belagavi,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,879 FIRs concentrated near Belagavi (radius ~4.63 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
218,14.10001,77.28029,43,1858,Tumakuru,4.66,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,858 FIRs concentrated near Tumakuru (radius ~4.66 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
40,12.47003,76.10122,43,1854,Mysuru,4.61,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,854 FIRs concentrated near Mysuru (radius ~4.61 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
219,14.13032,76.14014,29,1832,Chitradurga,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,832 FIRs concentrated near Chitradurga (radius ~4.54 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
184,13.66974,77.71026,41,1816,Chikkaballapura,4.6,Karnataka State Local Act,"~1,816 FIRs concentrated near Chikkaballapura (radius ~4.6 km). Dominant crime head in Chikkaballapura: Karnataka State Local Act. Prioritise patrol / resource deployment."
137,13.31007,76.94894,55,1814,Tumakuru,4.74,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,814 FIRs concentrated near Tumakuru (radius ~4.74 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
238,14.37972,75.24986,38,1793,Shivamogga,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,793 FIRs concentrated near Shivamogga (radius ~4.62 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
164,13.53061,74.70213,49,1792,Udupi,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,792 FIRs concentrated near Udupi (radius ~4.6 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
371,16.25146,74.49074,40,1790,Belagavi,4.7,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,790 FIRs concentrated near Belagavi (radius ~4.7 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
103,13.0598,78.42993,9,1777,Kolar,4.06,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,777 FIRs concentrated near Kolar (radius ~4.06 km). Dominant crime head in Kolar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
389,16.48784,75.09663,72,1777,Bagalkote,7.15,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,777 FIRs concentrated near Bagalkote (radius ~7.15 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
267,14.79016,75.98987,34,1771,Vijayanagara,4.63,KARNATAKA POLICE ACT 1963,"~1,771 FIRs concentrated near Vijayanagara (radius ~4.63 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
443,17.55999,76.56006,23,1766,Kalaburagi,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,766 FIRs concentrated near Kalaburagi (radius ~4.54 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
202,13.86853,74.6292,39,1764,Udupi,4.71,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,764 FIRs concentrated near Udupi (radius ~4.71 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
331,15.7501,76.19015,35,1754,Koppal,4.56,KARNATAKA POLICE ACT 1963,"~1,754 FIRs concentrated near Koppal (radius ~4.56 km). Dominant crime head in Koppal: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
69,12.76995,76.42016,11,1746,Mandya,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,746 FIRs concentrated near Mandya (radius ~4.65 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
448,17.73785,77.38243,41,1745,Bidar,5.56,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,745 FIRs concentrated near Bidar (radius ~5.56 km). Dominant crime head in Bidar: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
193,13.75694,75.99958,31,1743,Chikkamagaluru,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,743 FIRs concentrated near Chikkamagaluru (radius ~4.62 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
277,14.96955,74.70999,26,1737,Uttara Kannada,4.31,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,737 FIRs concentrated near Uttara Kannada (radius ~4.31 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
361,16.1302,74.52018,34,1733,Belagavi,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,733 FIRs concentrated near Belagavi (radius ~4.6 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
282,15.04973,76.20992,14,1721,Vijayanagara,4.28,KARNATAKA POLICE ACT 1963,"~1,721 FIRs concentrated near Vijayanagara (radius ~4.28 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
347,15.96895,76.11059,29,1718,Bagalkote,4.52,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,718 FIRs concentrated near Bagalkote (radius ~4.52 km). Dominant crime head in Bagalkote: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
0,11.81068,76.68097,21,1689,Chamarajanagar,4.48,Karnataka State Local Act,"~1,689 FIRs concentrated near Chamarajanagar (radius ~4.48 km). Dominant crime head in Chamarajanagar: Karnataka State Local Act. Prioritise patrol / resource deployment."
257,14.66003,74.30966,50,1652,Uttara Kannada,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,652 FIRs concentrated near Uttara Kannada (radius ~4.62 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
2,11.93076,76.67013,30,1651,Chamarajanagar,4.54,Karnataka State Local Act,"~1,651 FIRs concentrated near Chamarajanagar (radius ~4.54 km). Dominant crime head in Chamarajanagar: Karnataka State Local Act. Prioritise patrol / resource deployment."
113,13.16053,76.67006,49,1648,Tumakuru,4.72,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,648 FIRs concentrated near Tumakuru (radius ~4.72 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
368,16.19082,76.66012,15,1634,Raichur,4.18,KARNATAKA POLICE ACT 1963,"~1,634 FIRs concentrated near Raichur (radius ~4.18 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
217,14.10013,76.52991,11,1632,Chitradurga,4.43,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,632 FIRs concentrated near Chitradurga (radius ~4.43 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
245,14.45958,75.39015,37,1625,Haveri,4.46,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,625 FIRs concentrated near Haveri (radius ~4.46 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
258,14.65001,76.47,4,1599,Vijayanagara,2.67,KARNATAKA POLICE ACT 1963,"~1,599 FIRs concentrated near Vijayanagara (radius ~2.67 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
76,12.84021,75.24935,46,1595,Dakshina Kannada,4.68,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,595 FIRs concentrated near Dakshina Kannada (radius ~4.68 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
289,15.17118,74.97062,33,1592,Dharwad,4.69,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,592 FIRs concentrated near Dharwad (radius ~4.69 km). Dominant crime head in Dharwad: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
414,16.86992,77.38987,14,1587,Yadgir,3.88,CrPC,"~1,587 FIRs concentrated near Yadgir (radius ~3.88 km). Dominant crime head in Yadgir: Crpc. Prioritise patrol / resource deployment."
439,17.45987,77.41987,10,1586,Kalaburagi,3.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,586 FIRs concentrated near Kalaburagi (radius ~3.6 km). Dominant crime head in Kalaburagi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
253,14.56022,75.15047,23,1569,Shivamogga,4.01,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,569 FIRs concentrated near Shivamogga (radius ~4.01 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
112,13.15971,76.30005,29,1560,Hassan,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,560 FIRs concentrated near Hassan (radius ~4.62 km). Dominant crime head in Hassan: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
322,15.59984,74.78896,47,1548,Belagavi,4.54,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,548 FIRs concentrated near Belagavi (radius ~4.54 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
390,16.47941,76.30928,28,1542,Vijayapura,4.69,KARNATAKA POLICE ACT 1963,"~1,542 FIRs concentrated near Vijayapura (radius ~4.69 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
67,12.76114,75.10074,42,1540,Dakshina Kannada,4.53,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,540 FIRs concentrated near Dakshina Kannada (radius ~4.53 km). Dominant crime head in Dakshina Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
165,13.52971,77.24001,48,1539,Tumakuru,4.62,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,539 FIRs concentrated near Tumakuru (radius ~4.62 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
259,14.66995,76.06977,21,1534,Vijayanagara,4.63,KARNATAKA POLICE ACT 1963,"~1,534 FIRs concentrated near Vijayanagara (radius ~4.63 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
302,15.33079,74.76832,48,1532,Uttara Kannada,4.66,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,532 FIRs concentrated near Uttara Kannada (radius ~4.66 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
265,14.76986,75.25022,24,1529,Haveri,4.43,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,529 FIRs concentrated near Haveri (radius ~4.43 km). Dominant crime head in Haveri: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
270,14.83018,76.2297,24,1527,Vijayanagara,4.31,KARNATAKA POLICE ACT 1963,"~1,527 FIRs concentrated near Vijayanagara (radius ~4.31 km). Dominant crime head in Vijayanagara: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
297,15.25633,74.61995,43,1525,Uttara Kannada,4.92,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,525 FIRs concentrated near Uttara Kannada (radius ~4.92 km). Dominant crime head in Uttara Kannada: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
183,13.6613,77.2109,50,1518,Tumakuru,4.71,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,518 FIRs concentrated near Tumakuru (radius ~4.71 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
127,13.23997,75.65062,29,1510,Chikkamagaluru,4.81,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,510 FIRs concentrated near Chikkamagaluru (radius ~4.81 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
20,12.20028,76.56015,33,1509,Mysuru,4.6,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,509 FIRs concentrated near Mysuru (radius ~4.6 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
283,15.08026,76.54031,17,1506,Ballari,4.21,KARNATAKA POLICE ACT 1963,"~1,506 FIRs concentrated near Ballari (radius ~4.21 km). Dominant crime head in Ballari: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
235,14.35097,75.73995,34,1501,Davanagere,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,501 FIRs concentrated near Davanagere (radius ~4.65 km). Dominant crime head in Davanagere: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
365,16.17951,77.01998,24,1498,Raichur,4.63,KARNATAKA POLICE ACT 1963,"~1,498 FIRs concentrated near Raichur (radius ~4.63 km). Dominant crime head in Raichur: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
120,13.19993,77.90141,55,1494,Bengaluru Rural,4.76,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,494 FIRs concentrated near Bengaluru Rural (radius ~4.76 km). Dominant crime head in Bengaluru Rural: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
239,14.37997,75.09979,20,1489,Shivamogga,4.02,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,489 FIRs concentrated near Shivamogga (radius ~4.02 km). Dominant crime head in Shivamogga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
51,12.63981,76.92001,17,1488,Mandya,4.73,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,488 FIRs concentrated near Mandya (radius ~4.73 km). Dominant crime head in Mandya: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
181,13.63963,76.9398,44,1484,Tumakuru,4.63,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,484 FIRs concentrated near Tumakuru (radius ~4.63 km). Dominant crime head in Tumakuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
342,15.89033,74.92988,32,1483,Belagavi,4.61,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,483 FIRs concentrated near Belagavi (radius ~4.61 km). Dominant crime head in Belagavi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
125,13.22854,74.75242,48,1482,Udupi,4.64,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,482 FIRs concentrated near Udupi (radius ~4.64 km). Dominant crime head in Udupi: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
378,16.3481,76.12999,36,1482,Vijayapura,4.47,KARNATAKA POLICE ACT 1963,"~1,482 FIRs concentrated near Vijayapura (radius ~4.47 km). Dominant crime head in Vijayapura: Karnataka Police Act 1963. Prioritise patrol / resource deployment."
244,14.44992,76.67,12,1479,Chitradurga,4.46,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,479 FIRs concentrated near Chitradurga (radius ~4.46 km). Dominant crime head in Chitradurga: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
46,12.55981,76.26065,47,1478,Mysuru,4.75,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,478 FIRs concentrated near Mysuru (radius ~4.75 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
22,12.24985,76.81013,31,1465,Mysuru,4.56,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,465 FIRs concentrated near Mysuru (radius ~4.56 km). Dominant crime head in Mysuru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
108,13.13068,75.639,47,1461,Chikkamagaluru,4.65,MOTOR VEHICLE ACCIDENTS NON-FATAL,"~1,461 FIRs concentrated near Chikkamagaluru (radius ~4.65 km). Dominant crime head in Chikkamagaluru: Motor Vehicle Accidents Non-Fatal. Prioritise patrol / resource deployment."
