district,dow,month,season,count
Chikkamagaluru,0,11,Post-Monsoon,361
Chikkamagaluru,0,12,Winter,344
Chikkamagaluru,1,1,Winter,492
Chikkamagaluru,1,2,Winter,470
Chikkamagaluru,1,3,Summer,527
Chikkamagaluru,1,4,Summer,465
Chikkamagaluru,1,5,Summer,488
Chikkamagaluru,1,6,Monsoon,420
Chikkamagaluru,1,7,Monsoon,355
Chikkamagaluru,1,8,Monsoon,428
Chikkamagaluru,1,9,Monsoon,525
Chikkamagaluru,1,10,Post-Monsoon,348
Chikkamagaluru,1,11,Post-Monsoon,425
Chikkamagaluru,1,12,Winter,344
Chikkamagaluru,2,1,Winter,517
Chikkamagaluru,2,2,Winter,529
Chikkamagaluru,2,3,Summer,494
Chikkamagaluru,2,4,Summer,452
Chikkamagaluru,2,5,Summer,481
Chikkamagaluru,2,6,Monsoon,391
Chikkamagaluru,2,7,Monsoon,371
Chikkamagaluru,2,8,Monsoon,435
Chikkamagaluru,2,9,Monsoon,475
Chikkamagaluru,2,10,Post-Monsoon,353
Chikkamagaluru,2,11,Post-Monsoon,452
Chikkamagaluru,2,12,Winter,368
Chikkamagaluru,3,1,Winter,500
Chikkamagaluru,3,2,Winter,520
Chikkamagaluru,3,3,Summer,491
Chikkamagaluru,3,4,Summer,476
Chikkamagaluru,3,5,Summer,465
Chikkamagaluru,3,6,Monsoon,428
Chikkamagaluru,3,7,Monsoon,388
Chikkamagaluru,3,8,Monsoon,371
Chikkamagaluru,3,9,Monsoon,422
Chikkamagaluru,3,10,Post-Monsoon,355
Chikkamagaluru,3,11,Post-Monsoon,417
Chikkamagaluru,3,12,Winter,364
Chikkamagaluru,4,1,Winter,466
Chikkamagaluru,4,2,Winter,439
Chikkamagaluru,4,3,Summer,559
Chikkamagaluru,4,4,Summer,454
Chikkamagaluru,4,5,Summer,479
Chikkamagaluru,4,6,Monsoon,372
Chikkamagaluru,4,7,Monsoon,400
Chikkamagaluru,4,8,Monsoon,311
Chikkamagaluru,4,9,Monsoon,460
Chikkamagaluru,4,10,Post-Monsoon,360
Chikkamagaluru,4,11,Post-Monsoon,420
Chikkamagaluru,4,12,Winter,389
Chikkamagaluru,5,1,Winter,509
Chikkamagaluru,5,2,Winter,445
Chikkamagaluru,5,3,Summer,530
Chikkamagaluru,5,4,Summer,445
Chikkamagaluru,5,5,Summer,411
Chikkamagaluru,5,6,Monsoon,413
Chikkamagaluru,5,7,Monsoon,426
Chikkamagaluru,5,8,Monsoon,379
Chikkamagaluru,5,9,Monsoon,401
Chikkamagaluru,5,10,Post-Monsoon,372
Chikkamagaluru,5,11,Post-Monsoon,413
Chikkamagaluru,5,12,Winter,349
Chikkamagaluru,6,1,Winter,460
Chikkamagaluru,6,2,Winter,384
Chikkamagaluru,6,3,Summer,353
Chikkamagaluru,6,4,Summer,443
Chikkamagaluru,6,5,Summer,414
Chikkamagaluru,6,6,Monsoon,363
Chikkamagaluru,6,7,Monsoon,327
Chikkamagaluru,6,8,Monsoon,293
Chikkamagaluru,6,9,Monsoon,314
Chikkamagaluru,6,10,Post-Monsoon,362
Chikkamagaluru,6,11,Post-Monsoon,303
Chikkamagaluru,6,12,Winter,320
Chitradurga,0,1,Winter,683
Chitradurga,0,2,Winter,611
Chitradurga,0,3,Summer,651
Chitradurga,0,4,Summer,655
Chitradurga,0,5,Summer,847
Chitradurga,0,6,Monsoon,709
Chitradurga,0,7,Monsoon,495
Chitradurga,0,8,Monsoon,487
Chitradurga,0,9,Monsoon,403
Chitradurga,0,10,Post-Monsoon,531
Chitradurga,0,11,Post-Monsoon,537
Chitradurga,0,12,Winter,488
Chitradurga,1,1,Winter,705
Chitradurga,1,2,Winter,602
Chitradurga,1,3,Summer,787
Chitradurga,1,4,Summer,660
Chitradurga,1,5,Summer,646
Chitradurga,1,6,Monsoon,724
Chitradurga,1,7,Monsoon,458
Chitradurga,1,8,Monsoon,540
Chitradurga,1,9,Monsoon,421
Chitradurga,1,10,Post-Monsoon,532
Chitradurga,1,11,Post-Monsoon,525
Chitradurga,1,12,Winter,439
Chitradurga,2,1,Winter,716
Chitradurga,2,2,Winter,600
Chitradurga,2,3,Summer,765
Chitradurga,2,4,Summer,656
Chitradurga,2,5,Summer,693
Chitradurga,2,6,Monsoon,602
Chitradurga,2,7,Monsoon,481
Chitradurga,2,8,Monsoon,507
Chitradurga,2,9,Monsoon,477
Chitradurga,2,10,Post-Monsoon,489
Chitradurga,2,11,Post-Monsoon,523
Chitradurga,2,12,Winter,466
Chitradurga,3,1,Winter,640
Chitradurga,3,2,Winter,589
Chitradurga,3,3,Summer,735
Chitradurga,3,4,Summer,657
Chitradurga,3,5,Summer,600
Chitradurga,3,6,Monsoon,672
Chitradurga,3,7,Monsoon,485
Chitradurga,3,8,Monsoon,470
Chitradurga,3,9,Monsoon,468
Chitradurga,3,10,Post-Monsoon,524
Chitradurga,3,11,Post-Monsoon,567
Chitradurga,3,12,Winter,551
Chitradurga,4,1,Winter,647
Chitradurga,4,2,Winter,595
Chitradurga,4,3,Summer,727
Chitradurga,4,4,Summer,737
Chitradurga,4,5,Summer,523
Chitradurga,4,6,Monsoon,647
Chitradurga,4,7,Monsoon,503
Chitradurga,4,8,Monsoon,454
Chitradurga,4,9,Monsoon,440
Chitradurga,4,10,Post-Monsoon,484
Chitradurga,4,11,Post-Monsoon,492
Chitradurga,4,12,Winter,465
Chitradurga,5,1,Winter,636
Chitradurga,5,2,Winter,645
Chitradurga,5,3,Summer,782
Chitradurga,5,4,Summer,870
Chitradurga,5,5,Summer,593
Chitradurga,5,6,Monsoon,550
Chitradurga,5,7,Monsoon,519
Chitradurga,5,8,Monsoon,424
Chitradurga,5,9,Monsoon,385
Chitradurga,5,10,Post-Monsoon,559
Chitradurga,5,11,Post-Monsoon,439
Chitradurga,5,12,Winter,499
Chitradurga,6,1,Winter,612
Chitradurga,6,2,Winter,561
Chitradurga,6,3,Summer,660
Chitradurga,6,4,Summer,652
Chitradurga,6,5,Summer,619
Chitradurga,6,6,Monsoon,450
Chitradurga,6,7,Monsoon,440
Chitradurga,6,8,Monsoon,424
Chitradurga,6,9,Monsoon,370
Chitradurga,6,10,Post-Monsoon,486
Chitradurga,6,11,Post-Monsoon,372
Chitradurga,6,12,Winter,424
Coastal Security Police,0,1,Winter,5
Coastal Security Police,0,2,Winter,9
Coastal Security Police,0,3,Summer,2
Coastal Security Police,0,4,Summer,4
Coastal Security Police,0,5,Summer,4
Coastal Security Police,0,6,Monsoon,2
Coastal Security Police,0,7,Monsoon,6
Coastal Security Police,0,8,Monsoon,3
Coastal Security Police,0,9,Monsoon,2
Coastal Security Police,0,11,Post-Monsoon,4
Coastal Security Police,1,1,Winter,7
Coastal Security Police,1,2,Winter,9
Coastal Security Police,1,3,Summer,7
Coastal Security Police,1,4,Summer,10
Coastal Security Police,1,5,Summer,1
Coastal Security Police,1,6,Monsoon,2
Coastal Security Police,1,9,Monsoon,3
Coastal Security Police,1,10,Post-Monsoon,3
Coastal Security Police,1,11,Post-Monsoon,2
Coastal Security Police,1,12,Winter,1
Coastal Security Police,2,1,Winter,5
Coastal Security Police,2,2,Winter,9
Coastal Security Police,2,3,Summer,4
Coastal Security Police,2,4,Summer,2
Coastal Security Police,2,5,Summer,1
Coastal Security Police,2,6,Monsoon,4
Coastal Security Police,2,7,Monsoon,1
Coastal Security Police,2,8,Monsoon,1
Coastal Security Police,2,9,Monsoon,2
Coastal Security Police,2,10,Post-Monsoon,3
Coastal Security Police,2,12,Winter,1
Coastal Security Police,3,1,Winter,5
Coastal Security Police,3,2,Winter,5
Coastal Security Police,3,3,Summer,3
Coastal Security Police,3,4,Summer,3
Coastal Security Police,3,5,Summer,2
Coastal Security Police,3,10,Post-Monsoon,4
Coastal Security Police,3,11,Post-Monsoon,2
Coastal Security Police,3,12,Winter,1
Coastal Security Police,4,1,Winter,5
Coastal Security Police,4,2,Winter,5
Coastal Security Police,4,3,Summer,2
Coastal Security Police,4,4,Summer,2
Coastal Security Police,4,5,Summer,2
Coastal Security Police,4,6,Monsoon,3
Coastal Security Police,4,7,Monsoon,1
Coastal Security Police,4,8,Monsoon,5
Coastal Security Police,4,9,Monsoon,1
Coastal Security Police,4,11,Post-Monsoon,1
Coastal Security Police,4,12,Winter,1
Coastal Security Police,5,1,Winter,2
Coastal Security Police,5,2,Winter,2
Coastal Security Police,5,3,Summer,3
Coastal Security Police,5,4,Summer,2
Coastal Security Police,5,5,Summer,1
Coastal Security Police,5,7,Monsoon,4
Coastal Security Police,5,8,Monsoon,4
Coastal Security Police,5,9,Monsoon,2
Coastal Security Police,5,10,Post-Monsoon,5
Coastal Security Police,5,11,Post-Monsoon,2
Coastal Security Police,5,12,Winter,1
Coastal Security Police,6,1,Winter,3
Coastal Security Police,6,2,Winter,2
Coastal Security Police,6,3,Summer,3
Coastal Security Police,6,6,Monsoon,1
Coastal Security Police,6,7,Monsoon,1
Coastal Security Police,6,10,Post-Monsoon,1
Coastal Security Police,6,11,Post-Monsoon,2
Dakshina Kannada,0,1,Winter,763
Dakshina Kannada,0,2,Winter,777
Dakshina Kannada,0,3,Summer,650
Dakshina Kannada,0,4,Summer,739
Dakshina Kannada,0,5,Summer,704
Dakshina Kannada,0,6,Monsoon,580
Dakshina Kannada,0,7,Monsoon,624
Dakshina Kannada,0,8,Monsoon,638
Dakshina Kannada,0,9,Monsoon,555
Dakshina Kannada,0,10,Post-Monsoon,650
Dakshina Kannada,0,11,Post-Monsoon,637
Dakshina Kannada,0,12,Winter,593
Dakshina Kannada,1,1,Winter,760
Dakshina Kannada,1,2,Winter,786
Dakshina Kannada,1,3,Summer,748
Dakshina Kannada,1,4,Summer,646
Dakshina Kannada,1,5,Summer,703
Dakshina Kannada,1,6,Monsoon,585
Dakshina Kannada,1,7,Monsoon,655
Dakshina Kannada,1,8,Monsoon,647
Dakshina Kannada,1,9,Monsoon,536
Dakshina Kannada,1,10,Post-Monsoon,570
Dakshina Kannada,1,11,Post-Monsoon,664
Dakshina Kannada,1,12,Winter,607
Dakshina Kannada,2,1,Winter,710
Dakshina Kannada,2,2,Winter,801
Dakshina Kannada,2,3,Summer,700
Dakshina Kannada,2,4,Summer,751
Dakshina Kannada,2,5,Summer,626
Dakshina Kannada,2,6,Monsoon,554
Dakshina Kannada,2,7,Monsoon,589
Dakshina Kannada,2,8,Monsoon,668
Dakshina Kannada,2,9,Monsoon,573
Dakshina Kannada,2,10,Post-Monsoon,569
Dakshina Kannada,2,11,Post-Monsoon,593
Dakshina Kannada,2,12,Winter,546
Dakshina Kannada,3,1,Winter,628
Dakshina Kannada,3,2,Winter,915
Dakshina Kannada,3,3,Summer,761
Dakshina Kannada,3,4,Summer,655
Dakshina Kannada,3,5,Summer,589
Dakshina Kannada,3,6,Monsoon,580
Dakshina Kannada,3,7,Monsoon,571
Dakshina Kannada,3,8,Monsoon,610
Dakshina Kannada,3,9,Monsoon,645
Dakshina Kannada,3,10,Post-Monsoon,528
Dakshina Kannada,3,11,Post-Monsoon,598
Dakshina Kannada,3,12,Winter,627
Dakshina Kannada,4,1,Winter,642
Dakshina Kannada,4,2,Winter,702
Dakshina Kannada,4,3,Summer,759
Dakshina Kannada,4,4,Summer,612
Dakshina Kannada,4,5,Summer,609
Dakshina Kannada,4,6,Monsoon,574
Dakshina Kannada,4,7,Monsoon,655
Dakshina Kannada,4,8,Monsoon,539
Dakshina Kannada,4,9,Monsoon,624
Dakshina Kannada,4,10,Post-Monsoon,540
Dakshina Kannada,4,11,Post-Monsoon,632
Dakshina Kannada,4,12,Winter,591
Dakshina Kannada,5,1,Winter,673
Dakshina Kannada,5,2,Winter,695
Dakshina Kannada,5,3,Summer,740
Dakshina Kannada,5,4,Summer,550
Dakshina Kannada,5,5,Summer,620
Dakshina Kannada,5,6,Monsoon,517
Dakshina Kannada,5,7,Monsoon,628
Dakshina Kannada,5,8,Monsoon,587
Dakshina Kannada,5,9,Monsoon,619
Dakshina Kannada,5,10,Post-Monsoon,567
Dakshina Kannada,5,11,Post-Monsoon,581
Dakshina Kannada,5,12,Winter,647
Dakshina Kannada,6,1,Winter,544
Dakshina Kannada,6,2,Winter,650
Dakshina Kannada,6,3,Summer,556
Dakshina Kannada,6,4,Summer,599
Dakshina Kannada,6,5,Summer,639
Dakshina Kannada,6,6,Monsoon,453
Dakshina Kannada,6,7,Monsoon,573
Dakshina Kannada,6,8,Monsoon,503
Dakshina Kannada,6,9,Monsoon,514
Dakshina Kannada,6,10,Post-Monsoon,502
Dakshina Kannada,6,11,Post-Monsoon,489
Dakshina Kannada,6,12,Winter,540
Davanagere,0,1,Winter,477
Davanagere,0,2,Winter,657
Davanagere,0,3,Summer,532
Davanagere,0,4,Summer,471
Davanagere,0,5,Summer,530
Davanagere,0,6,Monsoon,464
Davanagere,0,7,Monsoon,592
Davanagere,0,8,Monsoon,432
Davanagere,0,9,Monsoon,381
Davanagere,0,10,Post-Monsoon,402
Davanagere,0,11,Post-Monsoon,434
Davanagere,0,12,Winter,393
Davanagere,1,1,Winter,491
Davanagere,1,2,Winter,725
Davanagere,1,3,Summer,540
Davanagere,1,4,Summer,426
Davanagere,1,5,Summer,560
Davanagere,1,6,Monsoon,473
Davanagere,1,7,Monsoon,505
Davanagere,1,8,Monsoon,491
Davanagere,1,9,Monsoon,412
Davanagere,1,10,Post-Monsoon,438
Davanagere,1,11,Post-Monsoon,416
Davanagere,1,12,Winter,447
Davanagere,2,1,Winter,470
Davanagere,2,2,Winter,587
Davanagere,2,3,Summer,526
Davanagere,2,4,Summer,460
Davanagere,2,5,Summer,515
Davanagere,2,6,Monsoon,515
Davanagere,2,7,Monsoon,529
Davanagere,2,8,Monsoon,489
Davanagere,2,9,Monsoon,396
Davanagere,2,10,Post-Monsoon,381
Davanagere,2,11,Post-Monsoon,456
Davanagere,2,12,Winter,431
Davanagere,3,1,Winter,478
Davanagere,3,2,Winter,571
Davanagere,3,3,Summer,609
Davanagere,3,4,Summer,481
Davanagere,3,5,Summer,402
Davanagere,3,6,Monsoon,524
Davanagere,3,7,Monsoon,436
Davanagere,3,8,Monsoon,532
Davanagere,3,9,Monsoon,415
Davanagere,3,10,Post-Monsoon,432
Davanagere,3,11,Post-Monsoon,452
Davanagere,3,12,Winter,474
Davanagere,4,1,Winter,471
Davanagere,4,2,Winter,519
Davanagere,4,3,Summer,489
Davanagere,4,4,Summer,505
Davanagere,4,5,Summer,419
Davanagere,4,6,Monsoon,455
Davanagere,4,7,Monsoon,504
Davanagere,4,8,Monsoon,418
Davanagere,4,9,Monsoon,423
Davanagere,4,10,Post-Monsoon,409
Davanagere,4,11,Post-Monsoon,452
Davanagere,4,12,Winter,457
Davanagere,5,1,Winter,534
Davanagere,5,2,Winter,583
Davanagere,5,3,Summer,509
Davanagere,5,4,Summer,466
Davanagere,5,5,Summer,428
Davanagere,5,6,Monsoon,496
Davanagere,5,7,Monsoon,552
Davanagere,5,8,Monsoon,470
Davanagere,5,9,Monsoon,394
Davanagere,5,10,Post-Monsoon,447
Davanagere,5,11,Post-Monsoon,401
Davanagere,5,12,Winter,451
Davanagere,6,1,Winter,386
Davanagere,6,2,Winter,448
Davanagere,6,3,Summer,439
Davanagere,6,4,Summer,378
Davanagere,6,5,Summer,387
Davanagere,6,6,Monsoon,385
Davanagere,6,7,Monsoon,429
Davanagere,6,8,Monsoon,341
Davanagere,6,9,Monsoon,286
Davanagere,6,10,Post-Monsoon,353
Davanagere,6,11,Post-Monsoon,377
Davanagere,6,12,Winter,330
Dharwad,0,1,Winter,544
Dharwad,0,2,Winter,532
Dharwad,0,3,Summer,455
Dharwad,0,4,Summer,462
Dharwad,0,5,Summer,517
Dharwad,0,6,Monsoon,431
Dharwad,0,7,Monsoon,518
Dharwad,0,8,Monsoon,405
Dharwad,0,9,Monsoon,384
Dharwad,0,10,Post-Monsoon,425
Dharwad,0,11,Post-Monsoon,495
Dharwad,0,12,Winter,417
Dharwad,1,1,Winter,510
Dharwad,1,2,Winter,536
Dharwad,1,3,Summer,467
Dharwad,1,4,Summer,453
Dharwad,1,5,Summer,469
Dharwad,1,6,Monsoon,489
Dharwad,1,7,Monsoon,498
Dharwad,1,8,Monsoon,473
Dharwad,1,9,Monsoon,427
Dharwad,1,10,Post-Monsoon,493
Dharwad,1,11,Post-Monsoon,525
Dharwad,1,12,Winter,422
Dharwad,2,1,Winter,516
Dharwad,2,2,Winter,606
Dharwad,2,3,Summer,519
Dharwad,2,4,Summer,464
Dharwad,2,5,Summer,490
Dharwad,2,6,Monsoon,488
Dharwad,2,7,Monsoon,479
Dharwad,2,8,Monsoon,512
Dharwad,2,9,Monsoon,439
Dharwad,2,10,Post-Monsoon,468
Dharwad,2,11,Post-Monsoon,508
Dharwad,2,12,Winter,418
Dharwad,3,1,Winter,440
Dharwad,3,2,Winter,609
Dharwad,3,3,Summer,586
Dharwad,3,4,Summer,519
Dharwad,3,5,Summer,469
Dharwad,3,6,Monsoon,504
Dharwad,3,7,Monsoon,567
Dharwad,3,8,Monsoon,465
Dharwad,3,9,Monsoon,458
Dharwad,3,10,Post-Monsoon,432
Dharwad,3,11,Post-Monsoon,449
Dharwad,3,12,Winter,438
Dharwad,4,1,Winter,490
Dharwad,4,2,Winter,478
Dharwad,4,3,Summer,500
Dharwad,4,4,Summer,505
Dharwad,4,5,Summer,432
Dharwad,4,6,Monsoon,450
Dharwad,4,7,Monsoon,519
Dharwad,4,8,Monsoon,431
Dharwad,4,9,Monsoon,437
Dharwad,4,10,Post-Monsoon,427
Dharwad,4,11,Post-Monsoon,444
Dharwad,4,12,Winter,480
Dharwad,5,1,Winter,497
Dharwad,5,2,Winter,514
Dharwad,5,3,Summer,479
Dharwad,5,4,Summer,513
Dharwad,5,5,Summer,465
Dharwad,5,6,Monsoon,488
Dharwad,5,7,Monsoon,483
Dharwad,5,8,Monsoon,367
Dharwad,5,9,Monsoon,394
Dharwad,5,10,Post-Monsoon,439
Dharwad,5,11,Post-Monsoon,474
Dharwad,5,12,Winter,491
Dharwad,6,1,Winter,414
Dharwad,6,2,Winter,419
Dharwad,6,3,Summer,379
Dharwad,6,4,Summer,422
Dharwad,6,5,Summer,448
Dharwad,6,6,Monsoon,327
Dharwad,6,7,Monsoon,411
Dharwad,6,8,Monsoon,303
Dharwad,6,9,Monsoon,331
Dharwad,6,10,Post-Monsoon,344
Dharwad,6,11,Post-Monsoon,417
Dharwad,6,12,Winter,351
Gadag,0,1,Winter,265
Gadag,0,2,Winter,315
Gadag,0,3,Summer,212
Gadag,0,4,Summer,203
Gadag,0,5,Summer,212
Gadag,0,6,Monsoon,210
Gadag,0,7,Monsoon,206
Gadag,0,8,Monsoon,169
Gadag,0,9,Monsoon,176
Gadag,0,10,Post-Monsoon,209
Gadag,0,11,Post-Monsoon,192
Gadag,0,12,Winter,182
Gadag,1,1,Winter,262
Gadag,1,2,Winter,348
Gadag,1,3,Summer,225
Gadag,1,4,Summer,233
Gadag,1,5,Summer,246
Gadag,1,6,Monsoon,251
Gadag,1,7,Monsoon,199
Gadag,1,8,Monsoon,189
Gadag,1,9,Monsoon,209
Gadag,1,10,Post-Monsoon,235
Gadag,1,11,Post-Monsoon,239
Gadag,1,12,Winter,199
Gadag,2,1,Winter,254
Gadag,2,2,Winter,337
Gadag,2,3,Summer,235
Gadag,2,4,Summer,193
Gadag,2,5,Summer,272
Gadag,2,6,Monsoon,274
Gadag,2,7,Monsoon,226
Gadag,2,8,Monsoon,182
Gadag,2,9,Monsoon,185
Gadag,2,10,Post-Monsoon,188
Gadag,2,11,Post-Monsoon,233
Gadag,2,12,Winter,206
Gadag,3,1,Winter,238
Gadag,3,2,Winter,302
Gadag,3,3,Summer,309
Gadag,3,4,Summer,178
Gadag,3,5,Summer,191
Gadag,3,6,Monsoon,319
Gadag,3,7,Monsoon,190
Gadag,3,8,Monsoon,210
Gadag,3,9,Monsoon,198
Gadag,3,10,Post-Monsoon,226
Gadag,3,11,Post-Monsoon,217
Gadag,3,12,Winter,236
Gadag,4,1,Winter,240
Gadag,4,2,Winter,248
Gadag,4,3,Summer,260
Gadag,4,4,Summer,179
Gadag,4,5,Summer,188
Gadag,4,6,Monsoon,263
Gadag,4,7,Monsoon,201
Gadag,4,8,Monsoon,211
Gadag,4,9,Monsoon,202
Gadag,4,10,Post-Monsoon,185
Gadag,4,11,Post-Monsoon,202
Gadag,4,12,Winter,232
Gadag,5,1,Winter,244
Gadag,5,2,Winter,295
Gadag,5,3,Summer,249
Gadag,5,4,Summer,214
Gadag,5,5,Summer,198
Gadag,5,6,Monsoon,247
Gadag,5,7,Monsoon,220
Gadag,5,8,Monsoon,165
Gadag,5,9,Monsoon,197
Gadag,5,10,Post-Monsoon,207
Gadag,5,11,Post-Monsoon,196
Gadag,5,12,Winter,214
Gadag,6,1,Winter,235
Gadag,6,2,Winter,263
Gadag,6,3,Summer,217
Gadag,6,4,Summer,200
Gadag,6,5,Summer,183
Gadag,6,6,Monsoon,241
Gadag,6,7,Monsoon,171
Gadag,6,8,Monsoon,142
Gadag,6,9,Monsoon,142
Gadag,6,10,Post-Monsoon,160
Gadag,6,11,Post-Monsoon,144
Gadag,6,12,Winter,162
Hassan,0,1,Winter,892
Hassan,0,2,Winter,770
Hassan,0,3,Summer,724
Hassan,0,4,Summer,901
Hassan,0,5,Summer,933
Hassan,0,6,Monsoon,654
Hassan,0,7,Monsoon,606
Hassan,0,8,Monsoon,588
Hassan,0,9,Monsoon,601
Hassan,0,10,Post-Monsoon,655
Hassan,0,11,Post-Monsoon,610
Hassan,0,12,Winter,559
Hassan,1,1,Winter,953
Hassan,1,2,Winter,747
Hassan,1,3,Summer,814
Hassan,1,4,Summer,982
Hassan,1,5,Summer,930
Hassan,1,6,Monsoon,753
Hassan,1,7,Monsoon,562
Hassan,1,8,Monsoon,666
Hassan,1,9,Monsoon,573
Hassan,1,10,Post-Monsoon,638
Hassan,1,11,Post-Monsoon,669
Hassan,1,12,Winter,582
Hassan,2,1,Winter,817
Hassan,2,2,Winter,728
Hassan,2,3,Summer,793
Hassan,2,4,Summer,987
Hassan,2,5,Summer,936
Hassan,2,6,Monsoon,786
Hassan,2,7,Monsoon,571
Hassan,2,8,Monsoon,646
Hassan,2,9,Monsoon,598
Hassan,2,10,Post-Monsoon,585
Hassan,2,11,Post-Monsoon,606
Hassan,2,12,Winter,564
Hassan,3,1,Winter,735
Hassan,3,2,Winter,807
Hassan,3,3,Summer,868
Hassan,3,4,Summer,911
Hassan,3,5,Summer,749
Hassan,3,6,Monsoon,745
Hassan,3,7,Monsoon,585
Hassan,3,8,Monsoon,642
Hassan,3,9,Monsoon,640
Hassan,3,10,Post-Monsoon,571
Hassan,3,11,Post-Monsoon,649
Hassan,3,12,Winter,613
Hassan,4,1,Winter,739
Hassan,4,2,Winter,721
Hassan,4,3,Summer,852
Hassan,4,4,Summer,928
Hassan,4,5,Summer,731
Hassan,4,6,Monsoon,669
Hassan,4,7,Monsoon,629
Hassan,4,8,Monsoon,590
Hassan,4,9,Monsoon,590
Hassan,4,10,Post-Monsoon,607
Hassan,4,11,Post-Monsoon,547
Hassan,4,12,Winter,689
Hassan,5,1,Winter,749
Hassan,5,2,Winter,741
Hassan,5,3,Summer,740
Hassan,5,4,Summer,903
Hassan,5,5,Summer,937
Hassan,5,6,Monsoon,664
Hassan,5,7,Monsoon,631
Hassan,5,8,Monsoon,549
Hassan,5,9,Monsoon,609
Hassan,5,10,Post-Monsoon,629
Hassan,5,11,Post-Monsoon,637
Hassan,5,12,Winter,635
Hassan,6,1,Winter,680
Hassan,6,2,Winter,586
Hassan,6,3,Summer,623
Hassan,6,4,Summer,917
Hassan,6,5,Summer,683
Hassan,6,6,Monsoon,454
Hassan,6,7,Monsoon,543
Hassan,6,8,Monsoon,497
Hassan,6,9,Monsoon,509
Hassan,6,10,Post-Monsoon,524
Hassan,6,11,Post-Monsoon,518
Hassan,6,12,Winter,512
Haveri,0,1,Winter,343
Haveri,0,2,Winter,489
Haveri,0,3,Summer,420
Haveri,0,4,Summer,306
Haveri,0,5,Summer,489
Haveri,0,6,Monsoon,340
Haveri,0,7,Monsoon,330
Haveri,0,8,Monsoon,361
Haveri,0,9,Monsoon,240
Haveri,0,10,Post-Monsoon,291
Haveri,0,11,Post-Monsoon,284
Haveri,0,12,Winter,326
Haveri,1,1,Winter,361
Haveri,1,2,Winter,623
Haveri,1,3,Summer,420
Haveri,1,4,Summer,338
Haveri,1,5,Summer,411
Haveri,1,6,Monsoon,517
Haveri,1,7,Monsoon,298
Haveri,1,8,Monsoon,309
Haveri,1,9,Monsoon,318
Haveri,1,10,Post-Monsoon,301
Haveri,1,11,Post-Monsoon,320
Haveri,1,12,Winter,302
Haveri,2,1,Winter,362
Haveri,2,2,Winter,525
Haveri,2,3,Summer,399
Haveri,2,4,Summer,344
Haveri,2,5,Summer,398
Haveri,2,6,Monsoon,668
Haveri,2,7,Monsoon,279
Haveri,2,8,Monsoon,320
Haveri,2,9,Monsoon,297
Haveri,2,10,Post-Monsoon,297
Haveri,2,11,Post-Monsoon,346
Haveri,2,12,Winter,306
Haveri,3,1,Winter,391
Haveri,3,2,Winter,587
Haveri,3,3,Summer,492
Haveri,3,4,Summer,327
Haveri,3,5,Summer,329
Haveri,3,6,Monsoon,605
Haveri,3,7,Monsoon,305
Haveri,3,8,Monsoon,329
Haveri,3,9,Monsoon,272
Haveri,3,10,Post-Monsoon,302
Haveri,3,11,Post-Monsoon,325
Haveri,3,12,Winter,329
Haveri,4,1,Winter,387
Haveri,4,2,Winter,457
Haveri,4,3,Summer,468
Haveri,4,4,Summer,353
Haveri,4,5,Summer,394
Haveri,4,6,Monsoon,509
Haveri,4,7,Monsoon,298
Haveri,4,8,Monsoon,287
Haveri,4,9,Monsoon,297
Haveri,4,10,Post-Monsoon,301
Haveri,4,11,Post-Monsoon,306
Haveri,4,12,Winter,334
Haveri,5,1,Winter,389
Haveri,5,2,Winter,436
Haveri,5,3,Summer,463
Haveri,5,4,Summer,322
Haveri,5,5,Summer,331
Haveri,5,6,Monsoon,396
Haveri,5,7,Monsoon,297
Haveri,5,8,Monsoon,300
Haveri,5,9,Monsoon,289
Haveri,5,10,Post-Monsoon,306
Haveri,5,11,Post-Monsoon,296
Haveri,5,12,Winter,305
Haveri,6,1,Winter,313
Haveri,6,2,Winter,372
Haveri,6,3,Summer,320
Haveri,6,4,Summer,290
Haveri,6,5,Summer,292
Haveri,6,6,Monsoon,332
Haveri,6,7,Monsoon,263
Haveri,6,8,Monsoon,257
Haveri,6,9,Monsoon,213
Haveri,6,10,Post-Monsoon,232
Haveri,6,11,Post-Monsoon,238
Haveri,6,12,Winter,257
ISD Bengaluru,0,2,Winter,4
ISD Bengaluru,0,7,Monsoon,2
ISD Bengaluru,0,8,Monsoon,3
ISD Bengaluru,0,9,Monsoon,2
ISD Bengaluru,0,10,Post-Monsoon,2
ISD Bengaluru,0,11,Post-Monsoon,6
ISD Bengaluru,0,12,Winter,1
ISD Bengaluru,1,1,Winter,1
ISD Bengaluru,1,7,Monsoon,9
ISD Bengaluru,1,8,Monsoon,2
ISD Bengaluru,1,10,Post-Monsoon,2
ISD Bengaluru,1,11,Post-Monsoon,10
ISD Bengaluru,2,1,Winter,3
ISD Bengaluru,2,2,Winter,1
ISD Bengaluru,2,6,Monsoon,1
ISD Bengaluru,2,7,Monsoon,16
ISD Bengaluru,2,8,Monsoon,7
ISD Bengaluru,2,10,Post-Monsoon,3
ISD Bengaluru,2,12,Winter,6
ISD Bengaluru,3,2,Winter,1
ISD Bengaluru,3,5,Summer,2
ISD Bengaluru,3,6,Monsoon,5
ISD Bengaluru,3,7,Monsoon,4
ISD Bengaluru,3,10,Post-Monsoon,1
ISD Bengaluru,3,12,Winter,6
