lat,lng,time_bucket,major_head,year,count
12.93,77.58,Night,BURGLARY - NIGHT,2019,2
12.93,77.58,Night,BURGLARY - NIGHT,2023,1
12.93,77.58,Night,BURGLARY - NIGHT,2024,1
12.93,77.59,Night,BURGLARY - NIGHT,2017,1
12.93,77.59,Night,BURGLARY - NIGHT,2020,2
12.93,77.59,Night,BURGLARY - NIGHT,2021,3
12.93,77.59,Night,BURGLARY - NIGHT,2023,2
12.93,77.59,Night,BURGLARY - NIGHT,2024,1
12.93,77.6,Daytime,BURGLARY - DAY,2021,3
12.93,77.6,Daytime,BURGLARY - DAY,2023,1
12.93,77.6,Night,BURGLARY - NIGHT,2016,1
12.93,77.61,Daytime,BURGLARY - DAY,2016,2
12.93,77.61,Daytime,BURGLARY - DAY,2020,1
12.93,77.61,Night,BURGLARY - NIGHT,2016,2
12.93,77.61,Night,BURGLARY - NIGHT,2020,1
12.93,77.61,Night,BURGLARY - NIGHT,2021,2
12.93,77.61,Night,BURGLARY - NIGHT,2022,1
12.93,77.61,Night,BURGLARY - NIGHT,2023,1
12.93,77.61,Night,BURGLARY - NIGHT,2024,1
12.93,77.62,Daytime,BURGLARY - DAY,2022,1
12.93,77.62,Night,BURGLARY - NIGHT,2021,1
12.93,77.62,Night,BURGLARY - NIGHT,2023,1
12.93,77.62,Night,BURGLARY - NIGHT,2024,1
12.93,77.63,Daytime,BURGLARY - DAY,2020,1
12.93,77.63,Night,BURGLARY - NIGHT,2018,1
12.93,77.63,Night,BURGLARY - NIGHT,2020,2
12.93,77.63,Night,BURGLARY - NIGHT,2021,5
12.93,77.63,Night,BURGLARY - NIGHT,2023,2
12.93,77.64,Night,BURGLARY - NIGHT,2021,1
12.93,77.64,Night,BURGLARY - NIGHT,2023,1
12.93,77.64,Night,BURGLARY - NIGHT,2024,1
12.93,77.68,Daytime,BURGLARY - DAY,2023,1
12.93,77.68,Night,BURGLARY - NIGHT,2023,1
12.93,77.7,Night,BURGLARY - NIGHT,2017,1
12.93,77.71,Night,BURGLARY - NIGHT,2023,2
12.93,77.74,Daytime,BURGLARY - DAY,2016,1
12.93,77.74,Night,BURGLARY - NIGHT,2017,1
12.93,77.74,Night,BURGLARY - NIGHT,2018,2
12.93,77.74,Night,BURGLARY - NIGHT,2021,2
12.93,77.75,Night,BURGLARY - NIGHT,2021,1
12.93,77.76,Night,BURGLARY - NIGHT,2018,2
12.93,77.76,Night,BURGLARY - NIGHT,2019,1
12.93,77.82,Night,BURGLARY - NIGHT,2020,1
12.93,77.89,Night,BURGLARY - NIGHT,2019,1
12.93,78.14,Night,BURGLARY - NIGHT,2023,1
12.93,78.24,Night,BURGLARY - NIGHT,2024,1
12.93,78.27,Night,BURGLARY - NIGHT,2019,1
12.93,78.27,Night,BURGLARY - NIGHT,2020,1
12.93,78.27,Night,BURGLARY - NIGHT,2021,1
12.93,78.27,Night,BURGLARY - NIGHT,2022,1
12.93,78.27,Night,BURGLARY - NIGHT,2023,1
12.93,78.29,Night,BURGLARY - NIGHT,2023,1
12.93,78.38,Night,BURGLARY - NIGHT,2020,1
12.93,78.39,Night,BURGLARY - NIGHT,2019,1
12.94,74.85,Daytime,BURGLARY - DAY,2019,1
12.94,74.96,Night,BURGLARY - NIGHT,2019,1
12.94,75.0,Night,BURGLARY - NIGHT,2021,1
12.94,75.17,Daytime,BURGLARY - DAY,2020,1
12.94,75.26,Night,BURGLARY - NIGHT,2019,1
12.94,75.79,Night,BURGLARY - NIGHT,2024,1
12.94,76.11,Night,BURGLARY - NIGHT,2023,1
12.94,76.24,Night,BURGLARY - NIGHT,2022,1
12.94,76.28,Night,BURGLARY - NIGHT,2019,1
12.94,76.94,Night,BURGLARY - NIGHT,2020,1
12.94,77.48,Daytime,BURGLARY - DAY,2022,1
12.94,77.48,Night,BURGLARY - NIGHT,2023,2
12.94,77.49,Daytime,BURGLARY - DAY,2023,1
12.94,77.49,Night,BURGLARY - NIGHT,2022,1
12.94,77.49,Night,BURGLARY - NIGHT,2023,4
12.94,77.52,Daytime,BURGLARY - DAY,2017,1
12.94,77.52,Daytime,BURGLARY - DAY,2018,1
12.94,77.52,Daytime,BURGLARY - DAY,2019,2
12.94,77.52,Daytime,BURGLARY - DAY,2021,1
12.94,77.52,Daytime,BURGLARY - DAY,2023,1
12.94,77.52,Night,BURGLARY - NIGHT,2017,1
12.94,77.52,Night,BURGLARY - NIGHT,2018,1
12.94,77.52,Night,BURGLARY - NIGHT,2019,1
12.94,77.52,Night,BURGLARY - NIGHT,2021,1
12.94,77.52,Night,BURGLARY - NIGHT,2022,2
12.94,77.52,Night,BURGLARY - NIGHT,2023,1
12.94,77.53,Daytime,BURGLARY - DAY,2017,1
12.94,77.53,Daytime,BURGLARY - DAY,2019,1
12.94,77.53,Daytime,BURGLARY - DAY,2023,2
12.94,77.53,Night,BURGLARY - NIGHT,2017,2
12.94,77.53,Night,BURGLARY - NIGHT,2022,1
12.94,77.54,Daytime,BURGLARY - DAY,2017,2
12.94,77.54,Daytime,BURGLARY - DAY,2023,1
12.94,77.54,Night,BURGLARY - NIGHT,2016,1
12.94,77.54,Night,BURGLARY - NIGHT,2018,1
12.94,77.54,Night,BURGLARY - NIGHT,2021,2
12.94,77.54,Night,BURGLARY - NIGHT,2022,1
12.94,77.54,Night,BURGLARY - NIGHT,2023,3
12.94,77.55,Daytime,BURGLARY - DAY,2017,1
12.94,77.55,Daytime,BURGLARY - DAY,2018,1
12.94,77.55,Daytime,BURGLARY - DAY,2022,2
12.94,77.55,Daytime,BURGLARY - DAY,2023,1
12.94,77.55,Night,BURGLARY - NIGHT,2017,1
12.94,77.55,Night,BURGLARY - NIGHT,2019,1
12.94,77.55,Night,BURGLARY - NIGHT,2020,2
12.94,77.55,Night,BURGLARY - NIGHT,2023,4
12.94,77.55,Night,BURGLARY - NIGHT,2024,2
12.94,77.56,Daytime,BURGLARY - DAY,2017,3
12.94,77.56,Daytime,BURGLARY - DAY,2020,2
12.94,77.56,Daytime,BURGLARY - DAY,2022,1
12.94,77.56,Daytime,BURGLARY - DAY,2024,1
12.94,77.56,Night,BURGLARY - NIGHT,2016,1
12.94,77.56,Night,BURGLARY - NIGHT,2017,2
12.94,77.56,Night,BURGLARY - NIGHT,2018,1
12.94,77.56,Night,BURGLARY - NIGHT,2020,1
12.94,77.56,Night,BURGLARY - NIGHT,2022,1
12.94,77.56,Night,BURGLARY - NIGHT,2023,1
12.94,77.57,Daytime,BURGLARY - DAY,2016,2
12.94,77.57,Daytime,BURGLARY - DAY,2017,3
12.94,77.57,Daytime,BURGLARY - DAY,2023,1
12.94,77.57,Night,BURGLARY - NIGHT,2017,1
12.94,77.57,Night,BURGLARY - NIGHT,2019,2
12.94,77.57,Night,BURGLARY - NIGHT,2020,1
12.94,77.57,Night,BURGLARY - NIGHT,2021,1
12.94,77.57,Night,BURGLARY - NIGHT,2022,1
12.94,77.57,Night,BURGLARY - NIGHT,2023,4
12.94,77.58,Night,BURGLARY - NIGHT,2017,1
12.94,77.58,Night,BURGLARY - NIGHT,2018,1
12.94,77.58,Night,BURGLARY - NIGHT,2021,1
12.94,77.58,Night,BURGLARY - NIGHT,2022,2
12.94,77.58,Night,BURGLARY - NIGHT,2023,1
12.94,77.58,Night,BURGLARY - NIGHT,2024,1
12.94,77.59,Daytime,BURGLARY - DAY,2023,1
12.94,77.59,Night,BURGLARY - NIGHT,2024,1
12.94,77.6,Daytime,BURGLARY - DAY,2022,1
12.94,77.6,Night,BURGLARY - NIGHT,2016,1
12.94,77.6,Night,BURGLARY - NIGHT,2017,1
12.94,77.6,Night,BURGLARY - NIGHT,2021,1
12.94,77.6,Night,BURGLARY - NIGHT,2023,3
12.94,77.61,Daytime,BURGLARY - DAY,2016,1
12.94,77.61,Daytime,BURGLARY - DAY,2018,1
12.94,77.61,Daytime,BURGLARY - DAY,2020,1
12.94,77.61,Daytime,BURGLARY - DAY,2022,3
12.94,77.61,Daytime,BURGLARY - DAY,2023,2
12.94,77.61,Night,BURGLARY - NIGHT,2019,1
12.94,77.61,Night,BURGLARY - NIGHT,2020,2
12.94,77.61,Night,BURGLARY - NIGHT,2022,1
12.94,77.61,Night,BURGLARY - NIGHT,2023,1
12.94,77.62,Daytime,BURGLARY - DAY,2021,1
12.94,77.62,Night,BURGLARY - NIGHT,2021,1
12.94,77.63,Daytime,BURGLARY - DAY,2016,3
12.94,77.63,Daytime,BURGLARY - DAY,2018,1
12.94,77.63,Daytime,BURGLARY - DAY,2023,1
12.94,77.63,Night,BURGLARY - NIGHT,2019,1
12.94,77.63,Night,BURGLARY - NIGHT,2020,2
12.94,77.63,Night,BURGLARY - NIGHT,2021,3
12.94,77.63,Night,BURGLARY - NIGHT,2022,1
12.94,77.65,Night,BURGLARY - NIGHT,2018,1
12.94,77.71,Night,BURGLARY - NIGHT,2020,1
12.94,77.72,Night,BURGLARY - NIGHT,2017,2
12.94,77.72,Night,BURGLARY - NIGHT,2023,1
12.94,77.73,Night,BURGLARY - NIGHT,2018,1
12.94,77.73,Night,BURGLARY - NIGHT,2019,1
12.94,77.74,Daytime,BURGLARY - DAY,2016,1
12.94,77.74,Daytime,BURGLARY - DAY,2018,1
12.94,77.74,Night,BURGLARY - NIGHT,2016,1
12.94,77.74,Night,BURGLARY - NIGHT,2019,3
12.94,77.74,Night,BURGLARY - NIGHT,2020,1
12.94,77.74,Night,BURGLARY - NIGHT,2021,1
12.94,77.74,Night,BURGLARY - NIGHT,2022,1
12.94,77.75,Daytime,BURGLARY - DAY,2017,1
12.94,77.75,Daytime,BURGLARY - DAY,2022,1
12.94,77.75,Night,BURGLARY - NIGHT,2016,2
12.94,77.75,Night,BURGLARY - NIGHT,2019,4
12.94,77.75,Night,BURGLARY - NIGHT,2021,1
12.94,77.77,Daytime,BURGLARY - DAY,2022,1
12.94,77.78,Daytime,BURGLARY - DAY,2019,1
12.94,77.79,Night,BURGLARY - NIGHT,2021,1
12.94,77.81,Night,BURGLARY - NIGHT,2023,1
12.94,77.82,Night,BURGLARY - NIGHT,2022,1
12.94,77.83,Night,BURGLARY - NIGHT,2023,1
12.94,77.84,Night,BURGLARY - NIGHT,2021,1
12.94,78.25,Daytime,BURGLARY - DAY,2024,1
12.94,78.26,Night,BURGLARY - NIGHT,2020,2
12.94,78.27,Daytime,BURGLARY - DAY,2019,1
12.94,78.27,Daytime,BURGLARY - DAY,2024,1
12.94,78.27,Night,BURGLARY - NIGHT,2020,1
12.94,78.27,Night,BURGLARY - NIGHT,2022,5
12.94,78.27,Night,BURGLARY - NIGHT,2023,1
12.94,78.28,Night,BURGLARY - NIGHT,2019,1
12.94,78.28,Night,BURGLARY - NIGHT,2022,1
12.95,74.8,Night,BURGLARY - NIGHT,2021,2
12.95,74.8,Night,BURGLARY - NIGHT,2022,1
12.95,74.81,Daytime,BURGLARY - DAY,2023,1
12.95,74.82,Night,BURGLARY - NIGHT,2023,1
12.95,74.87,Night,BURGLARY - NIGHT,2019,1
12.95,75.16,Night,BURGLARY - NIGHT,2020,1
12.95,75.17,Night,BURGLARY - NIGHT,2020,1
12.95,75.17,Night,BURGLARY - NIGHT,2024,1
12.95,75.39,Night,BURGLARY - NIGHT,2023,1
12.95,75.79,Daytime,BURGLARY - DAY,2023,1
12.95,75.79,Night,BURGLARY - NIGHT,2023,1
12.95,75.79,Night,BURGLARY - NIGHT,2024,1
12.95,75.81,Daytime,BURGLARY - DAY,2023,1
12.95,76.24,Night,BURGLARY - NIGHT,2019,1
12.95,76.25,Night,BURGLARY - NIGHT,2019,1
12.95,76.28,Night,BURGLARY - NIGHT,2019,2
12.95,76.43,Daytime,BURGLARY - DAY,2024,1
12.95,76.56,Night,BURGLARY - NIGHT,2023,1
12.95,76.57,Daytime,BURGLARY - DAY,2023,1
12.95,77.03,Night,BURGLARY - NIGHT,2024,1
12.95,77.07,Night,BURGLARY - NIGHT,2022,1
12.95,77.09,Night,BURGLARY - NIGHT,2020,1
12.95,77.23,Daytime,BURGLARY - DAY,2024,1
12.95,77.23,Night,BURGLARY - NIGHT,2024,2
12.95,77.41,Night,BURGLARY - NIGHT,2024,1
12.95,77.49,Daytime,BURGLARY - DAY,2017,1
12.95,77.49,Night,BURGLARY - NIGHT,2017,1
12.95,77.49,Night,BURGLARY - NIGHT,2022,5
12.95,77.49,Night,BURGLARY - NIGHT,2023,4
12.95,77.5,Daytime,BURGLARY - DAY,2022,1
12.95,77.5,Daytime,BURGLARY - DAY,2023,1
12.95,77.5,Night,BURGLARY - NIGHT,2022,1
12.95,77.5,Night,BURGLARY - NIGHT,2023,3
12.95,77.52,Daytime,BURGLARY - DAY,2017,1
12.95,77.52,Daytime,BURGLARY - DAY,2023,1
12.95,77.52,Night,BURGLARY - NIGHT,2017,3
12.95,77.52,Night,BURGLARY - NIGHT,2018,1
12.95,77.52,Night,BURGLARY - NIGHT,2024,1
12.95,77.53,Daytime,BURGLARY - DAY,2017,1
12.95,77.53,Daytime,BURGLARY - DAY,2018,1
12.95,77.53,Daytime,BURGLARY - DAY,2019,1
12.95,77.53,Daytime,BURGLARY - DAY,2023,1
12.95,77.53,Night,BURGLARY - NIGHT,2017,3
12.95,77.53,Night,BURGLARY - NIGHT,2018,3
12.95,77.53,Night,BURGLARY - NIGHT,2020,1
12.95,77.53,Night,BURGLARY - NIGHT,2021,1
12.95,77.53,Night,BURGLARY - NIGHT,2023,2
12.95,77.54,Daytime,BURGLARY - DAY,2017,6
12.95,77.54,Daytime,BURGLARY - DAY,2018,3
12.95,77.54,Daytime,BURGLARY - DAY,2019,3
12.95,77.54,Daytime,BURGLARY - DAY,2020,1
12.95,77.54,Daytime,BURGLARY - DAY,2022,1
12.95,77.54,Daytime,BURGLARY - DAY,2023,2
12.95,77.54,Night,BURGLARY - NIGHT,2016,2
12.95,77.54,Night,BURGLARY - NIGHT,2017,2
12.95,77.54,Night,BURGLARY - NIGHT,2018,3
12.95,77.54,Night,BURGLARY - NIGHT,2020,3
12.95,77.54,Night,BURGLARY - NIGHT,2021,2
12.95,77.54,Night,BURGLARY - NIGHT,2023,4
12.95,77.55,Daytime,BURGLARY - DAY,2017,1
12.95,77.55,Daytime,BURGLARY - DAY,2018,1
12.95,77.55,Daytime,BURGLARY - DAY,2022,2
12.95,77.55,Daytime,BURGLARY - DAY,2023,1
12.95,77.55,Night,BURGLARY - NIGHT,2017,6
12.95,77.55,Night,BURGLARY - NIGHT,2018,2
12.95,77.55,Night,BURGLARY - NIGHT,2019,1
12.95,77.55,Night,BURGLARY - NIGHT,2022,1
12.95,77.56,Daytime,BURGLARY - DAY,2017,1
12.95,77.56,Daytime,BURGLARY - DAY,2018,5
12.95,77.56,Daytime,BURGLARY - DAY,2019,1
12.95,77.56,Daytime,BURGLARY - DAY,2023,1
12.95,77.56,Night,BURGLARY - NIGHT,2017,1
12.95,77.56,Night,BURGLARY - NIGHT,2019,2
12.95,77.56,Night,BURGLARY - NIGHT,2020,2
12.95,77.56,Night,BURGLARY - NIGHT,2022,1
12.95,77.57,Daytime,BURGLARY - DAY,2016,1
12.95,77.57,Daytime,BURGLARY - DAY,2020,1
12.95,77.57,Night,BURGLARY - NIGHT,2016,3
12.95,77.57,Night,BURGLARY - NIGHT,2017,2
12.95,77.57,Night,BURGLARY - NIGHT,2018,3
12.95,77.57,Night,BURGLARY - NIGHT,2020,3
12.95,77.58,Daytime,BURGLARY - DAY,2017,1
12.95,77.58,Daytime,BURGLARY - DAY,2018,1
12.95,77.58,Night,BURGLARY - NIGHT,2016,2
12.95,77.58,Night,BURGLARY - NIGHT,2017,3
12.95,77.58,Night,BURGLARY - NIGHT,2018,4
12.95,77.58,Night,BURGLARY - NIGHT,2020,1
12.95,77.58,Night,BURGLARY - NIGHT,2021,1
12.95,77.58,Night,BURGLARY - NIGHT,2022,1
12.95,77.58,Night,BURGLARY - NIGHT,2023,4
12.95,77.59,Night,BURGLARY - NIGHT,2016,1
12.95,77.59,Night,BURGLARY - NIGHT,2021,2
12.95,77.59,Night,BURGLARY - NIGHT,2024,1
12.95,77.6,Daytime,BURGLARY - DAY,2019,1
12.95,77.6,Night,BURGLARY - NIGHT,2016,2
12.95,77.6,Night,BURGLARY - NIGHT,2021,1
12.95,77.6,Night,BURGLARY - NIGHT,2023,3
12.95,77.6,Night,BURGLARY - NIGHT,2024,1
12.95,77.61,Daytime,BURGLARY - DAY,2018,1
12.95,77.61,Daytime,BURGLARY - DAY,2020,3
12.95,77.61,Daytime,BURGLARY - DAY,2021,1
12.95,77.61,Night,BURGLARY - NIGHT,2017,1
12.95,77.61,Night,BURGLARY - NIGHT,2018,1
12.95,77.61,Night,BURGLARY - NIGHT,2019,1
12.95,77.61,Night,BURGLARY - NIGHT,2020,1
12.95,77.61,Night,BURGLARY - NIGHT,2021,1
12.95,77.61,Night,BURGLARY - NIGHT,2023,1
12.95,77.62,Daytime,BURGLARY - DAY,2019,1
12.95,77.62,Daytime,BURGLARY - DAY,2022,1
12.95,77.62,Daytime,BURGLARY - DAY,2023,3
12.95,77.62,Night,BURGLARY - NIGHT,2020,1
12.95,77.62,Night,BURGLARY - NIGHT,2023,1
12.95,77.63,Daytime,BURGLARY - DAY,2016,1
12.95,77.63,Night,BURGLARY - NIGHT,2016,2
12.95,77.63,Night,BURGLARY - NIGHT,2017,1
12.95,77.63,Night,BURGLARY - NIGHT,2021,1
12.95,77.63,Night,BURGLARY - NIGHT,2023,1
12.95,77.64,Daytime,BURGLARY - DAY,2018,1
12.95,77.64,Night,BURGLARY - NIGHT,2017,1
12.95,77.65,Daytime,BURGLARY - DAY,2017,1
12.95,77.66,Night,BURGLARY - NIGHT,2018,4
12.95,77.7,Night,BURGLARY - NIGHT,2022,1
12.95,77.71,Night,BURGLARY - NIGHT,2022,1
12.95,77.72,Daytime,BURGLARY - DAY,2018,1
12.95,77.72,Daytime,BURGLARY - DAY,2021,2
12.95,77.72,Night,BURGLARY - NIGHT,2017,1
12.95,77.72,Night,BURGLARY - NIGHT,2018,1
12.95,77.72,Night,BURGLARY - NIGHT,2019,1
12.95,77.72,Night,BURGLARY - NIGHT,2021,1
12.95,77.72,Night,BURGLARY - NIGHT,2022,1
12.95,77.74,Daytime,BURGLARY - DAY,2024,1
12.95,77.74,Night,BURGLARY - NIGHT,2018,1
12.95,77.77,Daytime,BURGLARY - DAY,2018,1
12.95,77.79,Night,BURGLARY - NIGHT,2022,1
12.95,77.83,Night,BURGLARY - NIGHT,2019,1
12.95,77.83,Night,BURGLARY - NIGHT,2023,1
12.95,77.86,Night,BURGLARY - NIGHT,2024,1
12.95,78.23,Daytime,BURGLARY - DAY,2023,1
12.95,78.26,Night,BURGLARY - NIGHT,2020,1
12.95,78.26,Night,BURGLARY - NIGHT,2023,1
12.95,78.27,Daytime,BURGLARY - DAY,2019,1
12.95,78.27,Daytime,BURGLARY - DAY,2021,1
12.95,78.27,Daytime,BURGLARY - DAY,2023,1
12.95,78.27,Night,BURGLARY - NIGHT,2019,1
12.95,78.27,Night,BURGLARY - NIGHT,2020,2
12.95,78.27,Night,BURGLARY - NIGHT,2021,1
12.95,78.27,Night,BURGLARY - NIGHT,2022,2
12.95,78.28,Daytime,BURGLARY - DAY,2019,1
12.95,78.28,Night,BURGLARY - NIGHT,2020,2
12.95,78.28,Night,BURGLARY - NIGHT,2022,2
12.95,78.28,Night,BURGLARY - NIGHT,2023,2
12.95,78.35,Daytime,BURGLARY - DAY,2019,1
12.95,78.35,Night,BURGLARY - NIGHT,2019,2
12.96,74.8,Night,BURGLARY - NIGHT,2021,1
12.96,74.81,Night,BURGLARY - NIGHT,2019,1
12.96,74.82,Night,BURGLARY - NIGHT,2022,1
12.96,74.83,Daytime,BURGLARY - DAY,2022,1
12.96,74.86,Night,BURGLARY - NIGHT,2021,1
12.96,75.04,Night,BURGLARY - NIGHT,2019,1
12.96,75.17,Daytime,BURGLARY - DAY,2019,1
12.96,75.21,Night,BURGLARY - NIGHT,2020,1
12.96,75.98,Daytime,BURGLARY - DAY,2024,1
12.96,76.08,Daytime,BURGLARY - DAY,2023,1
12.96,76.09,Night,BURGLARY - NIGHT,2020,1
12.96,76.1,Night,BURGLARY - NIGHT,2020,1
12.96,76.11,Night,BURGLARY - NIGHT,2021,1
12.96,76.38,Night,BURGLARY - NIGHT,2023,1
12.96,76.42,Night,BURGLARY - NIGHT,2023,1
12.96,76.48,Night,BURGLARY - NIGHT,2024,2
12.96,76.64,Night,BURGLARY - NIGHT,2023,1
12.96,76.67,Daytime,BURGLARY - DAY,2023,1
12.96,77.0,Night,BURGLARY - NIGHT,2023,1
12.96,77.1,Daytime,BURGLARY - DAY,2022,1
12.96,77.23,Night,BURGLARY - NIGHT,2023,3
12.96,77.35,Daytime,BURGLARY - DAY,2024,1
12.96,77.4,Night,BURGLARY - NIGHT,2023,1
12.96,77.48,Night,BURGLARY - NIGHT,2022,1
12.96,77.48,Night,BURGLARY - NIGHT,2024,1
12.96,77.49,Night,BURGLARY - NIGHT,2019,1
12.96,77.49,Night,BURGLARY - NIGHT,2022,1
12.96,77.49,Night,BURGLARY - NIGHT,2023,2
12.96,77.5,Daytime,BURGLARY - DAY,2017,1
12.96,77.5,Daytime,BURGLARY - DAY,2019,1
12.96,77.5,Night,BURGLARY - NIGHT,2018,1
12.96,77.5,Night,BURGLARY - NIGHT,2023,2
12.96,77.51,Daytime,BURGLARY - DAY,2018,2
12.96,77.51,Daytime,BURGLARY - DAY,2019,1
12.96,77.51,Daytime,BURGLARY - DAY,2022,1
12.96,77.51,Night,BURGLARY - NIGHT,2017,5
12.96,77.51,Night,BURGLARY - NIGHT,2018,4
12.96,77.51,Night,BURGLARY - NIGHT,2019,3
12.96,77.51,Night,BURGLARY - NIGHT,2022,1
12.96,77.51,Night,BURGLARY - NIGHT,2023,1
12.96,77.52,Daytime,BURGLARY - DAY,2017,2
12.96,77.52,Daytime,BURGLARY - DAY,2018,3
12.96,77.52,Daytime,BURGLARY - DAY,2019,1
12.96,77.52,Daytime,BURGLARY - DAY,2023,2
12.96,77.52,Daytime,BURGLARY - DAY,2024,1
12.96,77.52,Night,BURGLARY - NIGHT,2017,9
12.96,77.52,Night,BURGLARY - NIGHT,2018,3
12.96,77.52,Night,BURGLARY - NIGHT,2019,1
12.96,77.52,Night,BURGLARY - NIGHT,2020,2
12.96,77.52,Night,BURGLARY - NIGHT,2021,2
12.96,77.52,Night,BURGLARY - NIGHT,2022,2
12.96,77.52,Night,BURGLARY - NIGHT,2023,2
12.96,77.52,Night,BURGLARY - NIGHT,2024,1
12.96,77.53,Daytime,BURGLARY - DAY,2016,1
12.96,77.53,Daytime,BURGLARY - DAY,2017,3
12.96,77.53,Daytime,BURGLARY - DAY,2019,4
12.96,77.53,Night,BURGLARY - NIGHT,2017,9
12.96,77.53,Night,BURGLARY - NIGHT,2018,2
12.96,77.53,Night,BURGLARY - NIGHT,2023,3
12.96,77.53,Night,BURGLARY - NIGHT,2024,1
12.96,77.54,Daytime,BURGLARY - DAY,2017,1
12.96,77.54,Daytime,BURGLARY - DAY,2019,2
12.96,77.54,Daytime,BURGLARY - DAY,2022,2
12.96,77.54,Night,BURGLARY - NIGHT,2016,1
12.96,77.54,Night,BURGLARY - NIGHT,2018,3
12.96,77.54,Night,BURGLARY - NIGHT,2019,3
12.96,77.54,Night,BURGLARY - NIGHT,2021,1
12.96,77.54,Night,BURGLARY - NIGHT,2022,1
12.96,77.54,Night,BURGLARY - NIGHT,2023,4
12.96,77.55,Daytime,BURGLARY - DAY,2017,1
12.96,77.55,Daytime,BURGLARY - DAY,2018,2
12.96,77.55,Night,BURGLARY - NIGHT,2017,4
12.96,77.55,Night,BURGLARY - NIGHT,2018,1
12.96,77.55,Night,BURGLARY - NIGHT,2019,2
12.96,77.55,Night,BURGLARY - NIGHT,2022,2
12.96,77.55,Night,BURGLARY - NIGHT,2023,2
12.96,77.55,Night,BURGLARY - NIGHT,2024,1
12.96,77.56,Daytime,BURGLARY - DAY,2017,1
12.96,77.56,Daytime,BURGLARY - DAY,2018,1
12.96,77.56,Daytime,BURGLARY - DAY,2019,2
12.96,77.56,Daytime,BURGLARY - DAY,2022,1
12.96,77.56,Daytime,BURGLARY - DAY,2023,1
12.96,77.56,Daytime,BURGLARY - DAY,2024,1
12.96,77.56,Night,BURGLARY - NIGHT,2018,1
12.96,77.56,Night,BURGLARY - NIGHT,2019,1
12.96,77.56,Night,BURGLARY - NIGHT,2020,1
12.96,77.56,Night,BURGLARY - NIGHT,2022,2
12.96,77.57,Night,BURGLARY - NIGHT,2017,3
12.96,77.57,Night,BURGLARY - NIGHT,2018,4
12.96,77.57,Night,BURGLARY - NIGHT,2019,5
12.96,77.57,Night,BURGLARY - NIGHT,2022,1
12.96,77.57,Night,BURGLARY - NIGHT,2023,2
12.96,77.57,Night,BURGLARY - NIGHT,2024,1
12.96,77.58,Daytime,BURGLARY - DAY,2017,1
12.96,77.58,Daytime,BURGLARY - DAY,2018,3
12.96,77.58,Daytime,BURGLARY - DAY,2022,2
12.96,77.58,Daytime,BURGLARY - DAY,2023,3
12.96,77.58,Night,BURGLARY - NIGHT,2016,4
12.96,77.58,Night,BURGLARY - NIGHT,2017,7
12.96,77.58,Night,BURGLARY - NIGHT,2018,6
12.96,77.58,Night,BURGLARY - NIGHT,2019,2
12.96,77.58,Night,BURGLARY - NIGHT,2020,1
12.96,77.58,Night,BURGLARY - NIGHT,2022,2
12.96,77.58,Night,BURGLARY - NIGHT,2023,5
12.96,77.59,Daytime,BURGLARY - DAY,2020,2
12.96,77.59,Daytime,BURGLARY - DAY,2022,1
12.96,77.59,Daytime,BURGLARY - DAY,2023,1
12.96,77.59,Night,BURGLARY - NIGHT,2016,2
12.96,77.59,Night,BURGLARY - NIGHT,2018,1
12.96,77.59,Night,BURGLARY - NIGHT,2019,2
12.96,77.59,Night,BURGLARY - NIGHT,2020,4
12.96,77.59,Night,BURGLARY - NIGHT,2021,2
12.96,77.59,Night,BURGLARY - NIGHT,2022,1
12.96,77.59,Night,BURGLARY - NIGHT,2023,1
12.96,77.6,Daytime,BURGLARY - DAY,2021,1
12.96,77.6,Daytime,BURGLARY - DAY,2022,2
12.96,77.6,Daytime,BURGLARY - DAY,2023,1
12.96,77.6,Night,BURGLARY - NIGHT,2016,1
12.96,77.6,Night,BURGLARY - NIGHT,2018,1
12.96,77.6,Night,BURGLARY - NIGHT,2019,2
12.96,77.6,Night,BURGLARY - NIGHT,2021,2
12.96,77.6,Night,BURGLARY - NIGHT,2023,4
12.96,77.61,Night,BURGLARY - NIGHT,2018,5
12.96,77.61,Night,BURGLARY - NIGHT,2020,1
12.96,77.61,Night,BURGLARY - NIGHT,2021,2
12.96,77.61,Night,BURGLARY - NIGHT,2022,2
12.96,77.62,Daytime,BURGLARY - DAY,2017,1
12.96,77.62,Daytime,BURGLARY - DAY,2021,1
12.96,77.62,Daytime,BURGLARY - DAY,2022,2
12.96,77.62,Night,BURGLARY - NIGHT,2016,3
12.96,77.62,Night,BURGLARY - NIGHT,2017,1
12.96,77.62,Night,BURGLARY - NIGHT,2019,2
12.96,77.62,Night,BURGLARY - NIGHT,2020,2
12.96,77.62,Night,BURGLARY - NIGHT,2021,1
12.96,77.62,Night,BURGLARY - NIGHT,2023,1
12.96,77.63,Daytime,BURGLARY - DAY,2016,1
12.96,77.63,Daytime,BURGLARY - DAY,2018,1
12.96,77.63,Night,BURGLARY - NIGHT,2016,1
12.96,77.63,Night,BURGLARY - NIGHT,2017,1
12.96,77.63,Night,BURGLARY - NIGHT,2023,2
12.96,77.64,Daytime,BURGLARY - DAY,2016,1
12.96,77.64,Daytime,BURGLARY - DAY,2018,3
12.96,77.64,Daytime,BURGLARY - DAY,2019,1
12.96,77.64,Daytime,BURGLARY - DAY,2024,1
